mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,692431,72.4792,80.5181,100k
0db,1m,1,47p,693542,72.2818,80.5181,100k
0db,1m,1,100p,694745,72.0573,80.5181,100k
0db,1m,1,220p,697259,71.543,80.5181,100k
0db,1m,1,470p,701466,70.4575,80.5181,100k
0db,1m,1,1n,705181,68.2226,80.5181,100k
0db,1m,1,1.5n,702284,66.4003,80.5181,100k
0db,1m,1,2.2n,690686,64.5406,80.5181,100k
0db,1m,1,2.7n,679796,63.6812,80.5181,100k
0db,1m,1,3.3n,666071,63.052,80.5181,100k
0db,1m,1,4.7n,637022,62.6339,80.5181,100k
0db,1m,2,1f,692431,72.4792,80.5181,100k
0db,1m,2,47p,693565,72.2817,80.5181,100k
0db,1m,2,100p,694847,72.0576,80.5181,100k
0db,1m,2,220p,697761,71.5445,80.5181,100k
0db,1m,2,470p,703881,70.4492,80.5181,100k
0db,1m,2,1n,717292,67.9968,80.5181,100k
0db,1m,2,1.5n,730367,65.5113,80.5181,100k
0db,1m,2,2.2n,749142,61.73,80.518,100k
0db,1m,2,2.7n,762532,58.8115,80.518,100k
0db,1m,2,3.3n,778003,55.0859,80.518,100k
0db,1m,2,4.7n,806299,45.8407,80.518,100k
0db,1k,1,1f,692399,72.262,80.5181,100k
0db,1k,1,47p,693509,72.0643,80.5181,100k
0db,1k,1,100p,694712,71.8394,80.5181,100k
0db,1k,1,220p,697226,71.3244,80.5181,100k
0db,1k,1,470p,701432,70.2377,80.5181,100k
0db,1k,1,1n,705147,68.0017,80.5181,100k
0db,1k,1,1.5n,702251,66.1804,80.5181,100k
0db,1k,1,2.2n,690656,64.3243,80.5181,100k
0db,1k,1,2.7n,679768,63.4682,80.5181,100k
0db,1k,1,3.3n,666045,62.8432,80.5181,100k
0db,1k,1,4.7n,637001,62.4341,80.5181,100k
0db,1k,2,1f,692399,72.262,80.5181,100k
0db,1k,2,47p,693532,72.0642,80.5181,100k
0db,1k,2,100p,694814,71.8397,80.5181,100k
0db,1k,2,220p,697727,71.3257,80.5181,100k
0db,1k,2,470p,703846,70.2285,80.5181,100k
0db,1k,2,1n,717254,67.7722,80.5181,100k
0db,1k,2,1.5n,730326,65.2828,80.5181,100k
0db,1k,2,2.2n,749095,61.4961,80.518,100k
0db,1k,2,2.7n,762480,58.5737,80.518,100k
0db,1k,2,3.3n,777947,54.8438,80.518,100k
0db,1k,2,4.7n,806237,45.5911,80.518,100k
0db,2.5k,1,1f,692288,71.939,80.5181,100k
0db,2.5k,1,47p,693398,71.7407,80.5181,100k
0db,2.5k,1,100p,694599,71.5154,80.5181,100k
0db,2.5k,1,220p,697112,70.9993,80.5181,100k
0db,2.5k,1,470p,701315,69.9108,80.5181,100k
0db,2.5k,1,1n,705029,67.6736,80.5181,100k
0db,2.5k,1,1.5n,702136,65.8539,80.5181,100k
0db,2.5k,1,2.2n,690552,64.0032,80.5181,100k
0db,2.5k,1,2.7n,679670,63.152,80.5181,100k
0db,2.5k,1,3.3n,665956,62.5331,80.5181,100k
0db,2.5k,1,4.7n,636926,62.137,80.5181,100k
0db,2.5k,2,1f,692288,71.939,80.5181,100k
0db,2.5k,2,47p,693420,71.7407,80.5181,100k
0db,2.5k,2,100p,694701,71.5156,80.5181,100k
0db,2.5k,2,220p,697613,71.0003,80.5181,100k
0db,2.5k,2,470p,703728,69.9006,80.5181,100k
0db,2.5k,2,1n,717124,67.4387,80.5181,100k
0db,2.5k,2,1.5n,730182,64.9442,80.5181,100k
0db,2.5k,2,2.2n,748932,61.1504,80.518,100k
0db,2.5k,2,2.7n,762300,58.2233,80.518,100k
0db,2.5k,2,3.3n,777747,54.4884,80.518,100k
0db,2.5k,2,4.7n,806011,45.2274,80.518,100k
0db,2.571k,1,1f,692281,71.9237,80.5181,100k
0db,2.571k,1,47p,693390,71.7255,80.5181,100k
0db,2.571k,1,100p,694592,71.5001,80.5181,100k
0db,2.571k,1,220p,697104,70.984,80.5181,100k
0db,2.571k,1,470p,701308,69.8955,80.5181,100k
0db,2.571k,1,1n,705021,67.6582,80.5181,100k
0db,2.571k,1,1.5n,702129,65.8385,80.5181,100k
0db,2.571k,1,2.2n,690545,63.9881,80.5181,100k
0db,2.571k,1,2.7n,679663,63.1372,80.5181,100k
0db,2.571k,1,3.3n,665950,62.5186,80.5181,100k
0db,2.571k,1,4.7n,636921,62.123,80.5181,100k
0db,2.571k,2,1f,692281,71.9237,80.5181,100k
0db,2.571k,2,47p,693413,71.7255,80.5181,100k
0db,2.571k,2,100p,694694,71.5004,80.5181,100k
0db,2.571k,2,220p,697606,70.985,80.5181,100k
0db,2.571k,2,470p,703720,69.8852,80.5181,100k
0db,2.571k,2,1n,717115,67.4231,80.5181,100k
0db,2.571k,2,1.5n,730172,64.9283,80.5181,100k
0db,2.571k,2,2.2n,748921,61.1341,80.518,100k
0db,2.571k,2,2.7n,762288,58.2069,80.518,100k
0db,2.571k,2,3.3n,777734,54.4718,80.518,100k
0db,2.571k,2,4.7n,805996,45.2105,80.518,100k
0db,2.611k,1,1f,692277,71.9152,80.5181,100k
0db,2.611k,1,47p,693386,71.7169,80.5181,100k
0db,2.611k,1,100p,694588,71.4915,80.5181,100k
0db,2.611k,1,220p,697100,70.9754,80.5181,100k
0db,2.611k,1,470p,701304,69.8868,80.5181,100k
0db,2.611k,1,1n,705017,67.6495,80.5181,100k
0db,2.611k,1,1.5n,702125,65.8299,80.5181,100k
0db,2.611k,1,2.2n,690541,63.9796,80.5181,100k
0db,2.611k,1,2.7n,679660,63.1288,80.5181,100k
0db,2.611k,1,3.3n,665947,62.5104,80.5181,100k
0db,2.611k,1,4.7n,636918,62.1151,80.5181,100k
0db,2.611k,2,1f,692277,71.9152,80.5181,100k
0db,2.611k,2,47p,693409,71.7169,80.5181,100k
0db,2.611k,2,100p,694690,71.4918,80.5181,100k
0db,2.611k,2,220p,697601,70.9764,80.5181,100k
0db,2.611k,2,470p,703716,69.8765,80.5181,100k
0db,2.611k,2,1n,717110,67.4142,80.5181,100k
0db,2.611k,2,1.5n,730167,64.9193,80.5181,100k
0db,2.611k,2,2.2n,748915,61.125,80.518,100k
0db,2.611k,2,2.7n,762282,58.1977,80.518,100k
0db,2.611k,2,3.3n,777726,54.4624,80.518,100k
0db,2.611k,2,4.7n,805988,45.201,80.518,100k
0db,1m,1,1f,691476,72.4667,80.3149,10k
0db,1m,1,47p,692562,72.2718,80.3149,10k
0db,1m,1,100p,693748,72.0498,80.3149,10k
0db,1m,1,220p,696229,71.5414,80.3149,10k
0db,1m,1,470p,700383,70.4686,80.3149,10k
0db,1m,1,1n,704085,68.2588,80.315,10k
0db,1m,1,1.5n,701286,66.4537,80.315,10k
0db,1m,1,2.2n,689932,64.6034,80.3151,10k
0db,1m,1,2.7n,679203,63.7442,80.3151,10k
0db,1m,1,3.3n,665652,63.1108,80.3151,10k
0db,1m,1,4.7n,636858,62.679,80.3152,10k
0db,1m,2,1f,691476,72.4667,80.3149,10k
0db,1m,2,47p,692594,72.2701,80.3149,10k
0db,1m,2,100p,693869,72.0466,80.3149,10k
0db,1m,2,220p,696766,71.5348,80.3149,10k
0db,1m,2,470p,702851,70.4427,80.3149,10k
0db,1m,2,1n,716150,67.9993,80.3149,10k
0db,1m,2,1.5n,729103,65.5243,80.3149,10k
0db,1m,2,2.2n,747698,61.7614,80.3149,10k
0db,1m,2,2.7n,760931,58.8601,80.3149,10k
0db,1m,2,3.3n,776217,55.159,80.3148,10k
0db,1m,2,4.7n,804251,45.9737,80.3148,10k
0db,1k,1,1f,691445,72.2499,80.3149,10k
0db,1k,1,47p,692530,72.0546,80.3149,10k
0db,1k,1,100p,693716,71.8323,80.3149,10k
0db,1k,1,220p,696196,71.3231,80.3149,10k
0db,1k,1,470p,700350,70.2491,80.3149,10k
0db,1k,1,1n,704051,68.0383,80.315,10k
0db,1k,1,1.5n,701253,66.234,80.315,10k
0db,1k,1,2.2n,689903,64.3873,80.3151,10k
0db,1k,1,2.7n,679175,63.5314,80.3151,10k
0db,1k,1,3.3n,665627,62.9022,80.3151,10k
0db,1k,1,4.7n,636836,62.4793,80.3152,10k
0db,1k,2,1f,691445,72.2499,80.3149,10k
0db,1k,2,47p,692562,72.0529,80.3149,10k
0db,1k,2,100p,693836,71.829,80.3149,10k
0db,1k,2,220p,696733,71.3164,80.3149,10k
0db,1k,2,470p,702817,70.2224,80.3149,10k
0db,1k,2,1n,716113,67.775,80.3149,10k
0db,1k,2,1.5n,729062,65.2963,80.3149,10k
0db,1k,2,2.2n,747652,61.5279,80.3149,10k
0db,1k,2,2.7n,760880,58.6229,80.3149,10k
0db,1k,2,3.3n,776163,54.9173,80.3148,10k
0db,1k,2,4.7n,804189,45.7247,80.3148,10k
0db,2.5k,1,1f,691337,71.9271,80.3149,10k
0db,2.5k,1,47p,692418,71.7315,80.3149,10k
0db,2.5k,1,100p,693603,71.5087,80.3149,10k
0db,2.5k,1,220p,696082,70.9985,80.3149,10k
0db,2.5k,1,470p,700233,69.9227,80.3149,10k
0db,2.5k,1,1n,703933,67.7107,80.315,10k
0db,2.5k,1,1.5n,701138,65.908,80.315,10k
0db,2.5k,1,2.2n,689798,64.0665,80.3151,10k
0db,2.5k,1,2.7n,679077,63.2155,80.3151,10k
0db,2.5k,1,3.3n,665538,62.5923,80.3151,10k
0db,2.5k,1,4.7n,636762,62.1823,80.3152,10k
0db,2.5k,2,1f,691337,71.9271,80.3149,10k
0db,2.5k,2,47p,692450,71.7298,80.3149,10k
0db,2.5k,2,100p,693724,71.5053,80.3149,10k
0db,2.5k,2,220p,696619,70.9915,80.3149,10k
