carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,557302,69.2702,81.9561
1,1m,47p,557878,69.1195,81.9561
1,1m,100p,558527,68.9489,81.9561
1,1m,220p,559995,68.5602,81.9561
1,1m,470p,563066,67.7382,81.9561
1,1m,1n,569675,65.9384,81.9561
1,1m,2.2n,584434,61.5918,81.956
1,1m,4.7n,610830,51.511,81.9559
1,430,1f,557298,69.1949,81.9561
1,430,47p,557873,69.0441,81.9561
1,430,100p,558522,68.8735,81.9561
1,430,220p,559990,68.4845,81.9561
1,430,470p,563062,67.6621,81.9561
1,430,1n,569670,65.8615,81.9561
1,430,2.2n,584428,61.5129,81.956
1,430,4.7n,610823,51.4288,81.9559
2,1m,1f,556904,69.275,81.8532
2,1m,47p,557478,69.1246,81.8532
2,1m,100p,558125,68.9543,81.8532
2,1m,220p,559589,68.5661,81.8532
2,1m,470p,562641,67.7458,81.8532
2,1m,1n,569230,65.9491,81.8532
2,1m,2.2n,583930,61.6112,81.8532
2,1m,4.7n,610206,51.5554,81.8531
2,430,1f,556899,69.1998,81.8532
2,430,47p,557473,69.0493,81.8532
2,430,100p,558120,68.8789,81.8532
2,430,220p,559584,68.4905,81.8532
2,430,470p,562636,67.6698,81.8532
2,430,1n,569225,65.8723,81.8532
2,430,2.2n,583923,61.5325,81.8532
2,430,4.7n,610199,51.4733,81.8531
