cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,550152,69.2367,80.0423
1,0,1m,47p,550699,69.0899,80.0423
1,0,1m,100p,551315,68.9237,80.0423
1,0,1m,220p,552708,68.5451,80.0423
1,0,1m,470p,555603,67.7457,80.0423
1,0,1m,1n,561682,66.0037,80.0422
1,0,1m,2.2n,575279,61.811,80.0422
1,0,1m,4.7n,599150,52.1857,80.0422
1,0,430,1f,550147,69.1624,80.0423
1,0,430,47p,550694,69.0155,80.0423
1,0,430,100p,551310,68.8493,80.0423
1,0,430,220p,552703,68.4704,80.0423
1,0,430,470p,555598,67.6706,80.0422
1,0,430,1n,561676,65.9279,80.0422
1,0,430,2.2n,575273,61.7334,80.0422
1,0,430,4.7n,599143,52.105,80.0422
1,6,1m,1f,550751,69.2391,80.1885
1,6,1m,47p,550874,69.2019,80.1885
1,6,1m,100p,550976,69.1604,80.1885
1,6,1m,220p,551058,69.0712,80.1885
1,6,1m,470p,550653,68.9254,80.1885
1,6,1m,1n,548770,68.8145,80.1885
1,6,1m,2.2n,546020,68.8962,80.1885
1,6,1m,4.7n,544517,69.0364,80.1885
1,6,430,1f,550746,69.1647,80.1885
1,6,430,47p,550869,69.1275,80.1885
1,6,430,100p,550971,69.086,80.1885
1,6,430,220p,551053,68.9968,80.1885
1,6,430,470p,550648,68.8511,80.1885
1,6,430,1n,548765,68.7403,80.1885
1,6,430,2.2n,546015,68.8224,80.1885
1,6,430,4.7n,544512,68.9629,80.1885
1,12,1m,1f,550908,69.2398,80.2274
1,12,1m,47p,550940,69.2303,80.2274
1,12,1m,100p,550969,69.2198,80.2274
1,12,1m,220p,551006,69.1966,80.2274
1,12,1m,470p,550960,69.1547,80.2274
1,12,1m,1n,550534,69.107,80.2274
1,12,1m,2.2n,549600,69.1122,80.2274
1,12,1m,4.7n,548955,69.1587,80.2274
1,12,430,1f,550903,69.1653,80.2274
1,12,430,47p,550935,69.1559,80.2274
1,12,430,100p,550964,69.1453,80.2274
1,12,430,220p,551001,69.1221,80.2274
1,12,430,470p,550955,69.0803,80.2274
1,12,430,1n,550528,69.0326,80.2274
1,12,430,2.2n,549595,69.0379,80.2274
1,12,430,4.7n,548950,69.0845,80.2274
2,0,1m,1f,552707,69.2474,80.6832
2,0,1m,47p,553264,69.0992,80.6832
2,0,1m,100p,553891,68.9315,80.6832
2,0,1m,220p,555311,68.5493,80.6832
2,0,1m,470p,558260,67.7421,80.6832
2,0,1m,1n,564518,65.9798,80.6832
2,0,1m,2.2n,578513,61.7327,80.6831
2,0,1m,4.7n,603070,51.9613,80.6831
2,0,430,1f,552702,69.1728,80.6832
2,0,430,47p,553258,69.0245,80.6832
2,0,430,100p,553886,68.8567,80.6832
2,0,430,220p,555306,68.4743,80.6832
2,0,430,470p,558255,67.6667,80.6832
2,0,430,1n,564512,65.9036,80.6832
2,0,430,2.2n,578507,61.6547,80.6831
2,0,430,4.7n,603063,51.8801,80.6831
2,6,1m,1f,553306,69.2501,80.8399
2,6,1m,47p,553423,69.2129,80.8399
2,6,1m,100p,553496,69.1721,80.8399
2,6,1m,220p,553441,69.0903,80.8399
2,6,1m,470p,552689,68.992,80.8399
2,6,1m,1n,550953,68.987,80.8399
2,6,1m,2.2n,549492,69.0807,80.8399
2,6,1m,4.7n,548907,69.1543,80.8398
2,6,430,1f,553301,69.1754,80.8399
2,6,430,47p,553418,69.1382,80.8399
2,6,430,100p,553491,69.0973,80.8399
2,6,430,220p,553436,69.0155,80.8399
2,6,430,470p,552684,68.9173,80.8399
2,6,430,1n,550948,68.9126,80.8399
2,6,430,2.2n,549487,69.0065,80.8398
2,6,430,4.7n,548902,69.0802,80.8398
2,12,1m,1f,553465,69.2509,80.882
2,12,1m,47p,553496,69.2414,80.882
2,12,1m,100p,553520,69.2308,80.882
2,12,1m,220p,553528,69.2087,80.882
2,12,1m,470p,553386,69.1758,80.882
2,12,1m,1n,552897,69.1601,80.882
2,12,1m,2.2n,552333,69.185,80.882
2,12,1m,4.7n,552067,69.2128,80.882
2,12,430,1f,553460,69.1761,80.882
2,12,430,47p,553491,69.1666,80.882
2,12,430,100p,553515,69.1561,80.882
2,12,430,220p,553523,69.1339,80.882
2,12,430,470p,553381,69.1011,80.882
2,12,430,1n,552892,69.0854,80.882
2,12,430,2.2n,552328,69.1104,80.882
2,12,430,4.7n,552062,69.1382,80.882
