pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,670630,68.1802,82.0415
1,10k,47p,671604,67.9898,82.0415
1,10k,100p,672658,67.7737,82.0415
1,10k,220p,674864,67.2799,82.0415
1,10k,470p,678638,66.2405,82.0415
1,10k,1n,682139,64.1122,82.0416
1,10k,1.5n,679781,62.3796,82.0416
1,10k,2.2n,669727,60.597,82.0416
1,10k,2.7n,659930,59.7709,82.0417
1,10k,3.3n,647427,59.164,82.0417
1,10k,4.7n,620377,58.7767,82.0418
2,10k,1f,670630,68.1802,82.0415
2,10k,47p,671632,67.9881,82.0415
2,10k,100p,672764,67.7703,82.0415
2,10k,220p,675334,67.2719,82.0415
2,10k,470p,680848,66.2068,82.0415
2,10k,1n,692727,63.8397,82.0415
2,10k,1.5n,704312,61.4557,82.0414
2,10k,2.2n,720784,57.865,82.0414
2,10k,2.7n,732529,55.1159,82.0414
2,10k,3.3n,746083,51.6334,82.0414
2,10k,4.7n,771683,43.0243,82.0414
1,50k,1f,671431,68.1875,82.2273
1,50k,47p,672417,67.9952,82.2273
1,50k,100p,673484,67.7769,82.2273
1,50k,220p,675716,67.2781,82.2273
1,50k,470p,679555,66.2271,82.2273
1,50k,1n,683070,64.0774,82.2273
1,50k,1.5n,680635,62.3302,82.2273
1,50k,2.2n,670382,60.5396,82.2273
1,50k,2.7n,660440,59.7139,82.2273
1,50k,3.3n,647800,59.1102,82.2273
1,50k,4.7n,620529,58.7353,82.2273
2,50k,1f,671431,68.1875,82.2273
2,50k,47p,672438,67.9949,82.2273
2,50k,100p,673575,67.7765,82.2273
2,50k,220p,676160,67.2769,82.2273
2,50k,470p,681722,66.2084,82.2273
2,50k,1n,693692,63.8335,82.2273
2,50k,1.5n,705343,61.4419,82.2272
2,50k,2.2n,721950,57.8365,82.2272
2,50k,2.7n,733815,55.0737,82.2272
2,50k,3.3n,747511,51.5722,82.2272
2,50k,4.7n,773327,42.9159,82.2271
