mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,644167,70.2446,80.5181,100k
0db,1m,1,47p,644972,70.0688,80.5181,100k
0db,1m,1,100p,645847,69.8689,80.5181,100k
0db,1m,1,220p,647712,69.4105,80.5181,100k
0db,1m,1,470p,650846,68.4424,80.5181,100k
0db,1m,1,1n,653765,66.4269,80.5181,100k
0db,1m,1,1.5n,651905,64.7271,80.5181,100k
0db,1m,1,2.2n,643556,62.8785,80.5181,100k
0db,1m,1,2.7n,635302,61.952,80.5181,100k
0db,1m,1,3.3n,624508,61.2075,80.5181,100k
0db,1m,1,4.7n,600551,60.5203,80.5181,100k
0db,1m,2,1f,644167,70.2446,80.5181,100k
0db,1m,2,47p,644988,70.0688,80.5181,100k
0db,1m,2,100p,645921,69.8694,80.5181,100k
0db,1m,2,220p,648075,69.4129,80.5181,100k
0db,1m,2,470p,652576,68.443,80.5181,100k
0db,1m,2,1n,662178,66.2994,80.5181,100k
0db,1m,2,1.5n,671411,64.16,80.5181,100k
0db,1m,2,2.2n,684314,60.9717,80.518,100k
0db,1m,2,2.7n,693298,58.5598,80.518,100k
0db,1m,2,3.3n,703663,55.5228,80.518,100k
0db,1m,2,4.7n,723335,48.0387,80.518,100k
0db,1k,1,1f,644146,70.0421,80.5181,100k
0db,1k,1,47p,644950,69.866,80.5181,100k
0db,1k,1,100p,645824,69.6659,80.5181,100k
0db,1k,1,220p,647689,69.2069,80.5181,100k
0db,1k,1,470p,650823,68.2379,80.5181,100k
0db,1k,1,1n,653742,66.2215,80.5181,100k
0db,1k,1,1.5n,651883,64.5224,80.5181,100k
0db,1k,1,2.2n,643536,62.6763,80.5181,100k
0db,1k,1,2.7n,635283,61.7525,80.5181,100k
0db,1k,1,3.3n,624491,61.0114,80.5181,100k
0db,1k,1,4.7n,600536,60.3315,80.5181,100k
0db,1k,2,1f,644146,70.0421,80.5181,100k
0db,1k,2,47p,644966,69.866,80.5181,100k
0db,1k,2,100p,645899,69.6663,80.5181,100k
0db,1k,2,220p,648052,69.2092,80.5181,100k
0db,1k,2,470p,652552,68.2379,80.5181,100k
0db,1k,2,1n,662153,66.0914,80.5181,100k
0db,1k,2,1.5n,671385,63.9492,80.5181,100k
0db,1k,2,2.2n,684286,60.7571,80.518,100k
0db,1k,2,2.7n,693267,58.3426,80.518,100k
0db,1k,2,3.3n,703632,55.3024,80.518,100k
0db,1k,2,4.7n,723301,47.8128,80.518,100k
0db,2.5k,1,1f,644068,69.7404,80.5181,100k
0db,2.5k,1,47p,644872,69.564,80.5181,100k
0db,2.5k,1,100p,645744,69.3635,80.5181,100k
0db,2.5k,1,220p,647608,68.9037,80.5181,100k
