pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,762188,72.7411,79.4508
1,10k,47p,763461,72.5252,79.4508
1,10k,100p,764827,72.2805,79.4508
1,10k,220p,767634,71.723,79.4508
1,10k,470p,772072,70.5634,79.4508
1,10k,1n,774551,68.2766,79.4509
1,10k,1.5n,768864,66.5542,79.4509
1,10k,2.2n,752645,64.9949,79.4509
1,10k,2.7n,738758,64.3894,79.451
1,10k,3.3n,722157,64.0489,79.451
1,10k,4.7n,688842,64.1553,79.4511
2,10k,1f,762188,72.7411,79.4508
2,10k,47p,763502,72.5232,79.4508
2,10k,100p,764987,72.2758,79.4508
2,10k,220p,768359,71.7095,79.4508
2,10k,470p,775426,70.5014,79.4508
2,10k,1n,790917,67.7964,79.4508
2,10k,1.5n,805887,65.0612,79.4508
2,10k,2.2n,826933,60.9278,79.4507
2,10k,2.7n,841575,57.7665,79.4507
2,10k,3.3n,857771,53.7922,79.4507
2,10k,4.7n,883226,44.3584,79.4507
1,50k,1f,763154,72.7424,79.6133
1,50k,47p,764442,72.5244,79.6133
1,50k,100p,765825,72.2771,79.6133
1,50k,220p,768666,71.7138,79.6133
1,50k,470p,773151,70.5422,79.6133
1,50k,1n,775614,68.2332,79.6133
1,50k,1.5n,769794,66.4983,79.6133
1,50k,2.2n,753307,64.9359,79.6133
1,50k,2.7n,739246,64.3337,79.6133
1,50k,3.3n,722484,63.9991,79.6134
1,50k,4.7n,688950,64.1198,79.6134
2,50k,1f,763154,72.7424,79.6133
2,50k,47p,764474,72.5239,79.6133
2,50k,100p,765966,72.2759,79.6133
2,50k,220p,769355,71.7081,79.6133
2,50k,470p,776464,70.4966,79.6133
2,50k,1n,792061,67.7826,79.6133
2,50k,1.5n,807153,65.0367,79.6133
2,50k,2.2n,828373,60.8852,79.6133
2,50k,2.7n,843163,57.7072,79.6133
2,50k,3.3n,859526,53.7101,79.6133
2,50k,4.7n,885164,44.2259,79.6133
