mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,727770,71.8477,79.6305,100k
0db,1m,1,47p,728836,71.6477,79.6305,100k
0db,1m,1,100p,729979,71.4208,79.6305,100k
0db,1m,1,220p,732325,70.9036,79.6305,100k
0db,1m,1,470p,736037,69.8247,79.6305,100k
0db,1m,1,1n,738171,67.6668,79.6305,100k
0db,1m,1,1.5n,733494,65.9857,79.6304,100k
0db,1m,1,2.2n,719752,64.3698,79.6304,100k
0db,1m,1,2.7n,707693,63.6827,79.6304,100k
0db,1m,1,3.3n,693059,63.2329,79.6304,100k
0db,1m,1,4.7n,663034,63.1192,79.6304,100k
0db,1m,2,1f,727770,71.8477,79.6305,100k
0db,1m,2,47p,728861,71.6475,79.6305,100k
0db,1m,2,100p,730093,71.4204,79.6305,100k
0db,1m,2,220p,732886,70.9012,79.6305,100k
0db,1m,2,470p,738718,69.7967,79.6304,100k
0db,1m,2,1n,751352,67.3427,79.6304,100k
0db,1m,2,1.5n,763360,64.8878,79.6304,100k
0db,1m,2,2.2n,780028,61.2204,79.6304,100k
0db,1m,2,2.7n,791462,58.4473,79.6304,100k
0db,1m,2,3.3n,804153,54.9786,79.6304,100k
0db,1m,2,4.7n,825035,46.6876,79.6304,100k
0db,1k,1,1f,727733,71.6199,79.6305,100k
0db,1k,1,47p,728798,71.4195,79.6305,100k
0db,1k,1,100p,729941,71.1923,79.6305,100k
0db,1k,1,220p,732287,70.6744,79.6305,100k
0db,1k,1,470p,735998,69.5944,79.6305,100k
0db,1k,1,1n,738132,67.4359,79.6305,100k
0db,1k,1,1.5n,733457,65.7564,79.6304,100k
0db,1k,1,2.2n,719718,64.1447,79.6304,100k
0db,1k,1,2.7n,707661,63.4613,79.6304,100k
0db,1k,1,3.3n,693030,63.016,79.6304,100k
0db,1k,1,4.7n,663010,62.9115,79.6304,100k
0db,1k,2,1f,727733,71.6199,79.6305,100k
0db,1k,2,47p,728824,71.4193,79.6305,100k
0db,1k,2,100p,730055,71.1918,79.6305,100k
0db,1k,2,220p,732848,70.6717,79.6305,100k
0db,1k,2,470p,738678,69.5655,79.6304,100k
0db,1k,2,1n,751309,67.1078,79.6304,100k
0db,1k,2,1.5n,763314,64.6494,79.6304,100k
0db,1k,2,2.2n,779976,60.9773,79.6304,100k
0db,1k,2,2.7n,791407,58.2008,79.6304,100k
0db,1k,2,3.3n,804093,54.7286,79.6304,100k
0db,1k,2,4.7n,824971,46.4322,79.6304,100k
0db,2.5k,1,1f,727603,71.2812,79.6305,100k
0db,2.5k,1,47p,728668,71.0804,79.6305,100k
0db,2.5k,1,100p,729810,70.8527,79.6305,100k
0db,2.5k,1,220p,732154,70.3339,79.6305,100k
0db,2.5k,1,470p,735862,69.2524,79.6305,100k
0db,2.5k,1,1n,737996,67.0934,79.6305,100k
0db,2.5k,1,1.5n,733325,65.4162,79.6304,100k
0db,2.5k,1,2.2n,719599,63.8108,79.6304,100k
0db,2.5k,1,2.7n,707552,63.1328,79.6304,100k
0db,2.5k,1,3.3n,692927,62.694,79.6304,100k
0db,2.5k,1,4.7n,662923,62.6028,79.6304,100k
0db,2.5k,2,1f,727603,71.2812,79.6305,100k
0db,2.5k,2,47p,728693,71.0802,79.6305,100k
0db,2.5k,2,100p,729924,70.8522,79.6305,100k
0db,2.5k,2,220p,732715,70.3309,79.6305,100k
0db,2.5k,2,470p,738541,69.2223,79.6304,100k
0db,2.5k,2,1n,751159,66.7595,79.6304,100k
0db,2.5k,2,1.5n,763149,64.2965,79.6304,100k
0db,2.5k,2,2.2n,779792,60.6183,79.6304,100k
0db,2.5k,2,2.7n,791213,57.8377,79.6304,100k
0db,2.5k,2,3.3n,803882,54.3615,79.6304,100k
0db,2.5k,2,4.7n,824738,46.0596,79.6304,100k
0db,2.571k,1,1f,727595,71.2653,79.6305,100k
0db,2.571k,1,47p,728659,71.0644,79.6305,100k
0db,2.571k,1,100p,729802,70.8367,79.6305,100k
0db,2.571k,1,220p,732146,70.3179,79.6305,100k
0db,2.571k,1,470p,735854,69.2363,79.6305,100k
0db,2.571k,1,1n,737988,67.0773,79.6305,100k
0db,2.571k,1,1.5n,733316,65.4003,79.6304,100k
0db,2.571k,1,2.2n,719592,63.7951,79.6304,100k
0db,2.571k,1,2.7n,707545,63.1173,79.6304,100k
0db,2.571k,1,3.3n,692921,62.6788,79.6304,100k
