pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,704958,74.0308,79.4508
1,10k,47p,705932,73.8434,79.4508
1,10k,100p,706978,73.6308,79.4508
1,10k,220p,709159,73.1445,79.4508
1,10k,470p,712677,72.1252,79.4508
1,10k,1n,714871,70.0636,79.4509
1,10k,1.5n,710732,68.4194,79.4509
1,10k,2.2n,698186,66.7686,79.4509
1,10k,2.7n,686950,66.0209,79.451
1,10k,3.3n,673079,65.4854,79.451
1,10k,4.7n,644177,65.1737,79.4511
2,10k,1f,704958,74.0308,79.4508
2,10k,47p,705964,73.8418,79.4508
2,10k,100p,707098,73.6274,79.4508
2,10k,220p,709716,73.1362,79.4508
2,10k,470p,715230,72.0902,79.4508
2,10k,1n,726990,69.7749,79.4508
2,10k,1.5n,738235,67.4598,79.4508
2,10k,2.2n,753879,64.005,79.4507
2,10k,2.7n,764674,61.3925,79.4507
2,10k,3.3n,776658,58.1279,79.4507
2,10k,4.7n,797523,50.2383,79.4507
1,50k,1f,705809,74.0376,79.6133
1,50k,47p,706795,73.8484,79.6133
1,50k,100p,707853,73.6337,79.6133
1,50k,220p,710084,73.1417,79.6133
1,50k,470p,713640,72.1119,79.6133
1,50k,1n,715825,70.0299,79.6133
1,50k,1.5n,711586,68.3727,79.6133
1,50k,2.2n,698818,66.7157,79.6133
1,50k,2.7n,687430,65.969,79.6134
1,50k,3.3n,673413,65.4372,79.6134
1,50k,4.7n,644300,65.1369,79.6134
2,50k,1f,705809,74.0376,79.6133
2,50k,47p,706819,73.8482,79.6133
2,50k,100p,707959,73.6333,79.6133
2,50k,220p,710613,73.1401,79.6133
2,50k,470p,716155,72.0915,79.6133
2,50k,1n,728005,69.7687,79.6133
2,50k,1.5n,739312,67.4465,79.6133
2,50k,2.2n,755084,63.978,79.6133
2,50k,2.7n,765990,61.3532,79.6133
2,50k,3.3n,778102,58.0717,79.6133
2,50k,4.7n,799138,50.1427,79.6133
