mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,596114,73.3573,80.4662,100k
0db,1m,1,47p,596824,73.1936,80.4662,100k
0db,1m,1,100p,597592,73.0081,80.4662,100k
0db,1m,1,220p,599197,72.5852,80.4662,100k
0db,1m,1,470p,601904,71.6989,80.4662,100k
0db,1m,1,1n,604559,69.8701,80.4662,100k
0db,1m,1,1.5n,603066,68.3353,80.4662,100k
0db,1m,1,2.2n,595900,66.6527,80.4662,100k
0db,1m,1,2.7n,588478,65.803,80.4661,100k
0db,1m,1,3.3n,578622,65.1097,80.4661,100k
0db,1m,1,4.7n,555997,64.4571,80.4661,100k
0db,1m,2,1f,596114,73.3573,80.4662,100k
0db,1m,2,47p,596838,73.1935,80.4662,100k
0db,1m,2,100p,597655,73.0079,80.4662,100k
0db,1m,2,220p,599506,72.5843,80.4662,100k
0db,1m,2,470p,603387,71.6863,80.4662,100k
0db,1m,2,1n,611788,69.7075,80.4662,100k
0db,1m,2,1.5n,619742,67.7501,80.4661,100k
0db,1m,2,2.2n,630827,64.8589,80.4661,100k
0db,1m,2,2.7n,638669,62.6835,80.4661,100k
0db,1m,2,3.3n,647594,59.9721,80.4661,100k
0db,1m,2,4.7n,665256,53.323,80.466,100k
0db,1k,1,1f,596093,73.1704,80.4662,100k
0db,1k,1,47p,596803,73.0065,80.4662,100k
0db,1k,1,100p,597570,72.8208,80.4662,100k
0db,1k,1,220p,599176,72.3973,80.4662,100k
0db,1k,1,470p,601882,71.5102,80.4662,100k
0db,1k,1,1n,604537,69.6808,80.4662,100k
0db,1k,1,1.5n,603044,68.1464,80.4662,100k
0db,1k,1,2.2n,595880,66.4661,80.4662,100k
0db,1k,1,2.7n,588460,65.6187,80.4661,100k
0db,1k,1,3.3n,578605,64.9284,80.4661,100k
0db,1k,1,4.7n,555982,64.2828,80.4661,100k
0db,1k,2,1f,596093,73.1704,80.4662,100k
0db,1k,2,47p,596817,73.0064,80.4662,100k
0db,1k,2,100p,597634,72.8205,80.4662,100k
0db,1k,2,220p,599485,72.3964,80.4662,100k
0db,1k,2,470p,603365,71.4972,80.4662,100k
0db,1k,2,1n,611764,69.5159,80.4662,100k
0db,1k,2,1.5n,619717,67.5561,80.4661,100k
0db,1k,2,2.2n,630800,64.6617,80.4661,100k
0db,1k,2,2.7n,638641,62.484,80.4661,100k
0db,1k,2,3.3n,647563,59.7701,80.4661,100k
0db,1k,2,4.7n,665221,53.1159,80.466,100k
0db,2.5k,1,1f,596022,72.8922,80.4662,100k
0db,2.5k,1,47p,596731,72.728,80.4662,100k
0db,2.5k,1,100p,597498,72.5419,80.4662,100k
0db,2.5k,1,220p,599103,72.1178,80.4662,100k
0db,2.5k,1,470p,601808,71.2296,80.4662,100k
0db,2.5k,1,1n,604460,69.3993,80.4662,100k
0db,2.5k,1,1.5n,602968,67.8658,80.4662,100k
0db,2.5k,1,2.2n,595810,66.1889,80.4662,100k
0db,2.5k,1,2.7n,588395,65.3448,80.4661,100k
0db,2.5k,1,3.3n,578544,64.659,80.4661,100k
0db,2.5k,1,4.7n,555931,64.0235,80.4661,100k
0db,2.5k,2,1f,596022,72.8922,80.4662,100k
0db,2.5k,2,47p,596745,72.7279,80.4662,100k
0db,2.5k,2,100p,597562,72.5417,80.4662,100k
0db,2.5k,2,220p,599412,72.1168,80.4662,100k
0db,2.5k,2,470p,603288,71.216,80.4662,100k
0db,2.5k,2,1n,611683,69.2311,80.4662,100k
0db,2.5k,2,1.5n,619630,67.2681,80.4661,100k
0db,2.5k,2,2.2n,630707,64.3691,80.4661,100k
0db,2.5k,2,2.7n,638540,62.1885,80.4661,100k
0db,2.5k,2,3.3n,647454,59.4714,80.4661,100k
0db,2.5k,2,4.7n,665098,52.8113,80.466,100k
0db,2.571k,1,1f,596017,72.8791,80.4662,100k
0db,2.571k,1,47p,596726,72.7149,80.4662,100k
0db,2.571k,1,100p,597494,72.5288,80.4662,100k
0db,2.571k,1,220p,599099,72.1047,80.4662,100k
0db,2.571k,1,470p,601804,71.2164,80.4662,100k
0db,2.571k,1,1n,604455,69.386,80.4662,100k
0db,2.571k,1,1.5n,602964,67.8526,80.4662,100k
0db,2.571k,1,2.2n,595806,66.1758,80.4662,100k
0db,2.571k,1,2.7n,588390,65.3319,80.4661,100k
0db,2.571k,1,3.3n,578540,64.6463,80.4661,100k
0db,2.571k,1,4.7n,555927,64.0113,80.4661,100k
0db,2.571k,2,1f,596017,72.8791,80.4662,100k
0db,2.571k,2,47p,596741,72.7148,80.4662,100k
0db,2.571k,2,100p,597557,72.5285,80.4662,100k
0db,2.571k,2,220p,599407,72.1036,80.4662,100k
0db,2.571k,2,470p,603284,71.2027,80.4662,100k
0db,2.571k,2,1n,611678,69.2177,80.4662,100k
0db,2.571k,2,1.5n,619624,67.2546,80.4661,100k
0db,2.571k,2,2.2n,630701,64.3554,80.4661,100k
0db,2.571k,2,2.7n,638533,62.1747,80.4661,100k
0db,2.571k,2,3.3n,647447,59.4574,80.4661,100k
0db,2.571k,2,4.7n,665090,52.7971,80.466,100k
0db,2.611k,1,1f,596015,72.8718,80.4662,100k
0db,2.611k,1,47p,596724,72.7075,80.4662,100k
0db,2.611k,1,100p,597491,72.5214,80.4662,100k
0db,2.611k,1,220p,599096,72.0973,80.4662,100k
0db,2.611k,1,470p,601801,71.209,80.4662,100k
0db,2.611k,1,1n,604453,69.3786,80.4662,100k
0db,2.611k,1,1.5n,602961,67.8451,80.4662,100k
0db,2.611k,1,2.2n,595803,66.1685,80.4662,100k
0db,2.611k,1,2.7n,588388,65.3246,80.4661,100k
0db,2.611k,1,3.3n,578537,64.6391,80.4661,100k
0db,2.611k,1,4.7n,555926,64.0044,80.4661,100k
0db,2.611k,2,1f,596015,72.8718,80.4662,100k
0db,2.611k,2,47p,596738,72.7074,80.4662,100k
