mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,750429,67.35,82.3016,100k
0db,1m,1,47p,751772,67.1311,82.3016,100k
0db,1m,1,100p,753227,66.8817,82.3016,100k
0db,1m,1,220p,756266,66.3088,82.3016,100k
0db,1m,1,470p,761398,65.0932,82.3016,100k
0db,1m,1,1n,765714,62.5975,82.3016,100k
0db,1m,1,1.5n,761659,60.6147,82.3016,100k
0db,1m,1,2.2n,747296,58.6843,82.3016,100k
0db,1m,1,2.7n,734365,57.8512,82.3016,100k
0db,1m,1,3.3n,718612,57.2893,82.3016,100k
0db,1m,1,4.7n,686634,57.05,82.3016,100k
0db,1m,2,1f,750429,67.35,82.3016,100k
0db,1m,2,47p,751800,67.1311,82.3016,100k
0db,1m,2,100p,753352,66.8824,82.3016,100k
0db,1m,2,220p,756885,66.3119,82.3016,100k
0db,1m,2,470p,764493,65.0847,82.3016,100k
0db,1m,2,1n,781223,62.3118,82.3016,100k
0db,1m,2,1.5n,797780,59.4596,82.3016,100k
0db,1m,2,2.2n,821939,55.0385,82.3016,100k
0db,1m,2,2.7n,839315,51.5663,82.3015,100k
0db,1m,2,3.3n,859241,47.0832,82.3015,100k
0db,1m,2,4.7n,891644,36.1082,82.3015,100k
0db,1k,1,1f,750390,67.1149,82.3016,100k
0db,1k,1,47p,751733,66.8955,82.3016,100k
0db,1k,1,100p,753188,66.6457,82.3016,100k
0db,1k,1,220p,756226,66.072,82.3016,100k
0db,1k,1,470p,761356,64.8548,82.3016,100k
0db,1k,1,1n,765672,62.358,82.3016,100k
0db,1k,1,1.5n,761618,60.3765,82.3016,100k
0db,1k,1,2.2n,747259,58.4505,82.3016,100k
0db,1k,1,2.7n,734332,57.6214,82.3016,100k
0db,1k,1,3.3n,718582,57.0643,82.3016,100k
0db,1k,1,4.7n,686609,56.8349,82.3016,100k
0db,1k,2,1f,750390,67.1149,82.3016,100k
0db,1k,2,47p,751761,66.8956,82.3016,100k
0db,1k,2,100p,753313,66.6464,82.3016,100k
0db,1k,2,220p,756846,66.0749,82.3016,100k
0db,1k,2,470p,764451,64.8454,82.3016,100k
0db,1k,2,1n,781176,62.0675,82.3016,100k
0db,1k,2,1.5n,797727,59.2104,82.3016,100k
0db,1k,2,2.2n,821878,54.7825,82.3016,100k
0db,1k,2,2.7n,839248,51.3054,82.3015,100k
0db,1k,2,3.3n,859167,46.8169,82.3015,100k
0db,1k,2,4.7n,891560,35.8338,82.3015,100k
0db,2.5k,1,1f,750256,66.7653,82.3016,100k
0db,2.5k,1,47p,751598,66.5453,82.3016,100k
0db,2.5k,1,100p,753052,66.2949,82.3016,100k
0db,2.5k,1,220p,756088,65.7199,82.3016,100k
0db,2.5k,1,470p,761211,64.5008,82.3016,100k
0db,2.5k,1,1n,765525,62.0026,82.3016,100k
0db,2.5k,1,1.5n,761476,60.0233,82.3016,100k
0db,2.5k,1,2.2n,747132,58.1039,82.3016,100k
0db,2.5k,1,2.7n,734215,57.2805,82.3016,100k
0db,2.5k,1,3.3n,718475,56.7303,82.3016,100k
0db,2.5k,1,4.7n,686520,56.5151,82.3016,100k
0db,2.5k,2,1f,750256,66.7653,82.3016,100k
0db,2.5k,2,47p,751627,66.5454,82.3016,100k
0db,2.5k,2,100p,753177,66.2956,82.3016,100k
0db,2.5k,2,220p,756708,65.7225,82.3016,100k
0db,2.5k,2,470p,764303,64.4899,82.3016,100k
0db,2.5k,2,1n,781011,61.7053,82.3016,100k
0db,2.5k,2,1.5n,797542,58.8419,82.3016,100k
0db,2.5k,2,2.2n,821665,54.405,82.3016,100k
0db,2.5k,2,2.7n,839009,50.9222,82.3015,100k
0db,2.5k,2,3.3n,858900,46.4277,82.3015,100k
0db,2.5k,2,4.7n,891257,35.4374,82.3015,100k
0db,2.571k,1,1f,750248,66.7488,82.3016,100k
0db,2.571k,1,47p,751590,66.5289,82.3016,100k
0db,2.571k,1,100p,753043,66.2784,82.3016,100k
0db,2.571k,1,220p,756079,65.7033,82.3015,100k
0db,2.571k,1,470p,761202,64.4842,82.3015,100k
0db,2.571k,1,1n,765516,61.9859,82.3015,100k
0db,2.571k,1,1.5n,761467,60.0067,82.3015,100k
0db,2.571k,1,2.2n,747123,58.0876,82.3015,100k
0db,2.571k,1,2.7n,734208,57.2645,82.3015,100k
0db,2.571k,1,3.3n,718469,56.7146,82.3015,100k
0db,2.571k,1,4.7n,686514,56.5,82.3015,100k
0db,2.571k,2,1f,750248,66.7488,82.3016,100k
0db,2.571k,2,47p,751618,66.5289,82.3016,100k
0db,2.571k,2,100p,753169,66.2791,82.3015,100k
0db,2.571k,2,220p,756699,65.7059,82.3015,100k
0db,2.571k,2,470p,764294,64.4733,82.3015,100k
0db,2.571k,2,1n,781000,61.6883,82.3015,100k
0db,2.571k,2,1.5n,797530,58.8246,82.3015,100k
0db,2.571k,2,2.2n,821651,54.3874,82.3015,100k
0db,2.571k,2,2.7n,838994,50.9043,82.3015,100k
0db,2.571k,2,3.3n,858882,46.4096,82.3015,100k
0db,2.571k,2,4.7n,891237,35.419,82.3014,100k
0db,2.611k,1,1f,750243,66.7395,82.3016,100k
0db,2.611k,1,47p,751585,66.5196,82.3016,100k
0db,2.611k,1,100p,753038,66.2691,82.3016,100k
0db,2.611k,1,220p,756074,65.694,82.3016,100k
0db,2.611k,1,470p,761196,64.4748,82.3016,100k
0db,2.611k,1,1n,765510,61.9765,82.3016,100k
0db,2.611k,1,1.5n,761462,59.9974,82.3016,100k
0db,2.611k,1,2.2n,747119,58.0784,82.3016,100k
0db,2.611k,1,2.7n,734204,57.2554,82.3016,100k
0db,2.611k,1,3.3n,718465,56.7058,82.3016,100k
0db,2.611k,1,4.7n,686511,56.4915,82.3016,100k
0db,2.611k,2,1f,750243,66.7395,82.3016,100k
0db,2.611k,2,47p,751613,66.5196,82.3016,100k
0db,2.611k,2,100p,753164,66.2698,82.3016,100k
0db,2.611k,2,220p,756694,65.6966,82.3016,100k
0db,2.611k,2,470p,764288,64.4638,82.3016,100k
0db,2.611k,2,1n,780994,61.6787,82.3016,100k
0db,2.611k,2,1.5n,797524,58.8148,82.3016,100k
0db,2.611k,2,2.2n,821643,54.3774,82.3016,100k
0db,2.611k,2,2.7n,838985,50.8942,82.3015,100k
0db,2.611k,2,3.3n,858872,46.3994,82.3015,100k
0db,2.611k,2,4.7n,891226,35.4087,82.3015,100k
0db,1m,1,1f,749423,67.3348,82.0919,10k
0db,1m,1,47p,750748,67.1183,82.0919,10k
0db,1m,1,100p,752182,66.8717,82.0919,10k
0db,1m,1,220p,755180,66.3054,82.0919,10k
0db,1m,1,470p,760218,65.1048,82.0919,10k
0db,1m,1,1n,764524,62.6374,82.092,10k
0db,1m,1,1.5n,760599,60.6724,82.092,10k
0db,1m,1,2.2n,746529,58.7497,82.0921,10k
0db,1m,1,2.7n,733795,57.9147,82.0921,10k
0db,1m,1,3.3n,718225,57.3471,82.0921,10k
0db,1m,1,4.7n,686499,57.0926,82.0922,10k
0db,1m,2,1f,749423,67.3348,82.0919,10k
0db,1m,2,47p,750787,67.1165,82.0919,10k
0db,1m,2,100p,752330,66.8684,82.0919,10k
0db,1m,2,220p,755844,66.2995,82.0919,10k
0db,1m,2,470p,763378,65.0767,82.0919,10k
0db,1m,2,1n,779968,62.3141,82.0919,10k
0db,1m,2,1.5n,796368,59.4747,82.0919,10k
0db,1m,2,2.2n,820292,55.0767,82.0918,10k
0db,1m,2,2.7n,837463,51.6269,82.0918,10k
0db,1m,2,3.3n,857150,47.1759,82.0918,10k
0db,1m,2,4.7n,889281,36.2759,82.0918,10k
0db,1k,1,1f,749384,67.1,82.0919,10k
0db,1k,1,47p,750709,66.8831,82.0919,10k
0db,1k,1,100p,752144,66.636,82.0919,10k
0db,1k,1,220p,755141,66.0688,82.0919,10k
0db,1k,1,470p,760176,64.8669,82.0919,10k
0db,1k,1,1n,764482,62.3982,82.092,10k
0db,1k,1,1.5n,760558,60.4345,82.092,10k
0db,1k,1,2.2n,746493,58.5162,82.0921,10k
0db,1k,1,2.7n,733762,57.6851,82.0921,10k
0db,1k,1,3.3n,718194,57.1223,82.0921,10k
0db,1k,1,4.7n,686474,56.8775,82.0922,10k
0db,1k,2,1f,749384,67.1,82.0919,10k
0db,1k,2,47p,750748,66.8813,82.0919,10k
0db,1k,2,100p,752291,66.6328,82.0919,10k
0db,1k,2,220p,755804,66.0628,82.0919,10k
0db,1k,2,470p,763336,64.8377,82.0919,10k
0db,1k,2,1n,779921,62.0703,82.0919,10k
0db,1k,2,1.5n,796315,59.226,82.0919,10k
0db,1k,2,2.2n,820232,54.8211,82.0918,10k
0db,1k,2,2.7n,837396,51.3666,82.0918,10k
0db,1k,2,3.3n,857075,46.9103,82.0918,10k
0db,1k,2,4.7n,889201,36.0019,82.0918,10k
0db,2.5k,1,1f,749251,66.7508,82.0919,10k
0db,2.5k,1,47p,750575,66.5333,82.0919,10k
0db,2.5k,1,100p,752008,66.2857,82.0919,10k
0db,2.5k,1,220p,755004,65.7173,82.0919,10k
0db,2.5k,1,470p,760032,64.5134,82.0919,10k
0db,2.5k,1,1n,764336,62.0433,82.092,10k
0db,2.5k,1,1.5n,760416,60.0818,82.092,10k
0db,2.5k,1,2.2n,746366,58.1698,82.0921,10k
0db,2.5k,1,2.7n,733645,57.3444,82.0921,10k
0db,2.5k,1,3.3n,718088,56.7885,82.0921,10k
0db,2.5k,1,4.7n,686384,56.5578,82.0922,10k
0db,2.5k,2,1f,749251,66.7508,82.0919,10k
0db,2.5k,2,47p,750614,66.5315,82.0919,10k
0db,2.5k,2,100p,752156,66.2824,82.0919,10k
0db,2.5k,2,220p,755667,65.7109,82.0919,10k
0db,2.5k,2,470p,763189,64.4828,82.0919,10k
0db,2.5k,2,1n,779756,61.7086,82.0919,10k
0db,2.5k,2,1.5n,796131,58.8581,82.0919,10k
0db,2.5k,2,2.2n,820020,54.4444,82.0918,10k
0db,2.5k,2,2.7n,837159,50.9841,82.0918,10k
0db,2.5k,2,3.3n,856810,46.5219,82.0918,10k
0db,2.5k,2,4.7n,888908,35.6054,82.0918,10k
0db,2.571k,1,1f,749243,66.7344,82.0918,10k
0db,2.571k,1,47p,750566,66.5169,82.0918,10k
0db,2.571k,1,100p,752000,66.2692,82.0918,10k
0db,2.571k,1,220p,754995,65.7007,82.0919,10k
0db,2.571k,1,470p,760023,64.4968,82.0919,10k
0db,2.571k,1,1n,764326,62.0267,82.0919,10k
0db,2.571k,1,1.5n,760407,60.0653,82.0919,10k
0db,2.571k,1,2.2n,746357,58.1536,82.092,10k
0db,2.571k,1,2.7n,733638,57.3284,82.092,10k
0db,2.571k,1,3.3n,718082,56.7728,82.0921,10k
0db,2.571k,1,4.7n,686379,56.5428,82.0922,10k
0db,2.571k,2,1f,749243,66.7344,82.0918,10k
0db,2.571k,2,47p,750605,66.5151,82.0918,10k
0db,2.571k,2,100p,752147,66.2659,82.0918,10k
0db,2.571k,2,220p,755658,65.6944,82.0918,10k
0db,2.571k,2,470p,763179,64.4661,82.0918,10k
0db,2.571k,2,1n,779746,61.6917,82.0918,10k
0db,2.571k,2,1.5n,796120,58.8409,82.0918,10k
0db,2.571k,2,2.2n,820006,54.4268,82.0918,10k
0db,2.571k,2,2.7n,837143,50.9663,82.0918,10k
0db,2.571k,2,3.3n,856792,46.5039,82.0918,10k
0db,2.571k,2,4.7n,888889,35.5871,82.0917,10k
0db,2.611k,1,1f,749238,66.7251,82.0919,10k
0db,2.611k,1,47p,750561,66.5076,82.0919,10k
0db,2.611k,1,100p,751995,66.2599,82.0919,10k
0db,2.611k,1,220p,754990,65.6914,82.0919,10k
0db,2.611k,1,470p,760017,64.4874,82.0919,10k
0db,2.611k,1,1n,764321,62.0173,82.092,10k
0db,2.611k,1,1.5n,760402,60.0559,82.092,10k
0db,2.611k,1,2.2n,746353,58.1444,82.0921,10k
