variante,L_mH,gap_ms,R,fraz,vrelay,irel_mA,i0_mA,imin_rilascio_mA,ifuori_mA,imin_inserimento_mA,ifine_mA,tiene_al_rilascio,tiene_all_inserimento,tcaduta_dopo_NO_K6_us,rc,corsa
progetto,50.0,3.0,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,50.0,3.0,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,50.0,3.0,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.1,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.1,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.1,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,0.3,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,0.3,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,0.3,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,1.0,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,1.0,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,1.0,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,100.0,3.0,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,100.0,3.0,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,100.0,3.0,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.1,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.1,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.1,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,0.3,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,0.3,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,0.3,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,200.0,1.0,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,200.0,1.0,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,200.0,1.0,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,1.0,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,200.0,1.0,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,200.0,1.0,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
