variante,L_mH,gap_ms,R,fraz,vrelay,irel_mA,i0_mA,imin_rilascio_mA,ifuori_mA,imin_inserimento_mA,ifine_mA,tiene_al_rilascio,tiene_all_inserimento,tcaduta_dopo_NO_K6_us,rc,corsa
ingenua,100.0,3.0,237.0,0.5,4.75,10.548523206751055,18.9402,-3.0387299999999996e-07,4.6806e-06,2.32815e-06,18.9402,False,False,nan,0,ok
ingenua,100.0,3.0,237.0,0.5,5.0,10.548523206751055,19.9848,-1.2150099999999999e-06,4.92945e-06,2.45083e-06,19.9848,False,False,nan,0,ok
ingenua,100.0,3.0,237.0,0.7,4.75,14.767932489451477,18.9402,-3.0386e-07,4.6806e-06,2.32815e-06,18.9402,False,False,nan,0,ok
ingenua,100.0,3.0,237.0,0.7,5.0,14.767932489451477,19.9848,-1.2150099999999999e-06,4.92945e-06,2.45083e-06,19.9848,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.1,4.75,1.9157088122605364,17.2149,5.84198e-07,4.68059e-06,2.32815e-06,17.2149,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.1,5.0,1.9157088122605364,18.1636,-5.61756e-07,4.92945e-06,2.45083e-06,18.1636,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.3,4.75,5.747126436781609,17.2149,5.84534e-07,4.68059e-06,2.32815e-06,17.2149,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.3,5.0,5.747126436781609,18.1636,-5.61875e-07,4.92945e-06,2.45083e-06,18.1636,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.5,4.75,9.578544061302681,17.2149,5.84592e-07,4.68059e-06,2.32815e-06,17.2149,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.5,5.0,9.578544061302681,18.1636,-5.618949999999999e-07,4.92945e-06,2.45083e-06,18.1636,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.7,4.75,13.409961685823756,17.2149,5.84614e-07,4.68059e-06,2.32815e-06,17.2149,False,False,nan,0,ok
ingenua,100.0,3.0,261.0,0.7,5.0,13.409961685823756,18.1636,-5.61902e-07,4.92945e-06,2.45083e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,0.1,213.0,0.1,4.75,2.347417840375587,21.0517,18.56,18.6534,16.408099999999997,21.0517,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.1,5.0,2.347417840375587,22.2137,19.602899999999998,19.806,17.4424,22.2137,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.3,4.75,7.042253521126761,21.0517,18.56,18.6534,16.408099999999997,21.0517,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.3,5.0,7.042253521126761,22.2137,19.602899999999998,19.806,17.4424,22.2137,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.5,4.75,11.737089201877934,21.0517,18.56,18.6534,16.408099999999997,21.0517,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.5,5.0,11.737089201877934,22.2137,19.602899999999998,19.806,17.4424,22.2137,True,True,nan,0,ok
ingenua,200.0,0.1,213.0,0.7,4.75,16.431924882629108,21.0517,18.56,18.6534,16.408099999999997,21.0517,True,False,99.3999999999995,0,ok
ingenua,200.0,0.1,213.0,0.7,5.0,16.431924882629108,22.2137,19.602899999999998,19.806,17.4424,22.2137,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.1,4.75,2.109704641350211,18.9402,16.4644,16.796499999999998,14.5642,18.9402,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.1,5.0,2.109704641350211,19.9848,17.3906,17.8332,15.4833,19.9848,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.3,4.75,6.329113924050633,18.9402,16.4644,16.796499999999998,14.5642,18.9402,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.3,5.0,6.329113924050633,19.9848,17.3906,17.8332,15.4833,19.9848,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.5,4.75,10.548523206751055,18.9402,16.4644,16.796499999999998,14.5642,18.9402,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.5,5.0,10.548523206751055,19.9848,17.3906,17.8332,15.4833,19.9848,True,True,nan,0,ok
ingenua,200.0,0.1,237.0,0.7,4.75,14.767932489451477,18.9402,16.4644,16.796499999999998,14.5642,18.9402,True,False,90.9000000000014,0,ok
ingenua,200.0,0.1,237.0,0.7,5.0,14.767932489451477,19.9848,17.3906,17.8332,15.4833,19.9848,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.1,4.75,1.9157088122605364,17.2149,14.754700000000001,15.2774,13.0581,17.2149,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.1,5.0,1.9157088122605364,18.1636,15.5857,16.2193,13.883,18.1636,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.3,4.75,5.747126436781609,17.2149,14.754700000000001,15.2774,13.0581,17.2149,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.3,5.0,5.747126436781609,18.1636,15.5857,16.2193,13.883,18.1636,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.5,4.75,9.578544061302681,17.2149,14.754700000000001,15.2774,13.0581,17.2149,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.5,5.0,9.578544061302681,18.1636,15.5857,16.2193,13.883,18.1636,True,True,nan,0,ok
ingenua,200.0,0.1,261.0,0.7,4.75,13.409961685823756,17.2149,14.754700000000001,15.2774,13.0581,17.2149,True,False,83.80000000000193,0,ok
ingenua,200.0,0.1,261.0,0.7,5.0,13.409961685823756,18.1636,15.5857,16.2193,13.883,18.1636,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.1,4.75,2.347417840375587,21.0517,14.318100000000001,18.6534,12.5862,21.0517,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.1,5.0,2.347417840375587,22.2137,15.1577,19.806,13.4186,22.2137,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.3,4.75,7.042253521126761,21.0517,14.318100000000001,18.6534,12.5862,21.0517,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.3,5.0,7.042253521126761,22.2137,15.1577,19.806,13.4186,22.2137,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.5,4.75,11.737089201877934,21.0517,14.318100000000001,18.6534,12.5862,21.0517,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.5,5.0,11.737089201877934,22.2137,15.1577,19.806,13.4186,22.2137,True,True,nan,0,ok
ingenua,200.0,0.3,213.0,0.7,4.75,16.431924882629108,21.0517,3.8113300000000002e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,0.3,213.0,0.7,5.0,16.431924882629108,22.2137,2.01617e-06,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,0.3,237.0,0.1,4.75,2.109704641350211,18.9402,12.324399999999999,16.796499999999998,10.831999999999999,18.9402,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.1,5.0,2.109704641350211,19.9848,13.052,17.8332,11.5537,19.9848,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.3,4.75,6.329113924050633,18.9402,12.324399999999999,16.796499999999998,10.831999999999999,18.9402,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.3,5.0,6.329113924050633,19.9848,13.052,17.8332,11.5537,19.9848,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.5,4.75,10.548523206751055,18.9402,12.324399999999999,16.796499999999998,10.831999999999999,18.9402,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.5,5.0,10.548523206751055,19.9848,13.052,17.8332,11.5537,19.9848,True,True,nan,0,ok
ingenua,200.0,0.3,237.0,0.7,4.75,14.767932489451477,18.9402,1.13239e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,0.3,237.0,0.7,5.0,14.767932489451477,19.9848,1.48196e-06,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,0.3,261.0,0.1,4.75,1.9157088122605364,17.2149,10.7137,15.2774,9.41341,17.2149,True,True,nan,0,ok
ingenua,200.0,0.3,261.0,0.1,5.0,1.9157088122605364,18.1636,11.350900000000001,16.2193,10.0456,18.1636,True,True,nan,0,ok
ingenua,200.0,0.3,261.0,0.3,4.75,5.747126436781609,17.2149,10.7137,15.2774,9.41341,17.2149,True,True,nan,0,ok
ingenua,200.0,0.3,261.0,0.3,5.0,5.747126436781609,18.1636,11.350900000000001,16.2193,10.0456,18.1636,True,True,nan,0,ok
ingenua,200.0,0.3,261.0,0.5,4.75,9.578544061302681,17.2149,10.7137,15.2774,9.41341,17.2149,True,False,290.2000000000009,0,ok
ingenua,200.0,0.3,261.0,0.5,5.0,9.578544061302681,18.1636,11.350900000000001,16.2193,10.0456,18.1636,True,True,nan,0,ok
ingenua,200.0,0.3,261.0,0.7,4.75,13.409961685823756,17.2149,1.18974e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,0.3,261.0,0.7,5.0,13.409961685823756,18.1636,1.75557e-06,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.1,4.75,2.347417840375587,21.0517,5.02663,18.6534,4.224819999999999,21.0517,True,True,nan,0,ok
ingenua,200.0,1.0,213.0,0.1,5.0,2.347417840375587,22.2137,5.41611,19.806,4.6098,22.2137,True,True,nan,0,ok
ingenua,200.0,1.0,213.0,0.3,4.75,7.042253521126761,21.0517,3.8112e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.3,5.0,7.042253521126761,22.2137,2.01613e-06,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.5,4.75,11.737089201877934,21.0517,3.81135e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.5,5.0,11.737089201877934,22.2137,2.01618e-06,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.7,4.75,16.431924882629108,21.0517,3.8114100000000003e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,1.0,213.0,0.7,5.0,16.431924882629108,22.2137,2.0162000000000003e-06,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.1,4.75,2.109704641350211,18.9402,3.70318,16.796499999999998,3.07152,18.9402,True,True,nan,0,ok
ingenua,200.0,1.0,237.0,0.1,5.0,2.109704641350211,19.9848,4.01201,17.8332,3.37661,19.9848,True,True,nan,0,ok
ingenua,200.0,1.0,237.0,0.3,4.75,6.329113924050633,18.9402,1.1324e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.3,5.0,6.329113924050633,19.9848,1.48195e-06,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.5,4.75,10.548523206751055,18.9402,1.13239e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.5,5.0,10.548523206751055,19.9848,1.48197e-06,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.7,4.75,14.767932489451477,18.9402,1.13239e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,1.0,237.0,0.7,5.0,14.767932489451477,19.9848,1.48198e-06,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.1,4.75,1.9157088122605364,17.2149,2.71121,15.2774,2.20879,17.2149,True,True,nan,0,ok
ingenua,200.0,1.0,261.0,0.1,5.0,1.9157088122605364,18.1636,2.9582900000000003,16.2193,2.4526499999999998,18.1636,True,True,nan,0,ok
ingenua,200.0,1.0,261.0,0.3,4.75,5.747126436781609,17.2149,1.18974e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.3,5.0,5.747126436781609,18.1636,1.75558e-06,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.5,4.75,9.578544061302681,17.2149,1.18975e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.5,5.0,9.578544061302681,18.1636,1.75555e-06,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.7,4.75,13.409961685823756,17.2149,1.18975e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,1.0,261.0,0.7,5.0,13.409961685823756,18.1636,1.75554e-06,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.1,4.75,2.347417840375587,21.0517,1.58601e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.1,5.0,2.347417840375587,22.2137,-3.10747e-07,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.3,4.75,7.042253521126761,21.0517,1.59156e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.3,5.0,7.042253521126761,22.2137,-3.1047700000000003e-07,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.5,4.75,11.737089201877934,21.0517,1.59171e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.5,5.0,11.737089201877934,22.2137,-3.1042900000000003e-07,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.7,4.75,16.431924882629108,21.0517,1.59177e-06,4.6806099999999996e-06,2.27263e-06,21.0517,False,False,nan,0,ok
ingenua,200.0,3.0,213.0,0.7,5.0,16.431924882629108,22.2137,-3.10411e-07,4.92946e-06,2.39269e-06,22.2137,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.1,4.75,2.109704641350211,18.9402,-1.06887e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.1,5.0,2.109704641350211,19.9848,-8.38634e-07,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.3,4.75,6.329113924050633,18.9402,-1.06894e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.3,5.0,6.329113924050633,19.9848,-8.38543e-07,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.5,4.75,10.548523206751055,18.9402,-1.06895e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.5,5.0,10.548523206751055,19.9848,-8.38527e-07,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.7,4.75,14.767932489451477,18.9402,-1.06895e-06,4.6806e-06,2.27263e-06,18.9402,False,False,nan,0,ok
ingenua,200.0,3.0,237.0,0.7,5.0,14.767932489451477,19.9848,-8.38521e-07,4.92945e-06,2.39269e-06,19.9848,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.1,4.75,1.9157088122605364,17.2149,-1.01398e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.1,5.0,1.9157088122605364,18.1636,-5.62639e-07,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.3,4.75,5.747126436781609,17.2149,-1.0139199999999999e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.3,5.0,5.747126436781609,18.1636,-5.62804e-07,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.5,4.75,9.578544061302681,17.2149,-1.01391e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.5,5.0,9.578544061302681,18.1636,-5.62833e-07,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.7,4.75,13.409961685823756,17.2149,-1.01391e-06,4.68059e-06,2.2726199999999998e-06,17.2149,False,False,nan,0,ok
ingenua,200.0,3.0,261.0,0.7,5.0,13.409961685823756,18.1636,-5.628430000000001e-07,4.92945e-06,2.39268e-06,18.1636,False,False,nan,0,ok
progetto,5.0,0.1,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.1,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.1,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.1,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,0.3,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,0.3,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,0.3,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.1,4.75,2.347417840375587,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.1,5.0,2.347417840375587,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.3,4.75,7.042253521126761,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.3,5.0,7.042253521126761,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.5,4.75,11.737089201877934,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.5,5.0,11.737089201877934,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.7,4.75,16.431924882629108,22.2587,22.2587,22.2587,22.2587,22.2587,True,True,nan,0,ok
progetto,5.0,1.0,213.0,0.7,5.0,16.431924882629108,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,23.430200000000003,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.1,4.75,2.109704641350211,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.1,5.0,2.109704641350211,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.3,4.75,6.329113924050633,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.3,5.0,6.329113924050633,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.5,4.75,10.548523206751055,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.5,5.0,10.548523206751055,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.7,4.75,14.767932489451477,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,20.008399999999998,True,True,nan,0,ok
progetto,5.0,1.0,237.0,0.7,5.0,14.767932489451477,21.0615,21.0615,21.0615,21.0615,21.0615,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.1,4.75,1.9157088122605364,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.1,5.0,1.9157088122605364,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.3,4.75,5.747126436781609,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.3,5.0,5.747126436781609,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.5,4.75,9.578544061302681,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.5,5.0,9.578544061302681,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.7,4.75,13.409961685823756,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,18.171400000000002,True,True,nan,0,ok
progetto,5.0,1.0,261.0,0.7,5.0,13.409961685823756,19.1278,19.1278,19.1278,19.1278,19.1278,True,True,nan,0,ok
