cella,file,variante,f_hz,amp,gm,rl,t_ins,t_rel,t_fine,tmax,tipo,rif_ins,rif_rel,t_grad
c_ev,c_ev.dat,chiusura_rele,20000,3.818,10,100k,0.45,1000,0.7,5e-07,evento,c_rif,-,0
c_rif,c_rif.dat,rif,20000,3.818,10,100k,0.45,1000,0.7,5e-07,rif_mai,-,-,0
c_pav,c_pav.dat,pavimento,20000,3.818,10,100k,0.45,1000,0.7,2.5e-07,pav_num,c_rif,-,0
a_ev,a_ev.dat,apertura_rele,20000,3.818,10,100k,1000,0.45,0.7,5e-07,evento,-,a_rif,0
a_rif,a_rif.dat,rif,20000,3.818,10,100k,0.45,1000,0.7,5e-07,rif_mai,-,-,0
a_pav,a_pav.dat,pavimento,20000,3.818,10,100k,0.45,1000,0.7,2.5e-07,pav_num,a_rif,-,0
