cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
c_ev,chiusura_rele,20000,3.818,10,100k,A_ins,MAINJACK,0.0009674,0.450760,0.250,SOPRA,riferimento c_rif
c_ev,chiusura_rele,20000,3.818,10,100k,B2,MAINJACK,2.063e-06,0.470208,,sotto,mute da t_ins+t_grad+20 ms a t_rel
c_ev,chiusura_rele,20000,3.818,10,100k,C1_ins,MAINJACK,0.0005638,0.450313,,sotto,"diagnostica, cond 1"
c_ev,chiusura_rele,20000,3.818,10,100k,C2_ins,MAINJACK,0.0005638,0.450313,,sotto,"riferimento c_rif, cond 1"
c_ev,chiusura_rele,20000,3.818,10,100k,A_ins,FIXJACK1,0.000311,0.451333,0.250,SOPRA,riferimento c_rif
c_ev,chiusura_rele,20000,3.818,10,100k,B2,FIXJACK1,6.707e-07,0.478833,,sotto,mute da t_ins+t_grad+20 ms a t_rel
c_ev,chiusura_rele,20000,3.818,10,100k,C1_ins,FIXJACK1,0.0001813,0.450313,,sotto,"diagnostica, cond 1"
c_ev,chiusura_rele,20000,3.818,10,100k,C2_ins,FIXJACK1,0.0001813,0.450313,,sotto,"riferimento c_rif, cond 1"
c_ev,chiusura_rele,20000,3.818,10,100k,A_ins,FIXJACK2,0.000311,0.451333,0.250,SOPRA,riferimento c_rif
c_ev,chiusura_rele,20000,3.818,10,100k,B2,FIXJACK2,6.707e-07,0.478833,,sotto,mute da t_ins+t_grad+20 ms a t_rel
c_ev,chiusura_rele,20000,3.818,10,100k,C1_ins,FIXJACK2,0.0001813,0.450313,,sotto,"diagnostica, cond 1"
c_ev,chiusura_rele,20000,3.818,10,100k,C2_ins,FIXJACK2,0.0001813,0.450313,,sotto,"riferimento c_rif, cond 1"
c_rif,rif,20000,3.818,10,100k,C_pav,MAINJACK,8.599e-08,0.560750,,sotto,"pavimento di C a 0.450 s, cond 1"
c_rif,rif,20000,3.818,10,100k,C_pav,FIXJACK1,3.686e-08,0.446073,,sotto,"pavimento di C a 0.450 s, cond 1"
c_rif,rif,20000,3.818,10,100k,C_pav,FIXJACK2,3.686e-08,0.446073,,sotto,"pavimento di C a 0.450 s, cond 1"
c_pav,pavimento,20000,3.818,10,100k,A_pav,MAINJACK,1.685e-07,0.651771,0.250,"sotto, finestra corta: non accetta",contro c_rif
c_pav,pavimento,20000,3.818,10,100k,C2_pav,MAINJACK,1.211e-07,0.630271,,sotto,"pavimento di C2 contro c_rif, cond 1"
c_pav,pavimento,20000,3.818,10,100k,A_pav,FIXJACK1,6.015e-08,0.651771,0.250,"sotto, finestra corta: non accetta",contro c_rif
