pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,952455,67.8913,80.3525
1,10k,47p,955265,67.5683,80.3525
1,10k,100p,958383,67.1973,80.3525
1,10k,220p,964896,66.3406,80.3525
1,10k,470p,975493,64.5262,80.3526
1,10k,1n,981957,60.9942,80.3526
1,10k,1.5n,969811,58.6312,80.3526
1,10k,2.2n,939098,56.9484,80.3527
1,10k,2.7n,915790,56.5228,80.3527
1,10k,3.3n,890247,56.4839,80.3528
1,10k,4.7n,844290,57.2455,80.3529
2,10k,1f,952455,67.8913,80.3525
2,10k,47p,955353,67.5656,80.3525
2,10k,100p,958723,67.1919,80.3525
2,10k,220p,966474,66.326,80.3525
2,10k,470p,983320,64.4249,80.3525
2,10k,1n,1.02288E+06,59.8762,80.3525
2,10k,1.5n,1.06574E+06,54.7673,80.3525
2,10k,2.2n,1.13369E+06,45.9053,80.3525
2,10k,2.7n,1.18189E+06,38.3672,80.3525
2,10k,3.3n,1.22244E+06,29.0984,80.3525
2,10k,4.7n,1.21013E+06,14.2066,80.3524
1,50k,1f,953692,67.9033,80.5318
1,50k,47p,956570,67.5763,80.5318
1,50k,100p,959728,67.2013,80.5318
1,50k,220p,966324,66.3354,80.5318
1,50k,470p,977044,64.5008,80.5318
1,50k,1n,983514,60.9319,80.5318
1,50k,1.5n,971034,58.5567,80.5318
1,50k,2.2n,939848,56.8786,80.5318
1,50k,2.7n,916289,56.4618,80.5318
1,50k,3.3n,890538,56.4336,80.5318
1,50k,4.7n,844351,57.2137,80.5318
2,50k,1f,953692,67.9033,80.5318
2,50k,47p,956637,67.576,80.5318
2,50k,100p,960025,67.2013,80.5318
2,50k,220p,967819,66.3328,80.5318
2,50k,470p,984804,64.4246,80.5318
2,50k,1n,1.02472E+06,59.855,80.5318
2,50k,1.5n,1.06800E+06,54.7161,80.5318
2,50k,2.2n,1.1369E+06,45.7744,80.5318
2,50k,2.7n,1.18581E+06,38.1526,80.5318
2,50k,3.3n,1.22654E+06,28.8086,80.5317
2,50k,4.7n,1.21286E+06,13.9258,80.5317
