cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_ins,MAINJACK,4.134e-09,2.362312,2.000,sotto,riferimento g0sempre_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_rel,MAINJACK,1.704e-07,8.000312,2.000,sotto,riferimento g0mai_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,B2,MAINJACK,6.167e-10,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_ins,FIXJACK1,4.142e-09,2.362500,2.000,sotto,riferimento g0sempre_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_rel,FIXJACK1,1.041e-11,9.317573,2.000,sotto,riferimento g0mai_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,B2,FIXJACK1,3.474e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_ins,FIXJACK2,4.141e-09,2.362469,2.000,sotto,riferimento g0sempre_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,A_rel,FIXJACK2,1.137e-11,9.395927,2.000,sotto,riferimento g0mai_lz_iii
gm0x10_lz_iii_i,l29d2_iii,1000,0,0a10,100k,B2,FIXJACK2,3.474e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_ins,MAINJACK,1.704e-07,8.000312,2.000,sotto,riferimento g10sempre_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_rel,MAINJACK,3.194e-08,11.323156,2.000,sotto,riferimento g10mai_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,B2,MAINJACK,7.697e-11,8.026740,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_ins,FIXJACK1,3.048e-12,8.000760,2.000,sotto,riferimento g10sempre_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_rel,FIXJACK1,1.013e-08,11.323250,2.000,sotto,riferimento g10mai_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,B2,FIXJACK1,1.323e-15,8.027240,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_ins,FIXJACK2,3.046e-12,8.000760,2.000,sotto,riferimento g10sempre_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,A_rel,FIXJACK2,1.013e-08,11.323000,2.000,sotto,riferimento g10mai_lz_iii
gm0x10_lz_iii_c,l29d2_iii,1000,0,0a10,100k,B2,FIXJACK2,1.323e-15,8.027240,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_ins,MAINJACK,8.895e-06,2.362344,2.000,sotto,riferimento rsempre_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_rel,MAINJACK,4.911e-07,8.000156,2.000,sotto,riferimento rmai_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,B2,MAINJACK,1.309e-06,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK1,8.914e-06,2.362406,2.000,sotto,riferimento rsempre_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK1,3.132e-11,8.000312,2.000,sotto,riferimento rmai_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,B2,FIXJACK1,7.365e-06,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK2,8.914e-06,2.362406,2.000,sotto,riferimento rsempre_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK2,3.428e-11,8.000312,2.000,sotto,riferimento rmai_g0t0_dpmaxmax_iii
x01000_dpmaxmax_iii_i,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,B2,FIXJACK2,7.365e-06,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_ins,MAINJACK,4.911e-07,8.000156,2.000,sotto,riferimento rsempre_g10t0_dpmaxmax_iii
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_rel,MAINJACK,6.969e-05,11.323125,2.000,sotto,riferimento rmai_g10t0_dpmaxmax_iii
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,B2,MAINJACK,2.869e-10,8.026948,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK1,3.011e-11,8.000312,2.000,sotto,riferimento rsempre_g10t0_dpmaxmax_iii
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK1,2.21e-05,11.323187,2.000,sotto,riferimento rmai_g10t0_dpmaxmax_iii
x01000_dpmaxmax_iii_c,l29d2_iii_dpmaxmax,1000,0,g0a10_t0a0,100k,B2,FIXJACK1,1.378e-14,8.026948,,sotto,mute da t_ins+t_grad+20 ms a t_rel
