cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
off_r10s_d0,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.0113,1.003115,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d0,spegnimento,1000,0,10,100k,B2,MAINJACK,9.559e-05,1.020000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.01136,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d0,spegnimento,1000,0,10,100k,B2,FIXJACK1,9.635e-05,1.020000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.01136,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d0,spegnimento,1000,0,10,100k,B2,FIXJACK2,9.635e-05,1.020000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d5,spegnimento,1000,0,10,100k,A_ins,MAINJACK,8.954,1.003125,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d5,spegnimento,1000,0,10,100k,B2,MAINJACK,0.1871,1.030594,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d5,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.1879,1.030625,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d5,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.1879,1.030625,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d20,spegnimento,1000,0,10,100k,A_ins,MAINJACK,8.954,1.003125,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d20,spegnimento,1000,0,10,100k,B2,MAINJACK,0.351,1.030344,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d20,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.3542,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d20,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.3542,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d100,spegnimento,1000,0,10,100k,A_ins,MAINJACK,8.954,1.003125,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d100,spegnimento,1000,0,10,100k,B2,MAINJACK,0.3688,1.031552,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d100,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.3542,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10s_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,8.699,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10s_d100,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.3542,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d0,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.001868,1.009917,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d0,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0002231,1.053427,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.0005418,1.009625,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d0,spegnimento,1000,0,10,100k,B2,FIXJACK1,1.268e-05,1.020000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.0005418,1.009625,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d0,spegnimento,1000,0,10,100k,B2,FIXJACK2,1.268e-05,1.020000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d5,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.002872,1.005000,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d5,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0002285,1.053427,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.000912,1.005000,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d5,spegnimento,1000,0,10,100k,B2,FIXJACK1,3.905e-05,1.030667,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.000912,1.005000,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d5,spegnimento,1000,0,10,100k,B2,FIXJACK2,3.905e-05,1.030667,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d20,spegnimento,1000,0,10,100k,A_ins,MAINJACK,2.317,1.009792,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d20,spegnimento,1000,0,10,100k,B2,MAINJACK,0.2644,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,1.136,1.009875,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d20,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.1312,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,1.136,1.009875,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d20,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.1312,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d100,spegnimento,1000,0,10,100k,A_ins,MAINJACK,2.317,1.009792,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d100,spegnimento,1000,0,10,100k,B2,MAINJACK,0.2321,1.053427,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,1.136,1.009875,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d100,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.1058,1.053427,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10p_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,1.136,1.009875,2.000,SOPRA,riferimento g10sempre_lz
off_r10p_d100,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.1058,1.053427,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d0,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.01745,1.003115,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d0,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0005512,1.061531,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.01745,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d0,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.0005752,1.061562,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.01745,1.003146,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d0,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.0005752,1.061562,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d5,spegnimento,1000,0,10,100k,A_ins,MAINJACK,13.65,1.003125,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d5,spegnimento,1000,0,10,100k,B2,MAINJACK,0.3361,1.030677,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,13.43,1.003156,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d5,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.3366,1.030698,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,13.43,1.003156,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d5,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.3366,1.030698,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d20,spegnimento,1000,0,10,100k,A_ins,MAINJACK,17.02,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d20,spegnimento,1000,0,10,100k,B2,MAINJACK,17.02,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,17.54,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d20,spegnimento,1000,0,10,100k,B2,FIXJACK1,17.54,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,17.54,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d20,spegnimento,1000,0,10,100k,B2,FIXJACK2,17.54,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d100,spegnimento,1000,0,10,100k,A_ins,MAINJACK,13.65,1.003125,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d100,spegnimento,1000,0,10,100k,B2,MAINJACK,5.082,1.058448,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,13.43,1.003156,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d100,spegnimento,1000,0,10,100k,B2,FIXJACK1,5.116,1.058094,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r10m_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,13.43,1.003156,2.000,SOPRA,riferimento g10sempre_lz
off_r10m_d100,spegnimento,1000,0,10,100k,B2,FIXJACK2,5.116,1.058094,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d0,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.0002369,1.113906,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d0,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0002369,1.113906,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,7.999e-05,1.113854,2.000,sotto,riferimento g10sempre_lz
off_r300s_d0,spegnimento,1000,0,10,100k,B2,FIXJACK1,7.999e-05,1.113854,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,7.999e-05,1.113854,2.000,sotto,riferimento g10sempre_lz
off_r300s_d0,spegnimento,1000,0,10,100k,B2,FIXJACK2,7.999e-05,1.113854,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d5,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.0002369,1.113906,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d5,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0002369,1.113906,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,8e-05,1.113854,2.000,sotto,riferimento g10sempre_lz
off_r300s_d5,spegnimento,1000,0,10,100k,B2,FIXJACK1,8e-05,1.113854,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d5,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,8e-05,1.113854,2.000,sotto,riferimento g10sempre_lz
off_r300s_d5,spegnimento,1000,0,10,100k,B2,FIXJACK2,8e-05,1.113854,,sotto,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d20,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.0003891,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d20,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0003891,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.0001235,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d20,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.0001235,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d20,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.0001235,1.020042,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d20,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.0001235,1.020042,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d100,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.003007,1.100000,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d100,spegnimento,1000,0,10,100k,B2,MAINJACK,0.003007,1.100000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,0.0009566,1.100000,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d100,spegnimento,1000,0,10,100k,B2,FIXJACK1,0.0009566,1.100000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300s_d100,spegnimento,1000,0,10,100k,A_ins,FIXJACK2,0.0009566,1.100000,2.000,SOPRA,riferimento g10sempre_lz
off_r300s_d100,spegnimento,1000,0,10,100k,B2,FIXJACK2,0.0009566,1.100000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300p_d0,spegnimento,1000,0,10,100k,A_ins,MAINJACK,0.0002346,1.165021,2.000,SOPRA,riferimento g10sempre_lz
off_r300p_d0,spegnimento,1000,0,10,100k,B2,MAINJACK,0.0002346,1.165021,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
off_r300p_d0,spegnimento,1000,0,10,100k,A_ins,FIXJACK1,8.021e-05,1.164979,2.000,sotto,riferimento g10sempre_lz
off_r300p_d0,spegnimento,1000,0,10,100k,B2,FIXJACK1,8.021e-05,1.164979,,sotto,mute da t_ins+t_grad+20 ms a t_rel
