cella,file,variante,f_hz,amp,gm,rl,t_ins,t_rel,t_fine,tmax,tipo,rif_ins,rif_rel,t_grad,gruppo,conta
g0mai_lz,g0mai_lz.dat,rif,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
g3mai_lz,g3mai_lz.dat,rif,1000,0,3,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
gc0x3_lz,gc0x3_lz.dat,caldo_netto,1000,0,0a3,100k,1.0,1000,3.5,1e-05,evento,g3mai_lz,-,0.0,1,A_ins
gc3x0_lz,gc3x0_lz.dat,caldo_netto,1000,0,3a0,100k,1.0,1000,3.5,1e-05,evento,g0mai_lz,-,0.0,1,A_ins
gc10x0_lz,gc10x0_lz.dat,caldo_netto,1000,0,10a0,100k,1.0,1000,3.5,1e-05,evento,g0mai_lz,-,0.0,1,A_ins
