cella,gruppo,variante,gm,f_hz,amp,rl,grandezza,uscita,picco,t_picco,soglia,esito,esiti
gm3x10_lz_i,1,ldr_v4_td6_BB,3a10,1000,0,100k,B2,FIXJACK1,7.578e-09,7.520000,0.0001,regge,sotto
gm3x10_lz_c,1,ldr_v4_td6_BB,3a10,1000,0,100k,A_ins,MAINJACK,0.0001115,8.000031,0.0001,NON REGGE,SOPRA|sotto
gm3x10_lz_c,1,ldr_v4_td6_BB,3a10,1000,0,100k,A_rel,MAINJACK,3.192e-08,11.323125,0.0001,regge,sotto
gm3x10_lz_c,1,ldr_v4_td6_BB,3a10,1000,0,100k,B2,MAINJACK,2.913e-07,8.026990,0.0001,regge,sotto
gm10x3_lz_i,1,ldr_v4_td6_BB,10a3,1000,0,100k,A_ins,MAINJACK,1.305e-08,2.362333,0.0001,regge,sotto
gm10x3_lz_i,1,ldr_v4_td6_BB,10a3,1000,0,100k,B2,MAINJACK,9.827e-09,7.520000,0.0001,regge,sotto
gm10x3_lz_c,1,ldr_v4_td6_BB,10a3,1000,0,100k,A_ins,MAINJACK,0.0001112,8.000031,0.0001,NON REGGE,SOPRA|sotto
gm10x3_lz_c,1,ldr_v4_td6_BB,10a3,1000,0,100k,A_rel,MAINJACK,1.439e-08,11.323187,0.0001,regge,sotto
gm10x3_lz_c,1,ldr_v4_td6_BB,10a3,1000,0,100k,B2,MAINJACK,2.968e-07,8.026979,0.0001,regge,sotto
gm0x10_lz_i,1,ldr_v4_td6_BB,0a10,1000,0,100k,A_ins,FIXJACK2,4.144e-09,2.362594,0.0001,regge,sotto
gm0x10_lz_i,1,ldr_v4_td6_BB,0a10,1000,0,100k,B2,FIXJACK1,7.578e-09,7.520000,0.0001,regge,sotto
gm0x10_lz_c,1,ldr_v4_td6_BB,0a10,1000,0,100k,A_ins,MAINJACK,0.0001115,8.000031,0.0001,NON REGGE,SOPRA|sotto
gm0x10_lz_c,1,ldr_v4_td6_BB,0a10,1000,0,100k,A_rel,MAINJACK,3.192e-08,11.323250,0.0001,regge,sotto
gm0x10_lz_c,1,ldr_v4_td6_BB,0a10,1000,0,100k,B2,MAINJACK,3.741e-07,8.027042,0.0001,regge,sotto
gm10x0_lz_i,1,ldr_v4_td6_BB,10a0,1000,0,100k,A_ins,MAINJACK,1.305e-08,2.362333,0.0001,regge,sotto
gm10x0_lz_i,1,ldr_v4_td6_BB,10a0,1000,0,100k,B2,MAINJACK,9.827e-09,7.520000,0.0001,regge,sotto
gm10x0_lz_c,1,ldr_v4_td6_BB,10a0,1000,0,100k,A_ins,MAINJACK,0.0001162,8.000333,0.0001,NON REGGE,SOPRA|sotto
