mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,877234,68.8514,81.1613,100k
0db,1m,1,47p,879456,68.5721,81.1613,100k
0db,1m,1,100p,881864,68.2529,81.1613,100k
0db,1m,1,220p,886892,67.5164,81.1613,100k
0db,1m,1,470p,895240,65.9474,81.1613,100k
0db,1m,1,1n,901006,62.8034,81.1613,100k
0db,1m,1,1.5n,892360,60.5232,81.1613,100k
0db,1m,1,2.2n,868187,58.6381,81.1613,100k
0db,1m,1,2.7n,848769,57.9974,81.1613,100k
0db,1m,1,3.3n,826788,57.7061,81.1613,100k
0db,1m,1,4.7n,785685,58.0148,81.1613,100k
0db,1m,2,1f,877234,68.8514,81.1613,100k
0db,1m,2,47p,879504,68.5723,81.1613,100k
0db,1m,2,100p,882082,68.2541,81.1613,100k
0db,1m,2,220p,887985,67.5198,81.1613,100k
0db,1m,2,470p,900841,65.9182,81.1613,100k
0db,1m,2,1n,930187,62.1755,81.1613,100k
0db,1m,2,1.5n,960822,58.1232,81.1613,100k
0db,1m,2,2.2n,1.00782E+06,51.4198,81.1613,100k
0db,1m,2,2.7n,1.04217E+06,45.8491,81.1613,100k
0db,1m,2,3.3n,1.07807E+06,38.5778,81.1613,100k
0db,1m,2,4.7n,1.10046E+06,23.712,81.1612,100k
0db,1k,1,1f,877171,68.577,81.1613,100k
0db,1k,1,47p,879392,68.2971,81.1613,100k
0db,1k,1,100p,881800,67.9771,81.1613,100k
0db,1k,1,220p,886827,67.2391,81.1613,100k
0db,1k,1,470p,895170,65.6677,81.1613,100k
0db,1k,1,1n,900937,62.5222,81.1613,100k
0db,1k,1,1.5n,892294,60.2448,81.1613,100k
0db,1k,1,2.2n,868131,58.3671,81.1613,100k
0db,1k,1,2.7n,848718,57.7322,81.1613,100k
0db,1k,1,3.3n,826743,57.4477,81.1613,100k
0db,1k,1,4.7n,785647,57.7689,81.1613,100k
0db,1k,2,1f,877171,68.577,81.1613,100k
0db,1k,2,47p,879441,68.2972,81.1613,100k
0db,1k,2,100p,882018,67.9782,81.1613,100k
0db,1k,2,220p,887919,67.2421,81.1613,100k
0db,1k,2,470p,900770,65.6368,81.1613,100k
0db,1k,2,1n,930105,61.8855,81.1613,100k
0db,1k,2,1.5n,960723,57.8246,81.1613,100k
0db,1k,2,2.2n,1.0077E+06,51.1085,81.1613,100k
0db,1k,2,2.7n,1.04203E+06,45.5289,81.1613,100k
