carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,652819,71.3205,79.995
1,1m,47p,653611,71.1444,79.995
1,1m,100p,654503,70.945,79.995
1,1m,220p,656522,70.4901,79.995
1,1m,470p,660718,69.5273,79.995
1,1m,1n,669772,67.4097,79.995
1,1m,2.2n,689758,62.2632,79.995
1,1m,4.7n,722056,50.4258,79.9949
1,430,1f,652811,71.2324,79.995
1,430,47p,653602,71.0562,79.995
1,430,100p,654495,70.8567,79.995
1,430,220p,656513,70.4016,79.995
1,430,470p,660709,69.4382,79.995
1,430,1n,669762,67.3194,79.995
1,430,2.2n,689748,62.1703,79.995
1,430,4.7n,722044,50.3289,79.9949
2,1m,1f,652327,71.3293,79.9019
2,1m,47p,653116,71.1535,79.9019
2,1m,100p,654006,70.9544,79.9019
2,1m,220p,656019,70.5003,79.9019
2,1m,470p,660203,69.5391,79.9019
2,1m,1n,669215,67.4258,79.9019
2,1m,2.2n,689122,62.2904,79.9019
2,1m,4.7n,721281,50.4834,79.9018
2,430,1f,652318,71.2413,79.9019
2,430,47p,653107,71.0654,79.9019
2,430,100p,653997,70.8662,79.9019
2,430,220p,656010,70.4118,79.9019
2,430,470p,660193,69.4501,79.9019
2,430,1n,669205,67.3355,79.9019
2,430,2.2n,689110,62.1976,79.9019
2,430,4.7n,721268,50.3866,79.9018
