pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,848703,72.7714,79.4778
1,10k,47p,850418,72.5282,79.4778
1,10k,100p,852290,72.2505,79.4778
1,10k,220p,856174,71.6128,79.4779
1,10k,470p,862262,70.2745,79.4779
1,10k,1n,865141,67.6325,79.4779
1,10k,1.5n,856620,65.6996,79.4779
1,10k,2.2n,834746,64.0438,79.478
1,10k,2.7n,817214,63.4434,79.478
1,10k,3.3n,797117,63.1379,79.4781
1,10k,4.7n,758902,63.3246,79.4781
2,10k,1f,848703,72.7714,79.4778
2,10k,47p,850474,72.5262,79.4778
2,10k,100p,852515,72.2463,79.4778
2,10k,220p,857206,71.602,79.4778
2,10k,470p,867110,70.2171,79.4778
2,10k,1n,889110,67.061,79.4778
2,10k,1.5n,910981,63.7824,79.4778
2,10k,2.2n,942809,58.6504,79.4778
2,10k,2.7n,965198,54.6086,79.4778
2,10k,3.3n,989502,49.442,79.4778
2,10k,4.7n,1.01865E+06,37.6257,79.4778
1,50k,1f,849769,72.7805,79.6399
1,50k,47p,851514,72.5346,79.6399
1,50k,100p,853429,72.2535,79.6399
1,50k,220p,857360,71.6091,79.6399
1,50k,470p,863514,70.2566,79.6399
1,50k,1n,866360,67.5888,79.6399
1,50k,1.5n,857647,65.6428,79.6399
1,50k,2.2n,835428,63.9855,79.6399
1,50k,2.7n,817693,63.3897,79.6399
1,50k,3.3n,797420,63.0911,79.6399
1,50k,4.7n,758981,63.2925,79.6399
2,50k,1f,849769,72.7805,79.6399
2,50k,47p,851559,72.5343,79.6399
2,50k,100p,853628,72.2532,79.6399
2,50k,220p,858344,71.6073,79.6399
2,50k,470p,868300,70.2185,79.6399
2,50k,1n,890462,67.0514,79.6399
2,50k,1.5n,912531,63.758,79.6399
2,50k,2.2n,944682,58.5981,79.6399
2,50k,2.7n,967313,54.5306,79.6399
2,50k,3.3n,991876,49.3286,79.6398
2,50k,4.7n,1.02112E+06,37.4465,79.6398
