cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,653865,69.657,78.802
1,0,1m,47p,654624,69.4838,78.802
1,0,1m,100p,655478,69.2875,78.802
1,0,1m,220p,657411,68.8401,78.802
1,0,1m,470p,661442,67.8928,78.802
1,0,1m,1n,670072,65.8135,78.802
1,0,1m,2.2n,688971,60.776,78.802
1,0,1m,4.7n,718750,49.2759,78.8019
1,0,430,1f,653857,69.5688,78.802
1,0,430,47p,654615,69.3954,78.802
1,0,430,100p,655470,69.1991,78.802
1,0,430,220p,657403,68.7514,78.802
1,0,430,470p,661433,67.8036,78.802
1,0,430,1n,670063,65.7231,78.802
1,0,430,2.2n,688961,60.6832,78.802
1,0,430,4.7n,718738,49.1793,78.8019
1,6,1m,1f,654565,69.6573,78.9377
1,6,1m,47p,654732,69.6136,78.9377
1,6,1m,100p,654859,69.5652,78.9377
1,6,1m,220p,654901,69.4639,78.9377
1,6,1m,470p,654129,69.3163,78.9377
1,6,1m,1n,651467,69.2517,78.9377
1,6,1m,2.2n,648367,69.3756,78.9377
1,6,1m,4.7n,646889,69.5099,78.9377
1,6,430,1f,654557,69.569,78.9377
1,6,430,47p,654724,69.5252,78.9377
1,6,430,100p,654851,69.4768,78.9377
1,6,430,220p,654893,69.3755,78.9377
1,6,430,470p,654121,69.228,78.9377
1,6,430,1n,651459,69.1638,78.9377
1,6,430,2.2n,648359,69.2881,78.9377
1,6,430,4.7n,646881,69.4226,78.9377
1,12,1m,1f,654750,69.6574,78.9738
1,12,1m,47p,654794,69.6463,78.9738
1,12,1m,100p,654831,69.634,78.9738
1,12,1m,220p,654868,69.6072,78.9738
1,12,1m,470p,654752,69.5624,78.9738
1,12,1m,1n,654098,69.5237,78.9738
1,12,1m,2.2n,652995,69.547,78.9738
1,12,1m,4.7n,652342,69.595,78.9738
1,12,430,1f,654741,69.569,78.9738
1,12,430,47p,654785,69.558,78.9738
1,12,430,100p,654823,69.5456,78.9738
1,12,430,220p,654859,69.5189,78.9738
1,12,430,470p,654744,69.474,78.9738
1,12,430,1n,654090,69.4354,78.9738
1,12,430,2.2n,652987,69.4588,78.9738
1,12,430,4.7n,652334,69.507,78.9738
2,0,1m,1f,656855,69.6589,79.3958
2,0,1m,47p,657627,69.484,79.3958
2,0,1m,100p,658497,69.286,79.3958
2,0,1m,220p,660466,68.8342,79.3958
2,0,1m,470p,664655,67.875,79.3958
2,0,1m,1n,673455,65.7736,79.3958
2,0,1m,2.2n,692890,60.6696,79.3957
2,0,1m,4.7n,723568,48.9867,79.3957
2,0,430,1f,656846,69.5702,79.3958
2,0,430,47p,657619,69.3953,79.3958
2,0,430,100p,658489,69.1971,79.3958
2,0,430,220p,660457,68.7451,79.3958
2,0,430,470p,664646,67.7853,79.3958
2,0,430,1n,673446,65.6828,79.3958
2,0,430,2.2n,692879,60.5762,79.3957
2,0,430,4.7n,723555,48.8895,79.3957
2,6,1m,1f,657556,69.6595,79.5405
2,6,1m,47p,657711,69.6158,79.5405
2,6,1m,100p,657790,69.5686,79.5405
2,6,1m,220p,657618,69.4798,79.5405
2,6,1m,470p,656436,69.3964,79.5405
2,6,1m,1n,654331,69.4275,79.5405
2,6,1m,2.2n,652866,69.5268,79.5405
2,6,1m,4.7n,652304,69.5926,79.5405
2,6,430,1f,657547,69.5708,79.5405
2,6,430,47p,657703,69.527,79.5405
2,6,430,100p,657781,69.4798,79.5405
2,6,430,220p,657610,69.391,79.5405
2,6,430,470p,656428,69.3078,79.5405
2,6,430,1n,654323,69.3392,79.5405
2,6,430,2.2n,652858,69.4387,79.5405
2,6,430,4.7n,652296,69.5046,79.5405
2,12,1m,1f,657742,69.6597,79.5794
2,12,1m,47p,657784,69.6485,79.5794
2,12,1m,100p,657812,69.6363,79.5794
2,12,1m,220p,657802,69.6115,79.5794
2,12,1m,470p,657555,69.58,79.5794
2,12,1m,1n,656912,69.5758,79.5794
2,12,1m,2.2n,656319,69.6063,79.5794
2,12,1m,4.7n,656067,69.6318,79.5794
2,12,430,1f,657734,69.5709,79.5794
2,12,430,47p,657776,69.5597,79.5794
2,12,430,100p,657804,69.5475,79.5794
2,12,430,220p,657794,69.5227,79.5794
2,12,430,470p,657546,69.4913,79.5794
2,12,430,1n,656903,69.4872,79.5794
2,12,430,2.2n,656311,69.5177,79.5794
2,12,430,4.7n,656059,69.5432,79.5794
