pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,557290,69.2192,81.0973
1,10k,47p,557748,69.0784,81.0973
1,10k,100p,558240,68.9193,81.0973
1,10k,220p,559250,68.5582,81.0973
1,10k,470p,560876,67.8082,81.0974
1,10k,1n,562063,66.2795,81.0974
1,10k,1.5n,560442,64.9946,81.0974
1,10k,2.2n,554561,63.5606,81.0974
1,10k,2.7n,548662,62.8115,81.0975
1,10k,3.3n,540787,62.1772,81.0975
1,10k,4.7n,522243,61.5256,81.0976
2,10k,1f,557290,69.2192,81.0973
2,10k,47p,557763,69.077,81.0973
2,10k,100p,558295,68.9162,81.0973
2,10k,220p,559495,68.5502,81.0973
2,10k,470p,561975,67.7795,81.0973
2,10k,1n,567256,66.1042,81.0973
2,10k,1.5n,572077,64.4792,81.0973
2,10k,2.2n,578553,62.1339,81.0973
2,10k,2.7n,582918,60.4134,81.0972
2,10k,3.3n,587706,58.3116,81.0972
2,10k,4.7n,596727,53.3043,81.0972
1,50k,1f,557917,69.2188,81.2651
1,50k,47p,558381,69.0766,81.2651
1,50k,100p,558878,68.9159,81.2651
1,50k,220p,559900,68.5513,81.2651
1,50k,470p,561542,67.7937,81.265
1,50k,1n,562740,66.2499,81.265
1,50k,1.5n,561066,64.9545,81.265
1,50k,2.2n,555085,63.5117,81.265
1,50k,2.7n,549093,62.761,81.265
1,50k,3.3n,541126,62.1272,81.265
1,50k,4.7n,522407,61.4832,81.265
2,50k,1f,557917,69.2188,81.2651
2,50k,47p,558392,69.0763,81.2651
2,50k,100p,558926,68.9151,81.265
2,50k,220p,560132,68.5483,81.265
2,50k,470p,562631,67.7755,81.265
2,50k,1n,567947,66.0956,81.265
2,50k,1.5n,572792,64.4663,81.265
2,50k,2.2n,579322,62.1134,81.265
2,50k,2.7n,583710,60.3877,81.265
2,50k,3.3n,588523,58.2795,81.2649
2,50k,4.7n,597618,53.254,81.2649
