var,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
a_come_e,2.611k,1,100p,430180,68.6865,81.187,100k
a_come_e,2.611k,1,220p,430626,68.4231,81.187,100k
a_come_e,2.611k,1,470p,431347,67.8759,81.187,100k
a_come_e,2.611k,1,1n,431913,66.7445,81.187,100k
a_come_e,2.611k,1,1.5n,431265,65.7486,81.187,100k
a_come_e,2.611k,1,2.2n,428653,64.531,81.187,100k
a_come_e,2.611k,1,2.7n,425847,63.8087,81.187,100k
a_come_e,2.611k,1,3.3n,421835,63.1052,81.187,100k
a_come_e,2.611k,1,4.7n,411227,62.0762,81.187,100k
a_come_e,1m,1,1f,429282,69.2578,80.9984,10k
a_come_e,1m,1,47p,429482,69.1561,80.9984,10k
a_come_e,1m,1,100p,429696,69.0413,80.9985,10k
a_come_e,1m,1,220p,430137,68.7811,80.9985,10k
a_come_e,1m,1,470p,430850,68.2404,80.9985,10k
a_come_e,1m,1,1n,431416,67.1214,80.9985,10k
a_come_e,1m,1,1.5n,430786,66.1349,80.9985,10k
a_come_e,1m,1,2.2n,428225,64.9254,80.9985,10k
a_come_e,1m,1,2.7n,425474,64.205,80.9986,10k
a_come_e,1m,1,3.3n,421521,63.5011,80.9986,10k
a_come_e,1m,1,4.7n,411042,62.4624,80.9987,10k
a_come_e,1k,1,1f,429274,69.123,80.9984,10k
a_come_e,1k,1,47p,429474,69.0212,80.9984,10k
a_come_e,1k,1,100p,429689,68.9064,80.9985,10k
a_come_e,1k,1,220p,430129,68.6461,80.9985,10k
a_come_e,1k,1,470p,430842,68.1051,80.9985,10k
a_come_e,1k,1,1n,431408,66.986,80.9985,10k
a_come_e,1k,1,1.5n,430779,65.9997,80.9985,10k
a_come_e,1k,1,2.2n,428218,64.791,80.9985,10k
a_come_e,1k,1,2.7n,425468,64.0715,80.9986,10k
a_come_e,1k,1,3.3n,421514,63.3688,80.9986,10k
a_come_e,1k,1,4.7n,411036,62.3334,80.9987,10k
a_come_e,2.5k,1,1f,429249,68.9219,80.9984,10k
a_come_e,2.5k,1,47p,429449,68.8201,80.9984,10k
a_come_e,2.5k,1,100p,429664,68.7051,80.9985,10k
a_come_e,2.5k,1,220p,430104,68.4446,80.9985,10k
a_come_e,2.5k,1,470p,430817,67.9034,80.9985,10k
a_come_e,2.5k,1,1n,431383,66.784,80.9985,10k
a_come_e,2.5k,1,1.5n,430753,65.7981,80.9985,10k
a_come_e,2.5k,1,2.2n,428193,64.5906,80.9985,10k
a_come_e,2.5k,1,2.7n,425444,63.8724,80.9986,10k
a_come_e,2.5k,1,3.3n,421492,63.1715,80.9986,10k
a_come_e,2.5k,1,4.7n,411016,62.1409,80.9987,10k
a_come_e,2.571k,1,1f,429248,68.9124,80.9984,10k
a_come_e,2.571k,1,47p,429448,68.8106,80.9984,10k
a_come_e,2.571k,1,100p,429662,68.6956,80.9985,10k
a_come_e,2.571k,1,220p,430102,68.4351,80.9985,10k
a_come_e,2.571k,1,470p,430815,67.8939,80.9985,10k
a_come_e,2.571k,1,1n,431381,66.7745,80.9985,10k
a_come_e,2.571k,1,1.5n,430752,65.7886,80.9985,10k
a_come_e,2.571k,1,2.2n,428192,64.5812,80.9985,10k
a_come_e,2.571k,1,2.7n,425443,63.863,80.9986,10k
a_come_e,2.571k,1,3.3n,421490,63.1622,80.9986,10k
a_come_e,2.571k,1,4.7n,411015,62.1318,80.9987,10k
a_come_e,2.611k,1,1f,429247,68.9071,80.9984,10k
a_come_e,2.611k,1,47p,429447,68.8053,80.9984,10k
a_come_e,2.611k,1,100p,429661,68.6903,80.9985,10k
a_come_e,2.611k,1,220p,430102,68.4297,80.9985,10k
a_come_e,2.611k,1,470p,430814,67.8885,80.9985,10k
a_come_e,2.611k,1,1n,431380,66.7691,80.9985,10k
a_come_e,2.611k,1,1.5n,430751,65.7832,80.9985,10k
a_come_e,2.611k,1,2.2n,428191,64.5759,80.9985,10k
a_come_e,2.611k,1,2.7n,425442,63.8577,80.9986,10k
a_come_e,2.611k,1,3.3n,421489,63.157,80.9986,10k
a_come_e,2.611k,1,4.7n,411014,62.1267,80.9987,10k
b_min,1m,1,1f,429479,69.2648,81.1749,100k
b_min,1m,1,47p,429682,69.1621,81.1749,100k
b_min,1m,1,100p,429899,69.0462,81.1749,100k
b_min,1m,1,220p,430345,68.7835,81.1749,100k
b_min,1m,1,470p,431066,68.2374,81.1749,100k
b_min,1m,1,1n,431635,67.1077,81.1749,100k
b_min,1m,1,1.5n,430990,66.1124,81.1749,100k
b_min,1m,1,2.2n,428383,64.8938,81.1748,100k
b_min,1m,1,2.7n,425588,64.1695,81.1748,100k
b_min,1m,1,3.3n,421580,63.4631,81.1748,100k
b_min,1m,1,4.7n,410986,62.4254,81.1748,100k
b_min,1k,1,1f,429474,69.1686,81.1749,100k
b_min,1k,1,47p,429677,69.0659,81.1749,100k
b_min,1k,1,100p,429894,68.9499,81.1749,100k
b_min,1k,1,220p,430340,68.6871,81.1749,100k
b_min,1k,1,470p,431061,68.1409,81.1749,100k
b_min,1k,1,1n,431630,67.011,81.1749,100k
b_min,1k,1,1.5n,430985,66.0159,81.1749,100k
b_min,1k,1,2.2n,428379,64.7979,81.1748,100k
b_min,1k,1,2.7n,425583,64.0743,81.1748,100k
b_min,1k,1,3.3n,421576,63.3687,81.1748,100k
b_min,1k,1,4.7n,410983,62.3334,81.1748,100k
b_min,2.5k,1,1f,429458,69.0251,81.1749,100k
b_min,2.5k,1,47p,429660,68.9223,81.1749,100k
b_min,2.5k,1,100p,429878,68.8062,81.1749,100k
b_min,2.5k,1,220p,430324,68.5433,81.1749,100k
b_min,2.5k,1,470p,431045,67.9969,81.1749,100k
b_min,2.5k,1,1n,431613,66.8669,81.1749,100k
b_min,2.5k,1,1.5n,430968,65.872,81.1749,100k
b_min,2.5k,1,2.2n,428363,64.6549,81.1748,100k
b_min,2.5k,1,2.7n,425568,63.9322,81.1748,100k
b_min,2.5k,1,3.3n,421562,63.228,81.1748,100k
b_min,2.5k,1,4.7n,410970,62.1961,81.1748,100k
b_min,2.571k,1,1f,429457,69.0183,81.1749,100k
b_min,2.571k,1,47p,429659,68.9155,81.1749,100k
b_min,2.571k,1,100p,429876,68.7995,81.1749,100k
b_min,2.571k,1,220p,430323,68.5365,81.1749,100k
b_min,2.571k,1,470p,431044,67.9901,81.1749,100k
b_min,2.571k,1,1n,431612,66.8601,81.1749,100k
b_min,2.571k,1,1.5n,430967,65.8652,81.1749,100k
b_min,2.571k,1,2.2n,428362,64.6482,81.1748,100k
b_min,2.571k,1,2.7n,425567,63.9255,81.1748,100k
b_min,2.571k,1,3.3n,421561,63.2214,81.1748,100k
b_min,2.571k,1,4.7n,410969,62.1897,81.1748,100k
b_min,2.611k,1,1f,429456,69.0145,81.1749,100k
b_min,2.611k,1,47p,429659,68.9117,81.1749,100k
b_min,2.611k,1,100p,429876,68.7957,81.1749,100k
b_min,2.611k,1,220p,430322,68.5327,81.1749,100k
b_min,2.611k,1,470p,431043,67.9863,81.1749,100k
b_min,2.611k,1,1n,431612,66.8563,81.1749,100k
b_min,2.611k,1,1.5n,430967,65.8614,81.1749,100k
b_min,2.611k,1,2.2n,428361,64.6444,81.1748,100k
b_min,2.611k,1,2.7n,425566,63.9217,81.1748,100k
b_min,2.611k,1,3.3n,421560,63.2176,81.1748,100k
b_min,2.611k,1,4.7n,410968,62.186,81.1748,100k
b_min,1m,1,1f,428966,69.2658,80.9862,10k
b_min,1m,1,47p,429166,69.1642,80.9862,10k
b_min,1m,1,100p,429380,69.0495,80.9862,10k
b_min,1m,1,220p,429821,68.7897,80.9862,10k
b_min,1m,1,470p,430534,68.2496,80.9862,10k
b_min,1m,1,1n,431102,67.1319,80.9863,10k
b_min,1m,1,1.5n,430475,66.1465,80.9863,10k
b_min,1m,1,2.2n,427921,64.9383,80.9863,10k
b_min,1m,1,2.7n,425183,64.2181,80.9864,10k
b_min,1m,1,3.3n,421235,63.5147,80.9864,10k
b_min,1m,1,4.7n,410774,62.4758,80.9865,10k
b_min,1k,1,1f,428961,69.1697,80.9862,10k
b_min,1k,1,47p,429161,69.0681,80.9862,10k
b_min,1k,1,100p,429375,68.9534,80.9862,10k
b_min,1k,1,220p,429816,68.6934,80.9862,10k
b_min,1k,1,470p,430529,68.1532,80.9862,10k
b_min,1k,1,1n,431097,67.0354,80.9863,10k
b_min,1k,1,1.5n,430471,66.0502,80.9863,10k
b_min,1k,1,2.2n,427916,64.8425,80.9863,10k
b_min,1k,1,2.7n,425178,64.123,80.9864,10k
b_min,1k,1,3.3n,421231,63.4203,80.9864,10k
b_min,1k,1,4.7n,410770,62.3839,80.9865,10k
b_min,2.5k,1,1f,428944,69.0264,80.9862,10k
b_min,2.5k,1,47p,429145,68.9247,80.9862,10k
b_min,2.5k,1,100p,429359,68.8099,80.9862,10k
b_min,2.5k,1,220p,429799,68.5498,80.9862,10k
b_min,2.5k,1,470p,430513,68.0094,80.9862,10k
b_min,2.5k,1,1n,431080,66.8914,80.9863,10k
b_min,2.5k,1,1.5n,430454,65.9064,80.9863,10k
b_min,2.5k,1,2.2n,427900,64.6996,80.9863,10k
b_min,2.5k,1,2.7n,425163,63.981,80.9864,10k
b_min,2.5k,1,3.3n,421216,63.2797,80.9864,10k
b_min,2.5k,1,4.7n,410757,62.2466,80.9865,10k
b_min,2.571k,1,1f,428944,69.0196,80.9862,10k
b_min,2.571k,1,47p,429143,68.9179,80.9862,10k
b_min,2.571k,1,100p,429358,68.8031,80.9862,10k
b_min,2.571k,1,220p,429798,68.543,80.9862,10k
b_min,2.571k,1,470p,430512,68.0026,80.9862,10k
b_min,2.571k,1,1n,431079,66.8846,80.9863,10k
b_min,2.571k,1,1.5n,430453,65.8996,80.9863,10k
b_min,2.571k,1,2.2n,427899,64.6929,80.9863,10k
b_min,2.571k,1,2.7n,425162,63.9743,80.9864,10k
b_min,2.571k,1,3.3n,421215,63.2731,80.9864,10k
b_min,2.571k,1,4.7n,410756,62.2402,80.9865,10k
b_min,2.611k,1,1f,428943,69.0158,80.9862,10k
b_min,2.611k,1,47p,429143,68.9141,80.9862,10k
b_min,2.611k,1,100p,429357,68.7993,80.9862,10k
b_min,2.611k,1,220p,429798,68.5392,80.9862,10k
b_min,2.611k,1,470p,430511,67.9988,80.9862,10k
b_min,2.611k,1,1n,431079,66.8808,80.9863,10k
b_min,2.611k,1,1.5n,430452,65.8958,80.9863,10k
b_min,2.611k,1,2.2n,427898,64.6891,80.9863,10k
b_min,2.611k,1,2.7n,425162,63.9705,80.9864,10k
b_min,2.611k,1,3.3n,421214,63.2693,80.9864,10k
b_min,2.611k,1,4.7n,410755,62.2365,80.9865,10k
b_tip,1m,1,1f,429271,69.2718,81.1689,100k
b_tip,1m,1,47p,429473,69.1692,81.1689,100k
b_tip,1m,1,100p,429690,69.0533,81.1689,100k
b_tip,1m,1,220p,430136,68.7908,81.1689,100k
b_tip,1m,1,470p,430857,68.2451,81.1689,100k
b_tip,1m,1,1n,431426,67.1161,81.1688,100k
b_tip,1m,1,1.5n,430782,66.1214,81.1688,100k
b_tip,1m,1,2.2n,428179,64.9034,81.1688,100k
b_tip,1m,1,2.7n,425391,64.1792,81.1688,100k
b_tip,1m,1,3.3n,421387,63.4729,81.1688,100k
b_tip,1m,1,4.7n,410805,62.4349,81.1688,100k
b_tip,1k,1,1f,429267,69.1853,81.1689,100k
b_tip,1k,1,47p,429469,69.0827,81.1689,100k
b_tip,1k,1,100p,429686,68.9668,81.1689,100k
b_tip,1k,1,220p,430132,68.7041,81.1689,100k
b_tip,1k,1,470p,430853,68.1583,81.1689,100k
b_tip,1k,1,1n,431422,67.0292,81.1688,100k
b_tip,1k,1,1.5n,430778,66.0346,81.1688,100k
b_tip,1k,1,2.2n,428175,64.8172,81.1688,100k
b_tip,1k,1,2.7n,425387,64.0935,81.1688,100k
b_tip,1k,1,3.3n,421384,63.388,81.1688,100k
b_tip,1k,1,4.7n,410801,62.3521,81.1688,100k
b_tip,2.5k,1,1f,429252,69.0562,81.1689,100k
b_tip,2.5k,1,47p,429455,68.9535,81.1689,100k
b_tip,2.5k,1,100p,429672,68.8375,81.1689,100k
b_tip,2.5k,1,220p,430118,68.5748,81.1689,100k
b_tip,2.5k,1,470p,430838,68.0288,81.1689,100k
b_tip,2.5k,1,1n,431407,66.8995,81.1688,100k
b_tip,2.5k,1,1.5n,430763,65.9051,81.1688,100k
b_tip,2.5k,1,2.2n,428161,64.6885,81.1688,100k
b_tip,2.5k,1,2.7n,425374,63.9657,81.1688,100k
b_tip,2.5k,1,3.3n,421371,63.2614,81.1688,100k
b_tip,2.5k,1,4.7n,410790,62.2286,81.1688,100k
b_tip,2.571k,1,1f,429251,69.0501,81.1689,100k
b_tip,2.571k,1,47p,429454,68.9474,81.1689,100k
b_tip,2.571k,1,100p,429671,68.8314,81.1689,100k
b_tip,2.571k,1,220p,430117,68.5687,81.1689,100k
b_tip,2.571k,1,470p,430838,68.0227,81.1689,100k
b_tip,2.571k,1,1n,431406,66.8934,81.1688,100k
b_tip,2.571k,1,1.5n,430762,65.899,81.1688,100k
b_tip,2.571k,1,2.2n,428160,64.6825,81.1688,100k
b_tip,2.571k,1,2.7n,425373,63.9596,81.1688,100k
b_tip,2.571k,1,3.3n,421370,63.2554,81.1688,100k
b_tip,2.571k,1,4.7n,410789,62.2228,81.1688,100k
b_tip,2.611k,1,1f,429251,69.0467,81.1689,100k
b_tip,2.611k,1,47p,429453,68.944,81.1689,100k
b_tip,2.611k,1,100p,429670,68.828,81.1689,100k
b_tip,2.611k,1,220p,430116,68.5652,81.1689,100k
b_tip,2.611k,1,470p,430837,68.0192,81.1689,100k
b_tip,2.611k,1,1n,431406,66.8899,81.1688,100k
b_tip,2.611k,1,1.5n,430762,65.8956,81.1688,100k
b_tip,2.611k,1,2.2n,428159,64.679,81.1688,100k
b_tip,2.611k,1,2.7n,425373,63.9562,81.1688,100k
b_tip,2.611k,1,3.3n,421370,63.2521,81.1688,100k
b_tip,2.611k,1,4.7n,410789,62.2195,81.1688,100k
b_tip,1m,1,1f,428758,69.2728,80.9802,10k
b_tip,1m,1,47p,428957,69.1713,80.9802,10k
b_tip,1m,1,100p,429172,69.0567,80.9802,10k
b_tip,1m,1,220p,429612,68.797,80.9802,10k
b_tip,1m,1,470p,430325,68.2573,80.9802,10k
b_tip,1m,1,1n,430893,67.1403,80.9802,10k
b_tip,1m,1,1.5n,430268,66.1555,80.9803,10k
b_tip,1m,1,2.2n,427716,64.9479,80.9803,10k
b_tip,1m,1,2.7n,424986,64.2278,80.9803,10k
b_tip,1m,1,3.3n,421042,63.5244,80.9803,10k
b_tip,1m,1,4.7n,410592,62.4853,80.9804,10k
b_tip,1k,1,1f,428753,69.1864,80.9802,10k
b_tip,1k,1,47p,428953,69.0849,80.9802,10k
b_tip,1k,1,100p,429167,68.9702,80.9802,10k
b_tip,1k,1,220p,429608,68.7104,80.9802,10k
b_tip,1k,1,470p,430321,68.1706,80.9802,10k
b_tip,1k,1,1n,430889,67.0535,80.9802,10k
b_tip,1k,1,1.5n,430264,66.0688,80.9803,10k
b_tip,1k,1,2.2n,427712,64.8617,80.9803,10k
b_tip,1k,1,2.7n,424982,64.1422,80.9803,10k
b_tip,1k,1,3.3n,421038,63.4396,80.9803,10k
b_tip,1k,1,4.7n,410588,62.4026,80.9804,10k
b_tip,2.5k,1,1f,428739,69.0575,80.9802,10k
b_tip,2.5k,1,47p,428939,68.9559,80.9802,10k
b_tip,2.5k,1,100p,429153,68.8412,80.9802,10k
b_tip,2.5k,1,220p,429593,68.5812,80.9802,10k
b_tip,2.5k,1,470p,430306,68.0412,80.9802,10k
b_tip,2.5k,1,1n,430874,66.924,80.9802,10k
b_tip,2.5k,1,1.5n,430249,65.9395,80.9803,10k
b_tip,2.5k,1,2.2n,427698,64.7332,80.9803,10k
b_tip,2.5k,1,2.7n,424969,64.0144,80.9803,10k
b_tip,2.5k,1,3.3n,421025,63.3131,80.9803,10k
b_tip,2.5k,1,4.7n,410577,62.2791,80.9804,10k
b_tip,2.571k,1,1f,428738,69.0514,80.9802,10k
b_tip,2.571k,1,47p,428938,68.9498,80.9802,10k
b_tip,2.571k,1,100p,429152,68.8351,80.9802,10k
b_tip,2.571k,1,220p,429592,68.5752,80.9802,10k
b_tip,2.571k,1,470p,430305,68.0351,80.9802,10k
b_tip,2.571k,1,1n,430873,66.9179,80.9802,10k
b_tip,2.571k,1,1.5n,430248,65.9334,80.9803,10k
b_tip,2.571k,1,2.2n,427697,64.7271,80.9803,10k
b_tip,2.571k,1,2.7n,424968,64.0084,80.9803,10k
b_tip,2.571k,1,3.3n,421024,63.3071,80.9803,10k
b_tip,2.571k,1,4.7n,410576,62.2733,80.9804,10k
b_tip,2.611k,1,1f,428738,69.048,80.9802,10k
b_tip,2.611k,1,47p,428937,68.9463,80.9802,10k
b_tip,2.611k,1,100p,429152,68.8316,80.9802,10k
b_tip,2.611k,1,220p,429592,68.5717,80.9802,10k
b_tip,2.611k,1,470p,430305,68.0317,80.9802,10k
b_tip,2.611k,1,1n,430873,66.9145,80.9802,10k
b_tip,2.611k,1,1.5n,430248,65.93,80.9803,10k
b_tip,2.611k,1,2.2n,427697,64.7237,80.9803,10k
b_tip,2.611k,1,2.7n,424968,64.005,80.9803,10k
b_tip,2.611k,1,3.3n,421024,63.3038,80.9803,10k
b_tip,2.611k,1,4.7n,410576,62.27,80.9804,10k
b_max,1m,1,1f,429073,69.2788,81.1635,100k
b_max,1m,1,47p,429276,69.1762,81.1635,100k
b_max,1m,1,100p,429492,69.0604,81.1635,100k
b_max,1m,1,220p,429938,68.798,81.1635,100k
b_max,1m,1,470p,430659,68.2527,81.1635,100k
b_max,1m,1,1n,431227,67.1243,81.1635,100k
b_max,1m,1,1.5n,430584,66.1301,81.1635,100k
b_max,1m,1,2.2n,427984,64.9127,81.1635,100k
b_max,1m,1,2.7n,425204,64.1885,81.1635,100k
b_max,1m,1,3.3n,421203,63.4824,81.1634,100k
b_max,1m,1,4.7n,410631,62.444,81.1634,100k
b_max,1k,1,1f,429069,69.1988,81.1635,100k
b_max,1k,1,47p,429272,69.0961,81.1635,100k
b_max,1k,1,100p,429488,68.9803,81.1635,100k
b_max,1k,1,220p,429934,68.7178,81.1635,100k
b_max,1k,1,470p,430655,68.1724,81.1635,100k
b_max,1k,1,1n,431223,67.0439,81.1635,100k
b_max,1k,1,1.5n,430581,66.0498,81.1635,100k
b_max,1k,1,2.2n,427981,64.8329,81.1635,100k
b_max,1k,1,2.7n,425200,64.1092,81.1635,100k
b_max,1k,1,3.3n,421200,63.4038,81.1634,100k
b_max,1k,1,4.7n,410628,62.3674,81.1634,100k
b_max,2.5k,1,1f,429057,69.0792,81.1635,100k
b_max,2.5k,1,47p,429259,68.9766,81.1635,100k
b_max,2.5k,1,100p,429475,68.8607,81.1635,100k
b_max,2.5k,1,220p,429921,68.5981,81.1635,100k
b_max,2.5k,1,470p,430642,68.0525,81.1635,100k
b_max,2.5k,1,1n,431210,66.9239,81.1635,100k
b_max,2.5k,1,1.5n,430567,65.93,81.1635,100k
b_max,2.5k,1,2.2n,427968,64.7138,81.1635,100k
b_max,2.5k,1,2.7n,425188,63.9909,81.1635,100k
b_max,2.5k,1,3.3n,421188,63.2866,81.1634,100k
b_max,2.5k,1,4.7n,410618,62.2531,81.1634,100k
b_max,2.571k,1,1f,429056,69.0736,81.1635,100k
b_max,2.571k,1,47p,429258,68.971,81.1635,100k
b_max,2.571k,1,100p,429475,68.8551,81.1635,100k
b_max,2.571k,1,220p,429920,68.5925,81.1635,100k
b_max,2.571k,1,470p,430641,68.0468,81.1635,100k
b_max,2.571k,1,1n,431209,66.9182,81.1635,100k
b_max,2.571k,1,1.5n,430567,65.9244,81.1635,100k
b_max,2.571k,1,2.2n,427967,64.7082,81.1635,100k
b_max,2.571k,1,2.7n,425188,63.9853,81.1635,100k
b_max,2.571k,1,3.3n,421187,63.2811,81.1634,100k
b_max,2.571k,1,4.7n,410617,62.2477,81.1634,100k
b_max,2.611k,1,1f,429055,69.0705,81.1635,100k
b_max,2.611k,1,47p,429257,68.9678,81.1635,100k
b_max,2.611k,1,100p,429474,68.8519,81.1635,100k
b_max,2.611k,1,220p,429920,68.5893,81.1635,100k
b_max,2.611k,1,470p,430640,68.0436,81.1635,100k
b_max,2.611k,1,1n,431209,66.915,81.1635,100k
b_max,2.611k,1,1.5n,430566,65.9212,81.1635,100k
b_max,2.611k,1,2.2n,427966,64.7051,81.1635,100k
b_max,2.611k,1,2.7n,425187,63.9822,81.1635,100k
b_max,2.611k,1,3.3n,421187,63.278,81.1634,100k
b_max,2.611k,1,4.7n,410617,62.2447,81.1634,100k
b_max,1m,1,1f,428560,69.2798,80.9748,10k
b_max,1m,1,47p,428760,69.1784,80.9748,10k
b_max,1m,1,100p,428974,69.0638,80.9748,10k
b_max,1m,1,220p,429414,68.8043,80.9748,10k
b_max,1m,1,470p,430126,68.2649,80.9748,10k
b_max,1m,1,1n,430694,67.1486,80.9749,10k
b_max,1m,1,1.5n,430070,66.1643,80.9749,10k
b_max,1m,1,2.2n,427522,64.9572,80.9749,10k
b_max,1m,1,2.7n,424799,64.2371,80.9749,10k
b_max,1m,1,3.3n,420857,63.5339,80.975,10k
b_max,1m,1,4.7n,410418,62.4944,80.975,10k
b_max,1k,1,1f,428556,69.1999,80.9748,10k
b_max,1k,1,47p,428756,69.0984,80.9748,10k
b_max,1k,1,100p,428970,68.9838,80.9748,10k
b_max,1k,1,220p,429410,68.7242,80.9748,10k
b_max,1k,1,470p,430122,68.1846,80.9748,10k
b_max,1k,1,1n,430690,67.0682,80.9749,10k
b_max,1k,1,1.5n,430066,66.0841,80.9749,10k
b_max,1k,1,2.2n,427518,64.8774,80.9749,10k
b_max,1k,1,2.7n,424795,64.1578,80.9749,10k
b_max,1k,1,3.3n,420854,63.4554,80.975,10k
b_max,1k,1,4.7n,410415,62.4178,80.975,10k
b_max,2.5k,1,1f,428543,69.0805,80.9748,10k
b_max,2.5k,1,47p,428743,68.979,80.9748,10k
b_max,2.5k,1,100p,428957,68.8643,80.9748,10k
b_max,2.5k,1,220p,429397,68.6046,80.9748,10k
b_max,2.5k,1,470p,430109,68.0649,80.9748,10k
b_max,2.5k,1,1n,430677,66.9484,80.9749,10k
b_max,2.5k,1,1.5n,430053,65.9644,80.9749,10k
b_max,2.5k,1,2.2n,427505,64.7585,80.9749,10k
b_max,2.5k,1,2.7n,424783,64.0397,80.9749,10k
b_max,2.5k,1,3.3n,420842,63.3383,80.975,10k
b_max,2.5k,1,4.7n,410405,62.3036,80.975,10k
b_max,2.571k,1,1f,428542,69.0749,80.9748,10k
b_max,2.571k,1,47p,428742,68.9733,80.9748,10k
b_max,2.571k,1,100p,428956,68.8587,80.9748,10k
b_max,2.571k,1,220p,429396,68.599,80.9748,10k
b_max,2.571k,1,470p,430108,68.0592,80.9748,10k
b_max,2.571k,1,1n,430676,66.9427,80.9749,10k
b_max,2.571k,1,1.5n,430053,65.9587,80.9749,10k
b_max,2.571k,1,2.2n,427504,64.7529,80.9749,10k
b_max,2.571k,1,2.7n,424782,64.0341,80.9749,10k
b_max,2.571k,1,3.3n,420842,63.3328,80.975,10k
b_max,2.571k,1,4.7n,410404,62.2982,80.975,10k
b_max,2.611k,1,1f,428542,69.0717,80.9748,10k
b_max,2.611k,1,47p,428741,68.9702,80.9748,10k
b_max,2.611k,1,100p,428955,68.8555,80.9748,10k
b_max,2.611k,1,220p,429396,68.5958,80.9748,10k
b_max,2.611k,1,470p,430108,68.0561,80.9748,10k
b_max,2.611k,1,1n,430676,66.9395,80.9749,10k
b_max,2.611k,1,1.5n,430052,65.9556,80.9749,10k
b_max,2.611k,1,2.2n,427504,64.7497,80.9749,10k
b_max,2.611k,1,2.7n,424782,64.0309,80.9749,10k
b_max,2.611k,1,3.3n,420841,63.3297,80.975,10k
b_max,2.611k,1,4.7n,410404,62.2951,80.975,10k
xa,1m,1,1f,448944,68.5028,81.5442,100k
xa,1m,1,47p,449178,68.3945,81.5442,100k
xa,1m,1,100p,449429,68.2722,81.5442,100k
xa,1m,1,220p,449945,67.9951,81.5442,100k
xa,1m,1,470p,450778,67.4193,81.5442,100k
xa,1m,1,1n,451432,66.2306,81.5442,100k
xa,1m,1,1.5n,450679,65.1906,81.5442,100k
xa,1m,1,2.2n,447676,63.9341,81.5442,100k
xa,1m,1,2.7n,444514,63.1994,81.5442,100k
xa,1m,1,3.3n,439987,62.498,81.5442,100k
xa,1m,1,4.7n,428267,61.5118,81.5441,100k
xa,1k,1,1f,448939,68.378,81.5442,100k
xa,1k,1,47p,449174,68.2696,81.5442,100k
xa,1k,1,100p,449424,68.1473,81.5442,100k
xa,1k,1,220p,449940,67.87,81.5442,100k
xa,1k,1,470p,450774,67.294,81.5442,100k
