modo_db,vin_pk,ppk_b132_ins,ppk_b133_ins,ppk_b132_mute,ppk_b133_mute,ppk_b132_rel,ppk_b133_rel,ppk_a132_ins,ppk_a132_mute,vjm_pk_prima,vjm_max_rel,vjm_min_rel,vj1_max_rel,vj1_min_rel,ppk_f1132_ins,ppk_f1133_ins,ppk_f1132_mute
0,3.818,0.704149,0.731858,0.70674,0.706641,0.573136,0.374382,0.368499,0.368499,3.81264,5.61353,-2.06758,5.57097,-2.35567,0.704152,0.731822,0.70674
3,3.818,0.88544,0.924368,0.889262,0.886894,0.750057,0.396495,0.3685,0.3685,5.41414,7.97638,-2.9318,5.57109,-2.35576,0.704159,0.731816,0.706743
10,3.818,1.42302,1.563,1.44248,1.42601,1.42881,0.46651,0.368506,0.368506,12.0133,17.4382,-6.75931,5.57099,-2.35543,0.704166,0.731851,0.706755
0,0,0.295956,0.296231,0.295956,0.296231,0.295956,0.296231,0.295634,0.295634,9.94949E-14,1.2757E-11,-1.33876E-11,1.21921E-11,-1.25158E-11,0.295956,0.296231,0.295956
3,0,0.296157,0.296023,0.296157,0.296023,0.296157,0.296023,0.295634,0.295634,-7.73658E-07,1.77185E-11,-1.96404E-11,1.51472E-11,-1.5302E-11,0.295956,0.296231,0.295956
10,0,0.296983,0.295165,0.296983,0.295165,0.296983,0.295165,0.295634,0.295634,-1.62184E-06,5.25289E-11,-2.77559E-11,1.97526E-11,-1.14113E-11,0.295956,0.296231,0.295956
