blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F1,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.79169E-26,0,3.19284E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,2.76118E-25,0,7.64855E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,3,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.54221E-26,0,3.10873E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,4,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.78915E-26,0,3.19217E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.56441E-26,0,3.11633E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,4,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,2.71136E-25,0,7.58796E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,5,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,2.02735E-25,0,6.54749E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.56481E-26,0,3.11642E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,5,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.54256E-26,0,3.10885E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0,1,6,0.295634,0.296562,0.0202902,0.0202902,-0.0204018,-0.0204018,0.0909247,-0.00679716,0.0895156,0.0117675,0.00156296,0.00176153,0.0102714,0.0102707,0.064251,0.0208067,0.0204155,0.00923464,0.00923607,3.90974E-07,7.7074E-08,0.00426988,0.00414282,0,0,0,0,0.295634,0.295634,-0.015454,3.97257
F1,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,6.9824E-26,0,3.85248E-14,0,0.295956,0.295956,-0.0309065,3.97257
F2,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.56365E-26,0,3.11605E-14,0,0.295956,0.295956,-0.0309065,3.97257
B,0,20000,0,1,6,0.295956,0.296231,0.0202908,0.0202908,-0.0204007,-0.0204007,0.0910278,-0.006797,0.089412,0.0117673,0.00156296,0.0017615,0.0102714,0.0102707,0.0641812,0.0208418,0.02045,0.00923514,0.00923514,3.90671E-07,7.71766E-08,0.00426968,0.0041428,4.54168E-26,0,3.10855E-14,0,0.295956,0.295956,-0.0309065,3.97257
A,0,20000,0.4243,1,0,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673393,0.0895157,0.0117675,0.00156298,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91162E-07,7.7234E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408886,3.97255
F1,0,20000,0.4243,1,0,0.295949,0.296227,0.0203163,0.0202649,-0.0203863,-0.0204147,0.0910265,-0.00673385,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90859E-07,7.73367E-08,0.00426985,0.0041428,4.37573E-08,0,3.05124E-05,0,0.295948,0.295949,0.392914,3.97255
F2,0,20000,0.4243,1,0,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910265,-0.00673397,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90849E-07,7.73325E-08,0.00426985,0.0041428,2.06963E-09,0,6.63588E-06,0,0.295952,0.295952,0.392916,3.97255
B,0,20000,0.4243,1,0,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910266,-0.00673398,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90848E-07,7.73321E-08,0.00426985,0.0041428,8.94924E-10,0,4.3636E-06,0,0.295952,0.295953,0.392916,3.97255
A,0,20000,0.4243,1,1,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909234,-0.00673392,0.0895157,0.0117675,0.00156298,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91161E-07,7.72345E-08,0.00427004,0.00414282,0,0,0,0,0.295626,0.295626,0.40892,3.974
F1,0,20000,0.4243,1,1,0.295008,0.295285,0.0247973,0.0158479,-0.0159547,-0.0249112,0.0910108,-0.00667959,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102707,0.0641813,0.0208415,0.0204501,0.00947482,0.00947269,4.04806E-07,8.11232E-08,0.0042705,0.0041428,0.00191336,0,0.00638043,0,0.295008,0.295008,0.393181,3.974
F2,0,20000,0.4243,1,1,0.295008,0.295285,0.0247973,0.0158479,-0.0159547,-0.0249112,0.0910108,-0.00667959,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102707,0.0641813,0.0208415,0.0204501,0.00947482,0.00947269,4.04806E-07,8.11232E-08,0.0042705,0.0041428,0.00191336,0,0.00638043,0,0.295008,0.295008,0.393181,3.974
B,0,20000,0.4243,1,1,0.295008,0.295285,0.0247973,0.0158479,-0.0159547,-0.0249112,0.0910108,-0.00667959,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102707,0.0641813,0.0208415,0.0204501,0.00947482,0.00947269,4.04806E-07,8.11232E-08,0.0042705,0.0041428,0.00191336,0,0.00638042,0,0.295008,0.295008,0.393181,3.974
A,0,20000,0.4243,1,2,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673396,0.0895158,0.0117675,0.00156297,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91163E-07,7.72337E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408686,3.97303
F1,0,20000,0.4243,1,2,0.295008,0.295285,0.0247911,0.0158538,-0.0159612,-0.0249045,0.0910109,-0.00667948,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102706,0.0641813,0.0208415,0.0204501,0.00947482,0.00947265,4.04811E-07,8.1121E-08,0.00427052,0.0041428,0.00191318,0,0.00638012,0,0.295009,0.295008,0.393193,3.97303
F2,0,20000,0.4243,1,2,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910266,-0.00673397,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.9085E-07,7.73322E-08,0.00426985,0.0041428,2.06956E-09,0,6.63576E-06,0,0.295952,0.295952,0.393061,3.97303
B,0,20000,0.4243,1,2,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910266,-0.00673398,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90849E-07,7.73318E-08,0.00426985,0.0041428,8.94893E-10,0,4.36352E-06,0,0.295952,0.295953,0.393061,3.97303
A,0,20000,0.4243,1,3,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673396,0.0895158,0.0117675,0.00156297,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91163E-07,7.72337E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408686,3.97303
F1,0,20000,0.4243,1,3,0.295949,0.296227,0.0203163,0.0202649,-0.0203863,-0.0204147,0.0910265,-0.00673382,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90859E-07,7.73364E-08,0.00426985,0.0041428,4.37558E-08,0,3.05119E-05,0,0.295948,0.295949,0.393061,3.97303
F2,0,20000,0.4243,1,3,0.295008,0.295285,0.0247911,0.0158538,-0.0159612,-0.0249045,0.0910109,-0.00667948,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102706,0.0641813,0.0208415,0.0204501,0.00947482,0.00947265,4.04811E-07,8.1121E-08,0.00427052,0.0041428,0.00191318,0,0.00638012,0,0.295009,0.295008,0.393193,3.97303
B,0,20000,0.4243,1,3,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910266,-0.00673398,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90849E-07,7.73318E-08,0.00426985,0.0041428,8.94893E-10,0,4.36352E-06,0,0.295952,0.295953,0.393061,3.97303
A,0,20000,0.4243,1,4,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673396,0.0895158,0.0117675,0.00156297,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91163E-07,7.72337E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408686,3.97303
F1,0,20000,0.4243,1,4,0.295949,0.296227,0.0203163,0.0202649,-0.0203863,-0.0204147,0.0910265,-0.00673382,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90859E-07,7.73364E-08,0.00426985,0.0041428,4.37558E-08,0,3.05119E-05,0,0.295948,0.295949,0.393061,3.97303
F2,0,20000,0.4243,1,4,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910266,-0.00673397,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.9085E-07,7.73322E-08,0.00426985,0.0041428,2.06956E-09,0,6.63575E-06,0,0.295952,0.295952,0.393061,3.97303
B,0,20000,0.4243,1,4,0.295008,0.295285,0.0247911,0.0158538,-0.0159612,-0.0249045,0.0910109,-0.00667948,0.0894123,0.0117665,0.00156298,0.00176124,0.0102711,0.0102706,0.0641813,0.0208415,0.0204501,0.00947482,0.00947265,4.04811E-07,8.1121E-08,0.00427052,0.0041428,0.00191318,0,0.00638012,0,0.295009,0.295008,0.393193,3.97303
A,0,20000,0.4243,1,5,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673396,0.0895158,0.0117675,0.00156297,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91163E-07,7.72337E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408697,3.97288
F1,0,20000,0.4243,1,5,0.295171,0.295448,0.0239982,0.0166256,-0.0167357,-0.0241086,0.091014,-0.00669082,0.0894123,0.0117667,0.00156298,0.00176125,0.0102711,0.0102706,0.0641813,0.0208415,0.0204501,0.00939819,0.00939653,4.00698E-07,8.00666E-08,0.00427034,0.0041428,0.00130185,0,0.00526298,0,0.295172,0.295171,0.393138,3.97288
F2,0,20000,0.4243,1,5,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910266,-0.00673397,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.9085E-07,7.73322E-08,0.00426985,0.0041428,2.06956E-09,0,6.63576E-06,0,0.295952,0.295952,0.393044,3.97288
B,0,20000,0.4243,1,5,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910266,-0.00673398,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90849E-07,7.73318E-08,0.00426985,0.0041428,8.94894E-10,0,4.36352E-06,0,0.295952,0.295953,0.393044,3.97288
A,0,20000,0.4243,1,6,0.295626,0.296557,0.0203159,0.020264,-0.0203871,-0.0204161,0.0909235,-0.00673394,0.0895158,0.0117675,0.00156297,0.00176137,0.0102713,0.0102707,0.0642511,0.0208065,0.0204156,0.00923455,0.00923598,3.91163E-07,7.72338E-08,0.00427005,0.00414282,0,0,0,0,0.295626,0.295626,0.408798,3.9726
F1,0,20000,0.4243,1,6,0.295647,0.295925,0.021726,0.0188609,-0.0189783,-0.0218285,0.091022,-0.00672,0.0894122,0.0117671,0.00156297,0.0017613,0.0102712,0.0102707,0.0641813,0.0208416,0.02045,0.00925965,0.00925914,3.92807E-07,7.79579E-08,0.00426997,0.0041428,0.000195981,0,0.00204201,0,0.295648,0.295648,0.392892,3.9726
F2,0,20000,0.4243,1,6,0.295952,0.29623,0.0202996,0.0202816,-0.0203939,-0.0204072,0.0910266,-0.006734,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.9085E-07,7.73324E-08,0.00426985,0.0041428,2.06959E-09,0,6.63581E-06,0,0.295952,0.295952,0.392864,3.9726
B,0,20000,0.4243,1,6,0.295953,0.296231,0.020298,0.0202832,-0.0203928,-0.0204081,0.0910266,-0.00673401,0.0894122,0.0117673,0.00156297,0.00176133,0.0102713,0.0102707,0.0641813,0.0208416,0.02045,0.00923504,0.00923504,3.90849E-07,7.7332E-08,0.00426985,0.0041428,8.94908E-10,0,4.36356E-06,0,0.295952,0.295953,0.392864,3.9726
A,0,20000,1.4142,1,0,0.295551,0.296511,0.0203741,0.0202008,-0.0203515,-0.0204481,0.0909116,-0.00658636,0.0895171,0.0117671,0.00156307,0.0017597,0.0102699,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93092E-07,7.88447E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39907,3.9724
F1,0,20000,1.4142,1,0,0.295872,0.296183,0.0203738,0.0202024,-0.0203512,-0.0204463,0.0910141,-0.0065864,0.0894141,0.0117669,0.00156306,0.00175966,0.0102699,0.0102703,0.0641828,0.0208392,0.0204501,0.00923412,0.00923405,3.92786E-07,7.89492E-08,0.00427164,0.0041428,4.86103E-07,0,0.000101699,0,0.295872,0.295872,1.38248,3.9724
F2,0,20000,1.4142,1,0,0.295912,0.296223,0.0203183,0.0202582,-0.0203768,-0.0204215,0.0910147,-0.0065868,0.0894141,0.0117669,0.00156306,0.00175966,0.0102699,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923403,3.92682E-07,7.89026E-08,0.00427163,0.0041428,2.29917E-08,0,2.21176E-05,0,0.295912,0.295912,1.38249,3.9724
B,0,20000,1.4142,1,0,0.295916,0.296227,0.020313,0.0202635,-0.020373,-0.0204243,0.0910147,-0.00658683,0.0894141,0.0117669,0.00156306,0.00175966,0.0102699,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923404,3.92672E-07,7.88983E-08,0.00427163,0.0041428,9.94178E-09,0,1.4544E-05,0,0.295916,0.295916,1.38249,3.9724
A,0,20000,1.4142,1,1,0.295551,0.296512,0.0203741,0.0202009,-0.0203515,-0.0204481,0.0909121,-0.00658645,0.0895172,0.0117671,0.00156306,0.0017597,0.01027,0.0102703,0.0642523,0.0208044,0.0204156,0.00923363,0.00923499,3.93102E-07,7.884E-08,0.00427188,0.00414282,0,0,0,0,0.29555,0.295551,1.3984,3.99213
F1,0,20000,1.4142,1,1,0.285996,0.286298,0.0356691,0.00584292,-0.00595046,-0.0358035,0.090843,-0.00640088,0.0894164,0.011758,0.00156313,0.00175865,0.0102676,0.0102708,0.0641835,0.0208361,0.020452,0.0119355,0.0119118,5.51902E-07,1.23136E-07,0.00427957,0.0041428,0.0212476,0,0.0212621,0,0.286001,0.285996,1.38347,3.99213
F2,0,20000,1.4142,1,1,0.285996,0.286298,0.0356691,0.00584292,-0.00595046,-0.0358035,0.090843,-0.00640088,0.0894164,0.011758,0.00156313,0.00175865,0.0102676,0.0102708,0.0641835,0.0208361,0.020452,0.0119355,0.0119118,5.51902E-07,1.23136E-07,0.00427957,0.0041428,0.0212476,0,0.0212621,0,0.286001,0.285996,1.38347,3.99213
B,0,20000,1.4142,1,1,0.285996,0.286298,0.0356691,0.00584292,-0.00595046,-0.0358035,0.090843,-0.00640088,0.0894164,0.011758,0.00156313,0.00175865,0.0102676,0.0102708,0.0641835,0.0208361,0.020452,0.0119355,0.0119118,5.51902E-07,1.23136E-07,0.00427957,0.0041428,0.0212476,0,0.0212621,0,0.286001,0.285996,1.38347,3.99213
A,0,20000,1.4142,1,2,0.295551,0.296512,0.020374,0.0202008,-0.0203515,-0.0204481,0.0909117,-0.00658641,0.0895171,0.0117671,0.00156307,0.0017597,0.01027,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93094E-07,7.8844E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39879,3.97898
F1,0,20000,1.4142,1,2,0.285994,0.286295,0.03566,0.00585373,-0.00596372,-0.0357917,0.0908424,-0.00640065,0.0894164,0.011758,0.00156314,0.00175864,0.0102675,0.0102708,0.0641835,0.0208359,0.0204521,0.0119359,0.0119122,5.519E-07,1.23152E-07,0.00427951,0.0041428,0.0212507,0,0.0212637,0,0.285994,0.285993,1.38184,3.97898
F2,0,20000,1.4142,1,2,0.295912,0.296223,0.0203182,0.0202582,-0.0203768,-0.0204215,0.0910148,-0.00658695,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923403,3.92684E-07,7.8902E-08,0.00427164,0.0041428,2.29911E-08,0,2.21173E-05,0,0.295912,0.295912,1.38143,3.97898
B,0,20000,1.4142,1,2,0.295916,0.296227,0.020313,0.0202635,-0.020373,-0.0204243,0.0910148,-0.00658699,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.02045,0.00923405,0.00923404,3.92674E-07,7.88976E-08,0.00427164,0.0041428,9.9415E-09,0,1.45438E-05,0,0.295915,0.295916,1.38143,3.97898
A,0,20000,1.4142,1,3,0.295551,0.296512,0.020374,0.0202008,-0.0203515,-0.0204481,0.0909117,-0.00658641,0.0895171,0.0117671,0.00156307,0.0017597,0.01027,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93094E-07,7.8844E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39879,3.97898
F1,0,20000,1.4142,1,3,0.295872,0.296183,0.0203738,0.0202025,-0.0203512,-0.0204462,0.0910142,-0.00658655,0.0894141,0.0117669,0.00156306,0.00175966,0.0102699,0.0102703,0.0641828,0.0208392,0.0204501,0.00923412,0.00923406,3.92788E-07,7.89485E-08,0.00427165,0.0041428,4.86089E-07,0,0.000101697,0,0.295872,0.295872,1.38142,3.97898
F2,0,20000,1.4142,1,3,0.285994,0.286295,0.03566,0.00585373,-0.00596373,-0.0357917,0.0908424,-0.00640065,0.0894164,0.011758,0.00156314,0.00175864,0.0102675,0.0102708,0.0641835,0.0208359,0.0204521,0.0119359,0.0119122,5.519E-07,1.23152E-07,0.00427951,0.0041428,0.0212507,0,0.0212637,0,0.285994,0.285993,1.38184,3.97898
B,0,20000,1.4142,1,3,0.295916,0.296227,0.020313,0.0202635,-0.020373,-0.0204243,0.0910148,-0.00658699,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.02045,0.00923405,0.00923404,3.92674E-07,7.88976E-08,0.00427164,0.0041428,9.9415E-09,0,1.45438E-05,0,0.295915,0.295916,1.38143,3.97898
A,0,20000,1.4142,1,4,0.295551,0.296512,0.020374,0.0202008,-0.0203515,-0.0204481,0.0909117,-0.00658641,0.0895171,0.0117671,0.00156307,0.0017597,0.01027,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93094E-07,7.8844E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39879,3.97898
F1,0,20000,1.4142,1,4,0.295872,0.296183,0.0203738,0.0202025,-0.0203512,-0.0204462,0.0910142,-0.00658655,0.0894141,0.0117669,0.00156306,0.00175966,0.0102699,0.0102703,0.0641828,0.0208392,0.0204501,0.00923412,0.00923406,3.92788E-07,7.89485E-08,0.00427165,0.0041428,4.86089E-07,0,0.000101697,0,0.295872,0.295872,1.38143,3.97898
F2,0,20000,1.4142,1,4,0.295912,0.296223,0.0203182,0.0202582,-0.0203768,-0.0204215,0.0910148,-0.00658695,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923403,3.92684E-07,7.8902E-08,0.00427164,0.0041428,2.29911E-08,0,2.21172E-05,0,0.295912,0.295912,1.38143,3.97898
B,0,20000,1.4142,1,4,0.285994,0.286295,0.03566,0.00585372,-0.00596372,-0.0357917,0.0908424,-0.00640065,0.0894164,0.011758,0.00156314,0.00175864,0.0102675,0.0102708,0.0641835,0.0208359,0.0204521,0.0119359,0.0119122,5.519E-07,1.23152E-07,0.00427951,0.0041428,0.0212507,0,0.0212637,0,0.285994,0.285993,1.38184,3.97898
A,0,20000,1.4142,1,5,0.295551,0.296512,0.020374,0.0202008,-0.0203515,-0.0204481,0.0909117,-0.00658641,0.0895171,0.0117671,0.00156307,0.0017597,0.01027,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93093E-07,7.88439E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39879,3.9765
F1,0,20000,1.4142,1,5,0.287465,0.287767,0.0328647,0.00827595,-0.00839254,-0.0329831,0.0908751,-0.00644093,0.0894158,0.0117603,0.00156313,0.00175881,0.0102682,0.0102706,0.0641833,0.0208367,0.0204516,0.0110621,0.0110438,5.04001E-07,1.10302E-07,0.00427731,0.0041428,0.0144609,0,0.0175408,0,0.287465,0.287464,1.38156,3.9765
F2,0,20000,1.4142,1,5,0.295912,0.296223,0.0203182,0.0202582,-0.0203768,-0.0204215,0.0910148,-0.00658695,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923403,3.92684E-07,7.89019E-08,0.00427164,0.0041428,2.29911E-08,0,2.21173E-05,0,0.295912,0.295912,1.38143,3.9765
B,0,20000,1.4142,1,5,0.295916,0.296227,0.020313,0.0202635,-0.020373,-0.0204243,0.0910148,-0.00658699,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.02045,0.00923405,0.00923404,3.92674E-07,7.88975E-08,0.00427164,0.0041428,9.9415E-09,0,1.45438E-05,0,0.295915,0.295916,1.38143,3.9765
A,0,20000,1.4142,1,6,0.295551,0.296512,0.020374,0.0202008,-0.0203515,-0.0204481,0.0909117,-0.00658641,0.0895171,0.0117671,0.00156307,0.0017597,0.01027,0.0102703,0.0642523,0.0208043,0.0204158,0.00923363,0.00923499,3.93093E-07,7.88439E-08,0.00427184,0.00414282,0,0,0,0,0.295551,0.295551,1.39879,3.9729
F1,0,20000,1.4142,1,6,0.29253,0.292838,0.0250971,0.0155443,-0.0156825,-0.0251826,0.0909643,-0.00654025,0.0894146,0.011765,0.00156308,0.00175933,0.0102694,0.0102703,0.064183,0.0208384,0.0204506,0.0095077,0.00950207,4.14544E-07,8.59133E-08,0.00427305,0.0041428,0.00217708,0,0.00680595,0,0.292529,0.29253,1.38112,3.9729
F2,0,20000,1.4142,1,6,0.295912,0.296223,0.0203182,0.0202582,-0.0203768,-0.0204215,0.0910148,-0.00658695,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.0204501,0.00923405,0.00923403,3.92684E-07,7.89019E-08,0.00427164,0.0041428,2.29911E-08,0,2.21172E-05,0,0.295912,0.295912,1.38143,3.9729
B,0,20000,1.4142,1,6,0.295916,0.296227,0.020313,0.0202635,-0.020373,-0.0204243,0.0910148,-0.00658699,0.0894141,0.0117669,0.00156306,0.00175966,0.01027,0.0102703,0.0641828,0.0208392,0.02045,0.00923405,0.00923404,3.92674E-07,7.88975E-08,0.00427164,0.0041428,9.9415E-09,0,1.45438E-05,0,0.295915,0.295916,1.38143,3.9729
