cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,550445,69.2222,79.3256
1,0,1m,47p,550895,69.0835,79.3256
1,0,1m,100p,551401,68.9266,79.3256
1,0,1m,220p,552543,68.5698,79.3256
1,0,1m,470p,554901,67.8187,79.3256
1,0,1m,1n,559783,66.1931,79.3256
1,0,1m,2.2n,570276,62.348,79.3256
1,0,1m,4.7n,586785,53.8577,79.3256
1,0,430,1f,550440,69.1478,79.3256
1,0,430,47p,550890,69.0091,79.3256
1,0,430,100p,551396,68.8522,79.3256
1,0,430,220p,552538,68.4952,79.3256
1,0,430,470p,554896,67.7438,79.3256
1,0,430,1n,559778,66.1175,79.3256
1,0,430,2.2n,570270,62.2711,79.3256
1,0,430,4.7n,586779,53.7786,79.3256
1,6,1m,1f,551022,69.2211,79.4612
1,6,1m,47p,551121,69.1861,79.4612
1,6,1m,100p,551198,69.1472,79.4612
1,6,1m,220p,551230,69.0643,79.4612
1,6,1m,470p,550766,68.9319,79.4612
1,6,1m,1n,548895,68.8398,79.4612
1,6,1m,2.2n,546293,68.9305,79.4612
1,6,1m,4.7n,544917,69.0685,79.4612
1,6,430,1f,551016,69.1467,79.4612
1,6,430,47p,551116,69.1116,79.4612
1,6,430,100p,551193,69.0727,79.4612
1,6,430,220p,551225,68.9898,79.4612
1,6,430,470p,550761,68.8575,79.4612
1,6,430,1n,548890,68.7657,79.4612
1,6,430,2.2n,546288,68.8568,79.4612
1,6,430,4.7n,544912,68.9949,79.4612
1,12,1m,1f,551173,69.2208,79.4972
1,12,1m,47p,551199,69.2119,79.4972
1,12,1m,100p,551222,69.202,79.4972
1,12,1m,220p,551245,69.1803,79.4972
1,12,1m,470p,551179,69.1419,79.4972
1,12,1m,1n,550744,69.1002,79.4972
1,12,1m,2.2n,549850,69.1102,79.4972
1,12,1m,4.7n,549246,69.157,79.4972
1,12,430,1f,551168,69.1463,79.4972
1,12,430,47p,551194,69.1375,79.4972
1,12,430,100p,551217,69.1275,79.4972
1,12,430,220p,551240,69.1059,79.4972
1,12,430,470p,551174,69.0675,79.4972
1,12,430,1n,550740,69.0258,79.4972
1,12,430,2.2n,549845,69.0359,79.4972
1,12,430,4.7n,549242,69.0828,79.4972
2,0,1m,1f,552907,69.2179,79.9185
2,0,1m,47p,553365,69.0779,79.9185
2,0,1m,100p,553881,68.9197,79.9185
2,0,1m,220p,555043,68.5595,79.9185
2,0,1m,470p,557443,67.8014,79.9185
2,0,1m,1n,562418,66.1598,79.9185
2,0,1m,2.2n,573191,62.2703,79.9185
2,0,1m,4.7n,590175,53.6674,79.9184
2,0,430,1f,552902,69.1432,79.9185
2,0,430,47p,553360,69.0032,79.9185
2,0,430,100p,553875,68.8448,79.9185
2,0,430,220p,555038,68.4846,79.9185
2,0,430,470p,557438,67.7261,79.9185
2,0,430,1n,562412,66.0839,79.9185
2,0,430,2.2n,573185,62.193,79.9185
2,0,430,4.7n,590168,53.5879,79.9184
2,6,1m,1f,553484,69.217,80.063
2,6,1m,47p,553577,69.182,80.063
2,6,1m,100p,553626,69.1439,80.063
2,6,1m,220p,553531,69.0687,80.063
2,6,1m,470p,552757,68.9821,80.063
2,6,1m,1n,551086,68.9872,80.063
2,6,1m,2.2n,549728,69.0818,80.063
2,6,1m,4.7n,549198,69.1532,80.063
2,6,430,1f,553479,69.1423,80.063
2,6,430,47p,553572,69.1073,80.063
2,6,430,100p,553621,69.0691,80.063
2,6,430,220p,553526,68.9939,80.063
2,6,430,470p,552752,68.9075,80.063
2,6,430,1n,551081,68.9127,80.063
2,6,430,2.2n,549723,69.0075,80.063
2,6,430,4.7n,549193,69.079,80.063
2,12,1m,1f,553638,69.2168,80.1018
2,12,1m,47p,553663,69.2079,80.1018
2,12,1m,100p,553680,69.198,80.1018
2,12,1m,220p,553676,69.1775,80.1018
2,12,1m,470p,553522,69.148,80.1018
2,12,1m,1n,553044,69.1362,80.1018
2,12,1m,2.2n,552516,69.1623,80.1018
2,12,1m,4.7n,552274,69.1895,80.1018
2,12,430,1f,553633,69.142,80.1018
2,12,430,47p,553658,69.1331,80.1018
2,12,430,100p,553675,69.1232,80.1018
2,12,430,220p,553671,69.1027,80.1018
2,12,430,470p,553517,69.0732,80.1018
2,12,430,1n,553039,69.0615,80.1018
2,12,430,2.2n,552510,69.0877,80.1018
2,12,430,4.7n,552269,69.1149,80.1018
