cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,377297,70.9598,79.1808
1,0,1m,47p,377439,70.8712,79.1808
1,0,1m,100p,377599,70.7712,79.1808
1,0,1m,220p,377958,70.5442,79.1808
1,0,1m,470p,378693,70.0694,79.1808
1,0,1m,1n,380195,69.0548,79.1807
1,0,1m,2.2n,383364,66.7172,79.1807
1,0,1m,4.7n,388230,61.7532,79.1806
1,0,430,1f,377295,70.9088,79.1808
1,0,430,47p,377438,70.8202,79.1808
1,0,430,100p,377597,70.7201,79.1808
1,0,430,220p,377956,70.4931,79.1808
1,0,430,470p,378692,70.0182,79.1808
1,0,430,1n,380194,69.0034,79.1807
1,0,430,2.2n,383362,66.6654,79.1807
1,0,430,4.7n,388228,61.7007,79.1806
1,6,1m,1f,377677,70.955,79.3121
1,6,1m,47p,377709,70.9326,79.3121
1,6,1m,100p,377734,70.9077,79.3121
1,6,1m,220p,377747,70.8533,79.3121
1,6,1m,470p,377597,70.7554,79.3121
1,6,1m,1n,376797,70.6406,79.3121
1,6,1m,2.2n,375059,70.6573,79.3121
1,6,1m,4.7n,373786,70.798,79.312
1,6,430,1f,377676,70.9039,79.3121
1,6,430,47p,377707,70.8816,79.3121
1,6,430,100p,377732,70.8566,79.3121
1,6,430,220p,377745,70.8022,79.3121
1,6,430,470p,377595,70.7044,79.3121
1,6,430,1n,376796,70.5896,79.3121
1,6,430,2.2n,375058,70.6066,79.3121
1,6,430,4.7n,373784,70.7474,79.312
1,12,1m,1f,377777,70.9537,79.3469
1,12,1m,47p,377786,70.948,79.3469
1,12,1m,100p,377793,70.9417,79.3469
1,12,1m,220p,377801,70.9276,79.3469
1,12,1m,470p,377781,70.9009,79.3469
1,12,1m,1n,377617,70.8615,79.3469
1,12,1m,2.2n,377114,70.8462,79.3469
1,12,1m,4.7n,376606,70.8855,79.3469
1,12,430,1f,377776,70.9026,79.3469
1,12,430,47p,377784,70.897,79.3469
1,12,430,100p,377791,70.8906,79.3469
1,12,430,220p,377799,70.8766,79.3469
1,12,430,470p,377780,70.8499,79.3469
1,12,430,1n,377615,70.8105,79.3469
1,12,430,2.2n,377113,70.7952,79.3469
1,12,430,4.7n,376604,70.8345,79.3469
2,0,1m,1f,378921,70.9394,79.7541
2,0,1m,47p,379065,70.85,79.7541
2,0,1m,100p,379228,70.749,79.7541
2,0,1m,220p,379593,70.5201,79.7541
2,0,1m,470p,380345,70.0409,79.7541
2,0,1m,1n,381915,69.0151,79.7541
2,0,1m,2.2n,385140,66.6554,79.7541
2,0,1m,4.7n,390127,61.6396,79.754
2,0,430,1f,378919,70.8881,79.7541
2,0,430,47p,379064,70.7987,79.7541
2,0,430,100p,379226,70.6978,79.7541
2,0,430,220p,379591,70.4688,79.7541
2,0,430,470p,380343,69.9895,79.7541
2,0,430,1n,381913,68.9635,79.7541
2,0,430,2.2n,385139,66.6033,79.7541
2,0,430,4.7n,390125,61.5869,79.754
2,6,1m,1f,379301,70.9347,79.8935
2,6,1m,47p,379331,70.9123,79.8935
2,6,1m,100p,379347,70.8877,79.8935
2,6,1m,220p,379320,70.8361,79.8935
2,6,1m,470p,379035,70.7583,79.8935
2,6,1m,1n,378142,70.7178,79.8935
2,6,1m,2.2n,377052,70.7897,79.8935
2,6,1m,4.7n,376536,70.8762,79.8934
2,6,430,1f,379300,70.8834,79.8935
2,6,430,47p,379329,70.861,79.8935
2,6,430,100p,379346,70.8364,79.8935
2,6,430,220p,379318,70.7848,79.8935
2,6,430,470p,379034,70.7071,79.8935
2,6,430,1n,378140,70.6667,79.8935
2,6,430,2.2n,377050,70.7388,79.8935
2,6,430,4.7n,376534,70.8253,79.8934
2,12,1m,1f,379403,70.9334,79.9309
2,12,1m,47p,379411,70.9277,79.9309
2,12,1m,100p,379416,70.9214,79.9309
2,12,1m,220p,379416,70.9077,79.9309
2,12,1m,470p,379364,70.8845,79.9309
2,12,1m,1n,379141,70.8631,79.9309
2,12,1m,2.2n,378762,70.876,79.9309
2,12,1m,4.7n,378537,70.9061,79.9308
2,12,430,1f,379401,70.8821,79.9309
2,12,430,47p,379409,70.8764,79.9309
2,12,430,100p,379415,70.8701,79.9309
2,12,430,220p,379414,70.8564,79.9309
2,12,430,470p,379362,70.8332,79.9309
2,12,430,1n,379140,70.8118,79.9309
2,12,430,2.2n,378761,70.8248,79.9309
2,12,430,4.7n,378535,70.855,79.9309
