mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,727774,71.9156,80.5181,100k
0db,1m,1,47p,729074,71.7007,80.5181,100k
0db,1m,1,100p,730482,71.4563,80.5181,100k
0db,1m,1,220p,733425,70.8963,80.5181,100k
0db,1m,1,470p,738334,69.7164,80.5181,100k
0db,1m,1,1n,742541,67.3114,80.5181,100k
0db,1m,1,1.5n,738836,65.4074,80.5181,100k
0db,1m,1,2.2n,725072,63.5621,80.5181,100k
0db,1m,1,2.7n,712542,62.7693,80.5181,100k
0db,1m,1,3.3n,697079,62.2438,80.5181,100k
0db,1m,1,4.7n,665222,62.0613,80.5181,100k
0db,1m,2,1f,727774,71.9156,80.5181,100k
0db,1m,2,47p,729101,71.7006,80.5181,100k
0db,1m,2,100p,730602,71.4564,80.5181,100k
0db,1m,2,220p,734021,70.8965,80.5181,100k
0db,1m,2,470p,741222,69.6982,80.5181,100k
0db,1m,2,1n,757232,66.9933,80.5181,100k
0db,1m,2,1.5n,773054,64.2229,80.5181,100k
0db,1m,2,2.2n,796010,59.9574,80.518,100k
0db,1m,2,2.7n,812559,56.6244,80.518,100k
0db,1m,2,3.3n,831694,52.334,80.518,100k
0db,1m,2,4.7n,864485,41.7786,80.518,100k
0db,1k,1,1f,727736,71.6877,80.5181,100k
0db,1k,1,47p,729036,71.4724,80.5181,100k
0db,1k,1,100p,730444,71.2275,80.5181,100k
0db,1k,1,220p,733386,70.6668,80.5181,100k
0db,1k,1,470p,738295,69.4853,80.5181,100k
0db,1k,1,1n,742500,67.0793,80.5181,100k
0db,1k,1,1.5n,738797,65.1765,80.5181,100k
0db,1k,1,2.2n,725037,63.3354,80.5181,100k
0db,1k,1,2.7n,712510,62.5465,80.5181,100k
0db,1k,1,3.3n,697049,62.0257,80.5181,100k
0db,1k,1,4.7n,665198,61.8529,80.5181,100k
0db,1k,2,1f,727736,71.6877,80.5181,100k
0db,1k,2,47p,729063,71.4723,80.5181,100k
0db,1k,2,100p,730564,71.2276,80.5181,100k
0db,1k,2,220p,733982,70.6667,80.5181,100k
0db,1k,2,470p,741182,69.4662,80.5181,100k
0db,1k,2,1n,757188,66.7566,80.5181,100k
0db,1k,2,1.5n,773005,63.9816,80.5181,100k
0db,1k,2,2.2n,795952,59.7096,80.518,100k
0db,1k,2,2.7n,812497,56.3718,80.518,100k
0db,1k,2,3.3n,831625,52.0762,80.518,100k
0db,1k,2,4.7n,864406,41.5124,80.518,100k
0db,2.5k,1,1f,727607,71.349,80.5181,100k
0db,2.5k,1,47p,728906,71.1332,80.5181,100k
0db,2.5k,1,100p,730312,70.8877,80.5181,100k
0db,2.5k,1,220p,733253,70.3257,80.5181,100k
0db,2.5k,1,470p,738158,69.1423,80.5181,100k
0db,2.5k,1,1n,742358,66.735,80.5181,100k
0db,2.5k,1,1.5n,738662,64.8341,80.5181,100k
0db,2.5k,1,2.2n,724913,62.9995,80.5181,100k
0db,2.5k,1,2.7n,712396,62.216,80.5181,100k
0db,2.5k,1,3.3n,696946,61.702,80.5181,100k
0db,2.5k,1,4.7n,665111,61.5434,80.5181,100k
0db,2.5k,2,1f,727607,71.349,80.5181,100k
0db,2.5k,2,47p,728933,71.1331,80.5181,100k
0db,2.5k,2,100p,730433,70.8878,80.5181,100k
0db,2.5k,2,220p,733848,70.3254,80.5181,100k
0db,2.5k,2,470p,741043,69.1219,80.5181,100k
0db,2.5k,2,1n,757033,66.4058,80.5181,100k
0db,2.5k,2,1.5n,772832,63.6246,80.5181,100k
0db,2.5k,2,2.2n,795746,59.3445,80.518,100k
0db,2.5k,2,2.7n,812276,56.0007,80.518,100k
0db,2.5k,2,3.3n,831377,51.6991,80.518,100k
0db,2.5k,2,4.7n,864118,41.1275,80.518,100k
0db,2.571k,1,1f,727599,71.3331,80.5181,100k
0db,2.571k,1,47p,728897,71.1172,80.5181,100k
