pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,964281,65.296,82.1317
1,10k,47p,967171,64.9732,82.1317
1,10k,100p,970306,64.6033,82.1317
1,10k,220p,976850,63.7473,82.1317
1,10k,470p,987756,61.9164,82.1317
1,10k,1n,994131,58.33,82.1317
1,10k,1.5n,981544,55.9063,82.1318
1,10k,2.2n,950286,54.1431,82.1318
1,10k,2.7n,926772,53.6658,82.1318
1,10k,3.3n,901144,53.5713,82.1319
1,10k,4.7n,855230,54.2305,82.132
2,10k,1f,964281,65.296,82.1317
2,10k,47p,967260,64.9707,82.1317
2,10k,100p,970649,64.5989,82.1317
2,10k,220p,978475,63.7366,82.1317
2,10k,470p,995722,61.8347,82.1316
2,10k,1n,1.03633E+06,57.2647,82.1316
2,10k,1.5n,1.08031E+06,52.1059,82.1316
2,10k,2.2n,1.15018E+06,43.0879,82.1316
2,10k,2.7n,1.19943E+06,35.3765,82.1316
2,10k,3.3n,1.23916E+06,25.9649,82.1316
2,10k,4.7n,1.22168E+06,11.1107,82.1316
1,50k,1f,965528,65.3115,82.3167
1,50k,47p,968455,64.9854,82.3167
1,50k,100p,971630,64.6116,82.3167
1,50k,220p,978285,63.7457,82.3167
1,50k,470p,989328,61.8941,82.3167
1,50k,1n,995666,58.2714,82.3167
1,50k,1.5n,982771,55.8336,82.3167
1,50k,2.2n,951016,54.0754,82.3167
1,50k,2.7n,927254,53.6064,82.3167
1,50k,3.3n,901428,53.5221,82.3167
1,50k,4.7n,855286,54.1993,82.3167
2,50k,1f,965528,65.3115,82.3167
2,50k,47p,968522,64.9853,82.3167
2,50k,100p,971930,64.6126,82.3167
2,50k,220p,979835,63.7469,82.3167
2,50k,470p,997184,61.8391,82.3167
2,50k,1n,1.03816E+06,57.2482,82.3167
2,50k,1.5n,1.08264E+06,52.0565,82.3167
2,50k,2.2n,1.15351E+06,42.9539,82.3167
2,50k,2.7n,1.20338E+06,35.164,82.3167
2,50k,3.3n,1.2433E+06,25.67,82.3167
2,50k,4.7n,1.22438E+06,10.8329,82.3166
