pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,940906,69.0737,80.3525
1,10k,47p,943688,68.754,80.3525
1,10k,100p,946708,68.3885,80.3525
1,10k,220p,953014,67.5454,80.3525
1,10k,470p,963505,65.7552,80.3526
1,10k,1n,969952,62.2758,80.3526
1,10k,1.5n,958171,59.9393,80.3526
1,10k,2.2n,928050,58.2611,80.3527
1,10k,2.7n,905016,57.831,80.3527
1,10k,3.3n,879656,57.785,80.3528
1,10k,4.7n,833658,58.5363,80.3529
2,10k,1f,940906,69.0737,80.3525
2,10k,47p,943774,68.7513,80.3525
2,10k,100p,947037,68.383,80.3525
2,10k,220p,954535,67.5304,80.3525
2,10k,470p,971078,65.6536,80.3525
2,10k,1n,1.00978E+06,61.1746,80.3525
2,10k,1.5n,1.0514E+06,56.1694,80.3525
2,10k,2.2n,1.11749E+06,47.5198,80.3525
2,10k,2.7n,1.16499E+06,40.1519,80.3525
2,10k,3.3n,1.20642E+06,31.0038,80.3525
2,10k,4.7n,1.19907E+06,15.969,80.3524
1,50k,1f,942161,69.0843,80.5318
1,50k,47p,944980,68.7613,80.5318
1,50k,100p,948038,68.3919,80.5318
1,50k,220p,954424,67.5397,80.5318
1,50k,470p,965075,65.7285,80.5318
1,50k,1n,971492,62.214,80.5318
1,50k,1.5n,959416,59.864,80.5318
1,50k,2.2n,928805,58.1911,80.5318
1,50k,2.7n,905523,57.7695,80.5318
1,50k,3.3n,879960,57.734,80.5318
1,50k,4.7n,833725,58.5039,80.5318
2,50k,1f,942161,69.0843,80.5318
2,50k,47p,945044,68.761,80.5318
2,50k,100p,948325,68.3917,80.5318
2,50k,220p,955888,67.536,80.5318
2,50k,470p,972542,65.653,80.5318
2,50k,1n,1.01159E+06,61.1532,80.5318
2,50k,1.5n,1.05369E+06,56.116,80.5318
2,50k,2.2n,1.12059E+06,47.395,80.5318
2,50k,2.7n,1.16879E+06,39.9468,80.5318
2,50k,3.3n,1.21054E+06,30.7113,80.5317
2,50k,4.7n,1.2019E+06,15.6815,80.5317
