mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,870432,70.3573,80.5508,100k
0db,1m,1,47p,872647,70.0785,80.5508,100k
0db,1m,1,100p,875064,69.7595,80.5508,100k
0db,1m,1,220p,880112,69.0243,80.5508,100k
0db,1m,1,470p,888397,67.4646,80.5508,100k
0db,1m,1,1n,894177,64.3491,80.5508,100k
0db,1m,1,1.5n,885716,62.0947,80.5508,100k
0db,1m,1,2.2n,861654,60.2441,80.5508,100k
0db,1m,1,2.7n,842256,59.6232,80.5507,100k
0db,1m,1,3.3n,820220,59.3522,80.5507,100k
0db,1m,1,4.7n,778876,59.6951,80.5507,100k
0db,1m,2,1f,870432,70.3573,80.5508,100k
0db,1m,2,47p,872696,70.0785,80.5508,100k
0db,1m,2,100p,875282,69.7603,80.5508,100k
0db,1m,2,220p,881207,69.0259,80.5508,100k
0db,1m,2,470p,893925,67.4295,80.5508,100k
0db,1m,2,1n,923198,63.6949,80.5507,100k
0db,1m,2,1.5n,953582,59.6632,80.5507,100k
0db,1m,2,2.2n,1.00036E+06,52.9993,80.5507,100k
0db,1m,2,2.7n,1.03485E+06,47.4521,80.5507,100k
0db,1m,2,3.3n,1.07098E+06,40.2245,80.5507,100k
0db,1m,2,4.7n,1.09508E+06,25.3667,80.5507,100k
0db,1k,1,1f,870370,70.0851,80.5508,100k
0db,1k,1,47p,872583,69.8056,80.5508,100k
0db,1k,1,100p,874999,69.4859,80.5508,100k
0db,1k,1,220p,880046,68.7492,80.5508,100k
0db,1k,1,470p,888329,67.1871,80.5508,100k
0db,1k,1,1n,894107,64.0702,80.5508,100k
0db,1k,1,1.5n,885652,61.8184,80.5508,100k
0db,1k,1,2.2n,861598,59.9752,80.5508,100k
0db,1k,1,2.7n,842205,59.3601,80.5507,100k
0db,1k,1,3.3n,820175,59.0959,80.5507,100k
0db,1k,1,4.7n,778837,59.4514,80.5507,100k
0db,1k,2,1f,870370,70.0851,80.5508,100k
0db,1k,2,47p,872632,69.8056,80.5508,100k
0db,1k,2,100p,875217,69.4866,80.5508,100k
0db,1k,2,220p,881141,68.7504,80.5508,100k
0db,1k,2,470p,893854,67.1504,80.5508,100k
0db,1k,2,1n,923115,63.4072,80.5507,100k
0db,1k,2,1.5n,953485,59.3668,80.5507,100k
0db,1k,2,2.2n,1.00023E+06,52.6905,80.5507,100k
0db,1k,2,2.7n,1.0347E+06,47.1344,80.5507,100k
0db,1k,2,3.3n,1.07082E+06,39.8979,80.5507,100k
0db,1k,2,4.7n,1.09494E+06,25.0341,80.5507,100k
0db,2.5k,1,1f,870155,69.6813,80.5508,100k
0db,2.5k,1,47p,872360,69.401,80.5508,100k
0db,2.5k,1,100p,874774,69.0803,80.5508,100k
0db,2.5k,1,220p,879816,68.3416,80.5508,100k
0db,2.5k,1,470p,888091,66.7763,80.5508,100k
0db,2.5k,1,1n,893860,63.6581,80.5508,100k
0db,2.5k,1,1.5n,885423,61.4103,80.5508,100k
0db,2.5k,1,2.2n,861400,59.5777,80.5508,100k
0db,2.5k,1,2.7n,842026,58.971,80.5507,100k
0db,2.5k,1,3.3n,820013,58.7163,80.5507,100k
0db,2.5k,1,4.7n,778702,59.0899,80.5507,100k
0db,2.5k,2,1f,870155,69.6813,80.5508,100k
0db,2.5k,2,47p,872409,69.401,80.5508,100k
0db,2.5k,2,100p,874992,69.0809,80.5508,100k
0db,2.5k,2,220p,880909,68.3423,80.5508,100k
0db,2.5k,2,470p,893602,66.7373,80.5508,100k
0db,2.5k,2,1n,922822,62.9829,80.5507,100k
0db,2.5k,2,1.5n,953143,58.9315,80.5507,100k
0db,2.5k,2,2.2n,999789,52.2412,80.5507,100k
0db,2.5k,2,2.7n,1.03418E+06,46.6768,80.5507,100k
0db,2.5k,2,3.3n,1.07023E+06,39.4326,80.5507,100k
0db,2.5k,2,4.7n,1.09443E+06,24.5643,80.5507,100k
0db,2.571k,1,1f,870141,69.6623,80.5508,100k
0db,2.571k,1,47p,872346,69.382,80.5508,100k
0db,2.571k,1,100p,874760,69.0613,80.5508,100k
0db,2.571k,1,220p,879801,68.3224,80.5508,100k
0db,2.571k,1,470p,888076,66.7571,80.5508,100k
0db,2.571k,1,1n,893844,63.6388,80.5508,100k
0db,2.571k,1,1.5n,885408,61.3912,80.5508,100k
0db,2.571k,1,2.2n,861387,59.5591,80.5508,100k
0db,2.571k,1,2.7n,842015,58.9528,80.5507,100k
0db,2.571k,1,3.3n,820003,58.6985,80.5507,100k
0db,2.571k,1,4.7n,778694,59.0729,80.5507,100k
0db,2.571k,2,1f,870141,69.6623,80.5508,100k
0db,2.571k,2,47p,872395,69.382,80.5508,100k
0db,2.571k,2,100p,874977,69.0619,80.5508,100k
0db,2.571k,2,220p,880894,68.3231,80.5508,100k
0db,2.571k,2,470p,893586,66.7179,80.5508,100k
0db,2.571k,2,1n,922803,62.963,80.5507,100k
0db,2.571k,2,1.5n,953121,58.9112,80.5507,100k
0db,2.571k,2,2.2n,999760,52.2203,80.5507,100k
0db,2.571k,2,2.7n,1.03414E+06,46.6557,80.5507,100k
0db,2.571k,2,3.3n,1.07019E+06,39.4113,80.5507,100k
0db,2.571k,2,4.7n,1.0944E+06,24.543,80.5507,100k
0db,2.611k,1,1f,870133,69.6516,80.5508,100k
0db,2.611k,1,47p,872338,69.3713,80.5508,100k
0db,2.611k,1,100p,874751,69.0506,80.5508,100k
0db,2.611k,1,220p,879792,68.3117,80.5508,100k
0db,2.611k,1,470p,888067,66.7462,80.5508,100k
0db,2.611k,1,1n,893835,63.6279,80.5508,100k
0db,2.611k,1,1.5n,885400,61.3804,80.5508,100k
0db,2.611k,1,2.2n,861380,59.5486,80.5508,100k
0db,2.611k,1,2.7n,842008,58.9425,80.5507,100k
0db,2.611k,1,3.3n,819997,58.6884,80.5507,100k
0db,2.611k,1,4.7n,778689,59.0633,80.5507,100k
0db,2.611k,2,1f,870133,69.6516,80.5508,100k
0db,2.611k,2,47p,872386,69.3713,80.5508,100k
0db,2.611k,2,100p,874969,69.0511,80.5508,100k
0db,2.611k,2,220p,880886,68.3124,80.5508,100k
0db,2.611k,2,470p,893577,66.707,80.5508,100k
0db,2.611k,2,1n,922792,62.9518,80.5507,100k
0db,2.611k,2,1.5n,953108,58.8998,80.5507,100k
0db,2.611k,2,2.2n,999744,52.2086,80.5507,100k
0db,2.611k,2,2.7n,1.03412E+06,46.6438,80.5507,100k
0db,2.611k,2,3.3n,1.07017E+06,39.3994,80.5507,100k
0db,2.611k,2,4.7n,1.09438E+06,24.531,80.5507,100k
0db,1m,1,1f,869178,70.3423,80.348,10k
0db,1m,1,47p,871330,70.0674,80.348,10k
0db,1m,1,100p,873713,69.7521,80.348,10k
0db,1m,1,220p,878690,69.0256,80.348,10k
0db,1m,1,470p,886870,67.4849,80.3481,10k
0db,1m,1,1n,892618,64.4062,80.3481,10k
0db,1m,1,1.5n,884437,62.1677,80.3481,10k
0db,1m,1,2.2n,860816,60.318,80.3482,10k
0db,1m,1,2.7n,841672,59.6904,80.3482,10k
0db,1m,1,3.3n,819853,59.41,80.3482,10k
0db,1m,1,4.7n,778777,59.7338,80.3483,10k
0db,1m,2,1f,869178,70.3423,80.348,10k
0db,1m,2,47p,871397,70.0651,80.348,10k
0db,1m,2,100p,873968,69.7478,80.348,10k
0db,1m,2,220p,879856,69.0156,80.348,10k
0db,1m,2,470p,892455,67.4257,80.348,10k
0db,1m,2,1n,921473,63.7076,80.348,10k
0db,1m,2,1.5n,951554,59.6981,80.348,10k
0db,1m,2,2.2n,997730,53.0853,80.348,10k
0db,1m,2,2.7n,1.03167E+06,47.595,80.348,10k
0db,1m,2,3.3n,1.06738E+06,40.4364,80.348,10k
0db,1m,2,4.7n,1.09188E+06,25.6556,80.3479,10k
0db,1k,1,1f,869117,70.0705,80.348,10k
0db,1k,1,47p,871266,69.7949,80.348,10k
0db,1k,1,100p,873648,69.4789,80.348,10k
0db,1k,1,220p,878624,68.7509,80.348,10k
0db,1k,1,470p,886802,67.2079,80.3481,10k
0db,1k,1,1n,892548,64.1277,80.3481,10k
0db,1k,1,1.5n,884373,61.8918,80.3481,10k
0db,1k,1,2.2n,860759,60.0493,80.3482,10k
0db,1k,1,2.7n,841621,59.4276,80.3482,10k
0db,1k,1,3.3n,819808,59.1538,80.3482,10k
0db,1k,1,4.7n,778738,59.4901,80.3483,10k
0db,1k,2,1f,869117,70.0705,80.348,10k
0db,1k,2,47p,871333,69.7926,80.348,10k
0db,1k,2,100p,873903,69.4745,80.348,10k
0db,1k,2,220p,879791,68.7406,80.348,10k
0db,1k,2,470p,892383,67.147,80.348,10k
0db,1k,2,1n,921390,63.4204,80.348,10k
0db,1k,2,1.5n,951458,59.4023,80.348,10k
0db,1k,2,2.2n,997609,52.777,80.348,10k
0db,1k,2,2.7n,1.03153E+06,47.2783,80.348,10k
0db,1k,2,3.3n,1.06722E+06,40.1108,80.348,10k
0db,1k,2,4.7n,1.09174E+06,25.3239,80.3479,10k
0db,2.5k,1,1f,868902,69.6672,80.348,10k
0db,2.5k,1,47p,871044,69.3909,80.348,10k
0db,2.5k,1,100p,873424,69.074,80.348,10k
0db,2.5k,1,220p,878395,68.344,80.348,10k
0db,2.5k,1,470p,886565,66.7977,80.3481,10k
0db,2.5k,1,1n,892302,63.7163,80.3481,10k
0db,2.5k,1,1.5n,884145,61.4843,80.3481,10k
0db,2.5k,1,2.2n,860561,59.6522,80.3482,10k
0db,2.5k,1,2.7n,841442,59.0388,80.3482,10k
0db,2.5k,1,3.3n,819646,58.7744,80.3482,10k
0db,2.5k,1,4.7n,778604,59.1287,80.3483,10k
0db,2.5k,2,1f,868902,69.6672,80.348,10k
0db,2.5k,2,47p,871111,69.3886,80.348,10k
0db,2.5k,2,100p,873679,69.0695,80.348,10k
0db,2.5k,2,220p,879560,68.3331,80.348,10k
0db,2.5k,2,470p,892133,66.7346,80.348,10k
0db,2.5k,2,1n,921099,62.9968,80.348,10k
0db,2.5k,2,1.5n,951118,58.9679,80.348,10k
0db,2.5k,2,2.2n,997175,52.3282,80.348,10k
0db,2.5k,2,2.7n,1.031E+06,46.8219,80.348,10k
0db,2.5k,2,3.3n,1.06664E+06,39.6469,80.348,10k
0db,2.5k,2,4.7n,1.09123E+06,24.8553,80.3479,10k
0db,2.571k,1,1f,868889,69.6483,80.348,10k
0db,2.571k,1,47p,871030,69.372,80.348,10k
0db,2.571k,1,100p,873409,69.055,80.348,10k
0db,2.571k,1,220p,878380,68.3249,80.348,10k
0db,2.571k,1,470p,886550,66.7785,80.3481,10k
0db,2.571k,1,1n,892287,63.697,80.3481,10k
0db,2.571k,1,1.5n,884130,61.4652,80.3481,10k
0db,2.571k,1,2.2n,860548,59.6336,80.3482,10k
0db,2.571k,1,2.7n,841430,59.0205,80.3482,10k
0db,2.571k,1,3.3n,819636,58.7566,80.3482,10k
0db,2.571k,1,4.7n,778595,59.1117,80.3483,10k
0db,2.571k,2,1f,868889,69.6483,80.348,10k
0db,2.571k,2,47p,871097,69.3696,80.348,10k
0db,2.571k,2,100p,873664,69.0504,80.348,10k
0db,2.571k,2,220p,879545,68.314,80.348,10k
0db,2.571k,2,470p,892117,66.7152,80.348,10k
0db,2.571k,2,1n,921080,62.977,80.348,10k
0db,2.571k,2,1.5n,951096,58.9476,80.348,10k
0db,2.571k,2,2.2n,997148,52.3074,80.348,10k
0db,2.571k,2,2.7n,1.03097E+06,46.8009,80.348,10k
0db,2.571k,2,3.3n,1.0666E+06,39.6257,80.348,10k
0db,2.571k,2,4.7n,1.0912E+06,24.834,80.3479,10k
0db,2.611k,1,1f,868881,69.6376,80.348,10k
0db,2.611k,1,47p,871022,69.3613,80.348,10k
0db,2.611k,1,100p,873401,69.0443,80.348,10k
0db,2.611k,1,220p,878372,68.3141,80.348,10k
0db,2.611k,1,470p,886541,66.7677,80.3481,10k
0db,2.611k,1,1n,892278,63.6861,80.3481,10k
0db,2.611k,1,1.5n,884122,61.4544,80.3481,10k
0db,2.611k,1,2.2n,860541,59.6231,80.3482,10k
0db,2.611k,1,2.7n,841424,59.0102,80.3482,10k
0db,2.611k,1,3.3n,819630,58.7465,80.3482,10k
0db,2.611k,1,4.7n,778590,59.1021,80.3483,10k
0db,2.611k,2,1f,868881,69.6376,80.348,10k
0db,2.611k,2,47p,871089,69.3589,80.348,10k
0db,2.611k,2,100p,873656,69.0397,80.348,10k
0db,2.611k,2,220p,879537,68.3032,80.348,10k
0db,2.611k,2,470p,892108,66.7043,80.348,10k
0db,2.611k,2,1n,921069,62.9658,80.348,10k
0db,2.611k,2,1.5n,951084,58.9362,80.348,10k
0db,2.611k,2,2.2n,997132,52.2957,80.348,10k
0db,2.611k,2,2.7n,1.03095E+06,46.7891,80.348,10k
0db,2.611k,2,3.3n,1.06658E+06,39.6137,80.348,10k
0db,2.611k,2,4.7n,1.09118E+06,24.822,80.3479,10k
3db,1m,1,1f,871948,73.962,78.7857,100k
3db,1m,1,47p,874293,73.669,78.7857,100k
3db,1m,1,100p,876836,73.3351,78.7857,100k
3db,1m,1,220p,882153,72.568,78.7857,100k
3db,1m,1,470p,890885,70.9541,78.7857,100k
3db,1m,1,1n,896998,67.7944,78.7857,100k
3db,1m,1,1.5n,887967,65.5969,78.7857,100k
3db,1m,1,2.2n,862595,63.9133,78.7857,100k
3db,1m,1,2.7n,842210,63.4283,78.7857,100k
3db,1m,1,3.3n,819085,63.3114,78.7857,100k
3db,1m,1,4.7n,775681,63.942,78.7857,100k
3db,1m,2,1f,871948,73.962,78.7857,100k
