cella,gruppo,variante,gm,f_hz,amp,rl,grandezza,uscita,picco,t_picco,soglia,esito,esiti
gm0x10_20k_c,1,ldr_v4_td6_BB,0a10,20000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
gm0x10_20k_c,1,ldr_v4_td6_BB,0a10,20000,3.818,100k,B2,MAINJACK,1.351e-06,8.026927,0.0001,regge,sotto
mh2_20k,4,ldr_v4_td6_BB_h2,10,20000,3.818,100k,S_ins,MAINJACK,6.609,6.038000,20.0,regge,sotto
mh2_20k,4,ldr_v4_td6_BB_h2,10,20000,3.818,100k,S_rel,MAINJACK,6.124,10.332000,20.0,regge,sotto
mh2_20k,4,ldr_v4_td6_BB_h2,10,20000,3.818,100k,B2,MAINJACK,2.702e-05,7.520031,0.0001,regge,sotto
