pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,804478,68.14,81.5084
1,10k,47p,806181,67.8921,81.5084
1,10k,100p,808027,67.6098,81.5084
1,10k,220p,811886,66.9615,81.5084
1,10k,470p,818437,65.5889,81.5084
1,10k,1n,823622,62.8303,81.5085
1,10k,1.5n,818024,60.75,81.5085
1,10k,2.2n,799728,58.9051,81.5085
1,10k,2.7n,783988,58.2122,81.5086
1,10k,3.3n,765365,57.8397,81.5086
1,10k,4.7n,728832,57.9897,81.5087
2,10k,1f,804478,68.14,81.5084
2,10k,47p,806232,67.89,81.5084
2,10k,100p,808219,67.6056,81.5084
2,10k,220p,812756,66.9515,81.5084
2,10k,470p,822634,65.535,81.5084
2,10k,1n,844689,62.2923,81.5084
2,10k,1.5n,867045,58.8892,81.5084
2,10k,2.2n,900576,53.4736,81.5083
2,10k,2.7n,925165,49.1133,81.5083
2,10k,3.3n,953030,43.4168,81.5083
2,10k,4.7n,989865,30.0979,81.5083
1,50k,1f,805486,68.1499,81.6919
1,50k,47p,807210,67.8995,81.6919
1,50k,100p,809079,67.6142,81.6919
1,50k,220p,812990,66.9591,81.6919
1,50k,470p,819640,65.571,81.6919
1,50k,1n,824832,62.7844,81.6919
1,50k,1.5n,819076,60.6886,81.6919
1,50k,2.2n,800456,58.8405,81.6919
1,50k,2.7n,784514,58.152,81.6919
1,50k,3.3n,765710,57.7867,81.6919
1,50k,4.7n,728940,57.9529,81.6919
2,50k,1f,805486,68.1499,81.6919
2,50k,47p,807248,67.8992,81.6919
2,50k,100p,809245,67.6141,81.6919
2,50k,220p,813832,66.9576,81.6919
2,50k,470p,823765,65.537,81.6919
2,50k,1n,845985,62.2826,81.6919
2,50k,1.5n,868530,58.8645,81.6919
2,50k,2.2n,902425,53.417,81.6919
2,50k,2.7n,927288,49.0268,81.6918
2,50k,3.3n,955480,43.286,81.6918
2,50k,4.7n,992504,29.8785,81.6918
