pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,652742,71.3288,80.0078
1,10k,47p,653508,71.1545,80.0078
1,10k,100p,654331,70.9573,80.0078
1,10k,220p,656022,70.5094,80.0078
1,10k,470p,658723,69.5796,80.0078
1,10k,1n,660506,67.7141,80.0079
1,10k,1.5n,657480,66.2201,80.0079
1,10k,2.2n,647596,64.7013,80.0079
1,10k,2.7n,638443,64.001,80.008
1,10k,3.3n,626758,63.4976,80.008
1,10k,4.7n,601382,63.2265,80.0081
2,10k,1f,652742,71.3288,80.0078
2,10k,47p,653533,71.1528,80.0078
2,10k,100p,654425,70.9534,80.0078
2,10k,220p,656443,70.4987,80.0078
2,10k,470p,660637,69.5363,80.0078
2,10k,1n,669686,67.4194,80.0078
2,10k,1.5n,678107,65.3355,80.0078
2,10k,2.2n,689664,62.2749,80.0078
2,10k,2.7n,697564,59.9949,80.0078
2,10k,3.3n,706284,57.1798,80.0077
2,10k,4.7n,721959,50.4416,80.0077
1,50k,1f,653518,71.3283,80.1723
1,50k,47p,654294,71.1523,80.1723
1,50k,100p,655127,70.9531,80.1723
1,50k,220p,656837,70.5007,80.1723
1,50k,470p,659567,69.5614,80.1723
1,50k,1n,661362,67.6772,80.1723
1,50k,1.5n,658245,66.172,80.1723
1,50k,2.2n,648199,64.6462,80.1723
1,50k,2.7n,638915,63.9466,80.1723
1,50k,3.3n,627099,63.4467,80.1723
1,50k,4.7n,601522,63.187,80.1723
2,50k,1f,653518,71.3283,80.1723
2,50k,47p,654313,71.1519,80.1723
2,50k,100p,655209,70.952,80.1723
2,50k,220p,657237,70.4962,80.1723
2,50k,470p,661471,69.5307,80.1723
2,50k,1n,670567,67.408,80.1722
2,50k,1.5n,679060,65.3167,80.1722
2,50k,2.2n,690680,62.2463,80.1722
2,50k,2.7n,698659,59.9566,80.1722
2,50k,3.3n,707430,57.131,80.1722
2,50k,4.7n,723231,50.3637,80.1722
