cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
1,1000,470k,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80203,3.81033,1.14876E-05
1,1000,470k,f1,0.0203191,0.0202224,-0.0203106,-0.020449,1,3.80203,3.81033,1.14876E-05
1,1000,470k,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80203,3.81033,1.14876E-05
1,1000,10k,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80203,3.81033,0.000274435
1,1000,10k,f1,0.0205022,0.0200372,-0.0202643,-0.0204958,1,3.80203,3.81033,0.000274435
1,1000,10k,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80203,3.81033,0.000274435
1,1000,1k,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80204,3.81034,0.00258084
1,1000,1k,f1,0.022096,0.0183947,-0.0186675,-0.0221464,1,3.80204,3.81034,0.00258084
1,1000,1k,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80204,3.81034,0.00258084
1,1000,100,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80215,3.81046,0.017886
1,1000,100,f1,0.0331201,0.00796335,-0.00816506,-0.0331844,1,3.80215,3.81046,0.017886
1,1000,100,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80215,3.81046,0.017886
1,1000,47,a,0.0205028,0.0200366,-0.020264,-0.0204971,1,3.80211,3.81042,0.0270327
1,1000,47,f1,0.0402285,0.00232001,-0.00246786,-0.0403233,1,3.80211,3.81042,0.0270327
1,1000,47,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80211,3.81042,0.0270327
1,1000,22,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80205,3.81036,0.0351319
1,1000,22,f1,0.0491288,1.80368E-05,-2.46266E-05,-0.0494005,1,3.80205,3.81036,0.0351319
