cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
1,1000,22,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80205,3.81036,0.0351319
1,1000,10,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80201,3.81032,0.0407219
1,1000,10,f1,0.0569245,5.01235E-07,-5.88921E-07,-0.0572474,1,3.80201,3.81032,0.0407219
1,1000,10,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80201,3.81032,0.0407219
1,1000,1,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80198,3.81028,0.0459548
1,1000,1,f1,0.0642471,-9.55231E-09,-3.3411E-08,-0.0646123,0,3.80198,3.81028,0.0459548
1,1000,1,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80198,3.81028,0.0459548
1,1000,0.01,a,0.0205028,0.0200366,-0.020264,-0.0204972,1,3.80198,3.81028,0.0465936
1,1000,0.01,f1,0.0651354,-3.84703E-08,9.32951E-09,-0.0655058,0,3.80198,3.81028,0.0465936
1,1000,0.01,f2,0.0203527,0.0201885,-0.0203445,-0.0204163,1,3.80198,3.81028,0.0465936
1,20000,470k,a,0.0205032,0.0200365,-0.0202584,-0.0205176,1,3.80383,3.8169,1.14955E-05
1,20000,470k,f1,0.0203235,0.0202222,-0.020296,-0.0204691,1,3.80383,3.8169,1.14955E-05
1,20000,470k,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80383,3.8169,1.14955E-05
1,20000,10k,a,0.0205032,0.0200365,-0.0202584,-0.0205176,1,3.80383,3.8169,0.000274629
1,20000,10k,f1,0.0205034,0.0200375,-0.0202579,-0.0205161,1,3.80383,3.8169,0.000274629
1,20000,10k,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80383,3.8169,0.000274629
1,20000,1k,a,0.0205032,0.0200365,-0.0202584,-0.0205176,1,3.80387,3.81688,0.00258586
1,20000,1k,f1,0.0221222,0.0184175,-0.0186404,-0.0221247,1,3.80387,3.81688,0.00258586
1,20000,1k,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80387,3.81688,0.00258586
1,20000,100,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80407,3.81646,0.0183788
1,20000,100,f1,0.0334844,0.0076497,-0.00784087,-0.0335329,1,3.80407,3.81646,0.0183788
1,20000,100,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80407,3.81646,0.0183788
1,20000,47,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80406,3.81653,0.028733
1,20000,47,f1,0.0417333,0.00142399,-0.00156498,-0.0418509,1,3.80406,3.81653,0.028733
1,20000,47,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80406,3.81653,0.028733
1,20000,22,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80405,3.81662,0.039129
1,20000,22,f1,0.0546934,-9.59937E-06,8.77051E-06,-0.0550504,0,3.80405,3.81662,0.039129
1,20000,22,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80405,3.81662,0.039129
1,20000,10,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80403,3.81668,0.0473413
1,20000,10,f1,0.066173,-2.25998E-05,2.22815E-05,-0.0666477,0,3.80403,3.81668,0.0473413
1,20000,10,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80403,3.81668,0.0473413
1,20000,1,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80401,3.81672,0.056172
1,20000,1,f1,0.0785125,-2.98232E-05,2.93497E-05,-0.0791706,0,3.80401,3.81672,0.056172
1,20000,1,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80401,3.81672,0.056172
1,20000,0.01,a,0.0205032,0.0200366,-0.0202584,-0.0205176,1,3.80401,3.81672,0.0573478
1,20000,0.01,f1,0.0801552,-3.05554E-05,3.00452E-05,-0.0808428,0,3.80401,3.81672,0.0573478
1,20000,0.01,f2,0.0203546,0.0201884,-0.0203247,-0.0204535,1,3.80401,3.81672,0.0573478
2,1000,470k,a,0.0205525,0.0199866,-0.0202139,-0.0205471,1,3.80202,3.81069,1.14888E-05
2,1000,470k,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80202,3.81069,1.14888E-05
2,1000,470k,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80202,3.81069,1.14888E-05
2,1000,10k,a,0.0207358,0.0198016,-0.0200294,-0.0207323,1,3.802,3.81067,0.000274467
2,1000,10k,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.802,3.81067,0.000274467
2,1000,10k,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.802,3.81067,0.000274467
2,1000,1k,a,0.0223309,0.0181603,-0.0184337,-0.0223843,1,3.80194,3.8106,0.00258114
2,1000,1k,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80194,3.8106,0.00258114
2,1000,1k,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80194,3.8106,0.00258114
2,1000,100,a,0.0333629,0.00774688,-0.00794875,-0.0334309,1,3.80156,3.81027,0.0179038
2,1000,100,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80156,3.81027,0.0179038
2,1000,100,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80156,3.81027,0.0179038
2,1000,47,a,0.0404984,0.00214694,-0.00229339,-0.0405988,1,3.80149,3.81018,0.0270134
2,1000,47,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80149,3.81018,0.0270134
2,1000,47,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80149,3.81018,0.0270134
2,1000,22,a,0.049543,1.3531E-05,-1.85903E-05,-0.0498222,1,3.80154,3.81022,0.0351175
2,1000,22,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80154,3.81022,0.0351175
2,1000,22,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80154,3.81022,0.0351175
2,1000,10,a,0.0573325,4.40592E-07,-5.21213E-07,-0.0576615,1,3.80163,3.8103,0.0407133
2,1000,10,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80163,3.8103,0.0407133
2,1000,10,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80163,3.8103,0.0407133
2,1000,1,a,0.0646338,-4.37417E-08,-3.10797E-10,-0.0650051,0,3.8016,3.81026,0.0459528
2,1000,1,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.8016,3.81026,0.0459528
2,1000,1,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.8016,3.81026,0.0459528
2,1000,0.01,a,0.0655271,-6.81991E-08,3.49053E-08,-0.0659035,0,3.80159,3.81025,0.0465923
2,1000,0.01,f1,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80159,3.81025,0.0465923
2,1000,0.01,f2,0.0203111,0.0202305,-0.0203026,-0.0204571,1,3.80159,3.81025,0.0465923
2,20000,470k,a,0.0205529,0.0199866,-0.0202095,-0.0205613,1,3.80382,3.81516,1.1491E-05
2,20000,470k,f1,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80382,3.81516,1.1491E-05
2,20000,470k,f2,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80382,3.81516,1.1491E-05
2,20000,10k,a,0.0207367,0.019802,-0.0200262,-0.0207382,1,3.80382,3.81516,0.000274521
2,20000,10k,f1,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80382,3.81516,0.000274521
2,20000,10k,f2,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80382,3.81516,0.000274521
2,20000,1k,a,0.0223566,0.0181841,-0.0184074,-0.0223617,1,3.80375,3.81509,0.00258485
2,20000,1k,f1,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80375,3.81509,0.00258485
2,20000,1k,f2,0.0203168,0.0202303,-0.0202888,-0.0204746,1,3.80375,3.81509,0.00258485
2,20000,100,a,0.0337273,0.00743606,-0.00762444,-0.0337787,1,3.8035,3.81484,0.0183719
2,20000,100,f1,0.0203168,0.0202303,-0.0202888,-0.0204745,1,3.8035,3.81484,0.0183719
2,20000,100,f2,0.0203168,0.0202303,-0.0202888,-0.0204745,1,3.8035,3.81484,0.0183719
2,20000,47,a,0.0420313,0.00127297,-0.00140905,-0.0421546,1,3.80337,3.81471,0.0287209
2,20000,47,f1,0.0203168,0.0202303,-0.0202888,-0.0204745,1,3.80337,3.81471,0.0287209
2,20000,47,f2,0.0203168,0.0202303,-0.0202888,-0.0204745,1,3.80337,3.81471,0.0287209
2,20000,22,a,0.0551443,-1.04746E-05,9.61508E-06,-0.0555023,0,3.80367,3.81499,0.0391126
2,20000,22,f1,0.020317,0.0202303,-0.0202884,-0.0204743,1,3.80367,3.81499,0.0391126
2,20000,22,f2,0.020317,0.0202303,-0.0202884,-0.0204743,1,3.80367,3.81499,0.0391126
2,20000,10,a,0.0666176,-2.29769E-05,2.26388E-05,-0.0670936,0,3.80337,3.81469,0.0473218
2,20000,10,f1,0.0203168,0.0202303,-0.0202882,-0.0204746,1,3.80337,3.81469,0.0473218
2,20000,10,f2,0.0203168,0.0202303,-0.0202882,-0.0204746,1,3.80337,3.81469,0.0473218
2,20000,1,a,0.0789449,-2.99785E-05,2.95003E-05,-0.0796051,0,3.80337,3.81465,0.0561489
2,20000,1,f1,0.0203168,0.0202303,-0.020288,-0.0204751,1,3.80337,3.81465,0.0561489
2,20000,1,f2,0.0203168,0.0202303,-0.020288,-0.0204751,1,3.80337,3.81465,0.0561489
2,20000,0.01,a,0.0805854,-3.08909E-05,3.03578E-05,-0.0812756,0,3.80336,3.81464,0.0573243
2,20000,0.01,f1,0.0203168,0.0202303,-0.020288,-0.0204751,1,3.80336,3.81464,0.0573243
2,20000,0.01,f2,0.0203168,0.0202303,-0.020288,-0.0204751,1,3.80336,3.81464,0.0573243
