pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,796147,69.4849,80.0512
1,10k,47p,797538,69.2568,80.0512
1,10k,100p,799032,68.998,80.0512
1,10k,220p,802099,68.4077,80.0512
1,10k,470p,806931,67.1789,80.0512
1,10k,1n,809478,64.7651,80.0512
1,10k,1.5n,803074,62.9757,80.0513
1,10k,2.2n,785472,61.4036,80.0513
1,10k,2.7n,770724,60.8226,80.0514
1,10k,3.3n,753343,60.5267,80.0514
1,10k,4.7n,719116,60.7409,80.0515
2,10k,1f,796147,69.4849,80.0512
2,10k,47p,797583,69.2546,80.0512
2,10k,100p,799208,68.9931,80.0512
2,10k,220p,802899,68.394,80.0512
2,10k,470p,810647,67.1135,80.0512
2,10k,1n,827650,64.237,80.0512
2,10k,1.5n,844161,61.3128,80.0512
2,10k,2.2n,867451,56.8665,80.0512
2,10k,2.7n,883656,53.4475,80.0511
2,10k,3.3n,901409,49.1404,80.0511
2,10k,4.7n,927342,39.0217,80.0511
1,50k,1f,797120,69.4875,80.2153
1,50k,47p,798528,69.2571,80.2153
1,50k,100p,800040,68.9956,80.2153
1,50k,220p,803144,68.3992,80.2153
1,50k,470p,808026,67.1577,80.2153
1,50k,1n,810553,64.7206,80.2153
1,50k,1.5n,804003,62.9187,80.2153
1,50k,2.2n,786117,61.3444,80.2153
1,50k,2.7n,771191,60.7673,80.2153
1,50k,3.3n,753648,60.4779,80.2153
1,50k,4.7n,719208,60.7068,80.2153
2,50k,1f,797120,69.4875,80.2153
2,50k,47p,798563,69.2566,80.2153
2,50k,100p,800195,68.9945,80.2153
2,50k,220p,803905,68.3938,80.2153
2,50k,470p,811692,67.1099,80.2152
2,50k,1n,828815,64.2238,80.2152
2,50k,1.5n,845459,61.2883,80.2152
2,50k,2.2n,868940,56.8224,80.2152
2,50k,2.7n,885306,53.3852,80.2152
2,50k,3.3n,903240,49.0532,80.2152
2,50k,4.7n,929341,38.8812,80.2152
