carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,950158,67.6676,80.9439
1,1m,47p,953044,67.3442,80.9439
1,1m,100p,956360,66.9739,80.9439
1,1m,220p,964102,66.1132,80.9439
1,1m,470p,980865,64.2252,80.9439
1,1m,1n,1.02032E+06,59.7036,80.9439
1,1m,2.2n,1.13072E+06,45.8114,80.9438
1,1m,4.7n,1.20807E+06,14.0916,80.9438
1,430,1f,950134,67.5396,80.9439
1,430,47p,953020,67.2158,80.9439
1,430,100p,956335,66.8451,80.9439
1,430,220p,964076,65.9834,80.9439
1,430,470p,980837,64.0932,80.9439
1,430,1n,1.02029E+06,59.5666,80.9439
1,430,2.2n,1.13066E+06,45.6611,80.9438
1,430,4.7n,1.20803E+06,13.9318,80.9438
2,1m,1f,949210,67.678,80.8403
2,1m,47p,952084,67.3554,80.8403
2,1m,100p,955362,66.9866,80.8403
2,1m,220p,963070,66.1282,80.8403
2,1m,470p,979727,64.2464,80.8403
2,1m,1n,1.01895E+06,59.7415,80.8403
2,1m,2.2n,1.1283E+06,45.9388,80.8403
2,1m,4.7n,1.20637E+06,14.3016,80.8402
2,430,1f,949186,67.5501,80.8403
2,430,47p,952060,67.2271,80.8403
2,430,100p,955337,66.8579,80.8403
2,430,220p,963044,65.9986,80.8403
2,430,470p,979699,64.1146,80.8403
2,430,1n,1.01891E+06,59.6047,80.8403
2,430,2.2n,1.12825E+06,45.7888,80.8403
2,430,4.7n,1.20632E+06,14.1421,80.8402
