mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,692429,72.414,79.6305,100k
0db,1m,1,47p,693339,72.2293,79.6305,100k
0db,1m,1,100p,694315,72.0199,79.6305,100k
0db,1m,1,220p,696319,71.5422,79.6305,100k
0db,1m,1,470p,699500,70.5434,79.6305,100k
0db,1m,1,1n,701432,68.5216,79.6305,100k
0db,1m,1,1.5n,697585,66.9003,79.6304,100k
0db,1m,1,2.2n,685879,65.2581,79.6304,100k
0db,1m,1,2.7n,675320,64.5062,79.6304,100k
0db,1m,1,3.3n,662261,63.9596,79.6304,100k
0db,1m,1,4.7n,634809,63.6277,79.6304,100k
0db,1m,2,1f,692429,72.414,79.6305,100k
0db,1m,2,47p,693361,72.2292,79.6305,100k
0db,1m,2,100p,694412,72.0197,79.6305,100k
0db,1m,2,220p,696793,71.5413,79.6305,100k
0db,1m,2,470p,701752,70.5256,79.6304,100k
0db,1m,2,1n,712331,68.2836,79.6304,100k
0db,1m,2,1.5n,722316,66.0554,79.6304,100k
0db,1m,2,2.2n,736105,62.7506,79.6304,100k
0db,1m,2,2.7n,745493,60.2692,79.6304,100k
0db,1m,2,3.3n,755886,57.1806,79.6304,100k
0db,1m,2,4.7n,773799,49.7556,79.6304,100k
0db,1k,1,1f,692397,72.1968,79.6305,100k
0db,1k,1,47p,693306,72.0119,79.6305,100k
0db,1k,1,100p,694282,71.8021,79.6305,100k
0db,1k,1,220p,696286,71.3239,79.6305,100k
0db,1k,1,470p,699466,70.3241,79.6305,100k
0db,1k,1,1n,701398,68.3019,79.6305,100k
0db,1k,1,1.5n,697552,66.6818,79.6304,100k
0db,1k,1,2.2n,685849,65.0433,79.6304,100k
0db,1k,1,2.7n,675293,64.2945,79.6304,100k
0db,1k,1,3.3n,662236,63.752,79.6304,100k
0db,1k,1,4.7n,634788,63.4285,79.6304,100k
0db,1k,2,1f,692397,72.1968,79.6305,100k
0db,1k,2,47p,693328,72.0117,79.6305,100k
0db,1k,2,100p,694379,71.802,79.6305,100k
0db,1k,2,220p,696760,71.3228,79.6305,100k
0db,1k,2,470p,701718,70.3057,79.6304,100k
0db,1k,2,1n,712294,68.0605,79.6304,100k
0db,1k,2,1.5n,722278,65.8294,79.6304,100k
0db,1k,2,2.2n,736063,62.5205,79.6304,100k
0db,1k,2,2.7n,745448,60.0365,79.6304,100k
0db,1k,2,3.3n,755839,56.9449,79.6304,100k
0db,1k,2,4.7n,773748,49.515,79.6304,100k
0db,2.5k,1,1f,692285,71.8738,79.6305,100k
