mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,827668,71.1988,79.6571,100k
0db,1m,1,47p,829200,70.9639,79.6571,100k
0db,1m,1,100p,830844,70.6967,79.6571,100k
0db,1m,1,220p,834280,70.0828,79.6571,100k
0db,1m,1,470p,839688,68.7933,79.6571,100k
0db,1m,1,1n,842224,66.2354,79.6571,100k
0db,1m,1,1.5n,834572,64.333,79.6571,100k
0db,1m,1,2.2n,814745,62.6529,79.6571,100k
0db,1m,1,2.7n,798637,62.0175,79.6571,100k
0db,1m,1,3.3n,779982,61.67,79.6571,100k
0db,1m,1,4.7n,744086,61.7865,79.6571,100k
0db,1m,2,1f,827668,71.1988,79.6571,100k
0db,1m,2,47p,829238,70.9638,79.6571,100k
0db,1m,2,100p,831013,70.6969,79.6571,100k
0db,1m,2,220p,835139,70.0823,79.6571,100k
0db,1m,2,470p,843859,68.7636,79.6571,100k
0db,1m,2,1n,862955,65.7839,79.657,100k
0db,1m,2,1.5n,881636,62.7243,79.657,100k
0db,1m,2,2.2n,908158,58.0147,79.657,100k
0db,1m,2,2.7n,926590,54.3545,79.657,100k
0db,1m,2,3.3n,946500,49.7157,79.657,100k
0db,1m,2,4.7n,972421,38.9219,79.657,100k
0db,1k,1,1f,827614,70.9395,79.6571,100k
0db,1k,1,47p,829145,70.7041,79.6571,100k
0db,1k,1,100p,830789,70.4364,79.6571,100k
0db,1k,1,220p,834223,69.8216,79.6571,100k
0db,1k,1,470p,839630,68.5305,79.6571,100k
0db,1k,1,1n,842166,65.972,79.6571,100k
0db,1k,1,1.5n,834517,64.072,79.6571,100k
0db,1k,1,2.2n,814696,62.398,79.6571,100k
0db,1k,1,2.7n,798593,61.7676,79.6571,100k
0db,1k,1,3.3n,779942,61.4257,79.6571,100k
0db,1k,1,4.7n,744052,61.5533,79.6571,100k
0db,1k,2,1f,827614,70.9395,79.6571,100k
0db,1k,2,47p,829183,70.7041,79.6571,100k
0db,1k,2,100p,830958,70.4366,79.6571,100k
0db,1k,2,220p,835081,69.8208,79.6571,100k
0db,1k,2,470p,843800,68.4995,79.6571,100k
0db,1k,2,1n,862889,65.5142,79.657,100k
0db,1k,2,1.5n,881562,62.4492,79.657,100k
0db,1k,2,2.2n,908075,57.7321,79.657,100k
0db,1k,2,2.7n,926498,54.0669,79.657,100k
0db,1k,2,3.3n,946399,49.423,79.657,100k
0db,1k,2,4.7n,972317,38.6227,79.657,100k
0db,2.5k,1,1f,827427,70.5544,79.6571,100k
