carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,918025,70.6277,79.4614
1,1m,47p,920286,70.3426,79.4613
1,1m,100p,922852,70.0179,79.4614
1,1m,220p,928710,69.2702,79.4613
1,1m,470p,941346,67.6487,79.4613
1,1m,1n,969738,63.9071,79.4613
1,1m,2.2n,1.04068E+06,53.6226,79.4613
1,1m,4.7n,1.12054E+06,28.9495,79.4613
1,430,1f,918001,70.504,79.4614
1,430,47p,920263,70.2185,79.4614
1,430,100p,922828,69.8935,79.4614
1,430,220p,928686,69.145,79.4614
1,430,470p,941319,67.5219,79.4613
1,430,1n,969709,63.7767,79.4613
1,430,2.2n,1.04064E+06,53.4835,79.4613
1,430,4.7n,1.1205E+06,28.8009,79.4613
2,1m,1f,917155,70.6412,79.3681
2,1m,47p,919408,70.3567,79.3681
2,1m,100p,921964,70.0327,79.3681
2,1m,220p,927800,69.2867,79.3681
2,1m,470p,940361,67.6699,79.3681
2,1m,1n,968603,63.9399,79.3681
2,1m,2.2n,1.03906E+06,53.6995,79.3681
2,1m,4.7n,1.11882E+06,29.116,79.368
2,430,1f,917131,70.5176,79.3681
2,430,47p,919385,70.2327,79.3681
2,430,100p,921940,69.9084,79.3681
2,430,220p,927776,69.1617,79.3681
2,430,470p,940334,67.5433,79.3681
2,430,1n,968573,63.8096,79.3681
2,430,2.2n,1.03902E+06,53.5605,79.3681
2,430,4.7n,1.11878E+06,28.9676,79.368
