
Note: No compatibility mode selected!


Circuit: sub.cir - dmn6040svt (modello del costruttore): id contro vgs a vds = 10 mv, c'e' conduzione sottosoglia?

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 29
sub.cir - dmn6040svt (modello del costruttore): id contro vgs a vds = 10 mv, c'e' conduzione sottosoglia?
DC transfer characteristic  Wed Sep 16 20:45:35  2026
--------------------------------------------------------------------------------
Index   v-sweep         v(g)            g               
--------------------------------------------------------------------------------
0	1.800000e+00	4.706818e-08	4.706818e-08	
1	1.850000e+00	4.657631e-08	4.657631e-08	
2	1.900000e+00	4.608420e-08	4.608420e-08	
3	1.950000e+00	4.559185e-08	4.559185e-08	
4	2.000000e+00	4.509929e-08	4.509929e-08	
5	2.050000e+00	4.460653e-08	4.460653e-08	
6	2.100000e+00	4.411356e-08	4.411356e-08	
7	2.150000e+00	4.362042e-08	4.362042e-08	
8	2.200000e+00	4.312709e-08	4.312709e-08	
9	2.250000e+00	4.263361e-08	4.263361e-08	
10	2.300000e+00	4.213997e-08	4.213997e-08	
11	2.350000e+00	4.164617e-08	4.164617e-08	
12	2.400000e+00	4.115223e-08	4.115223e-08	
13	2.450000e+00	4.065816e-08	4.065816e-08	
14	2.500000e+00	7.019073e-01	7.019073e-01	
15	2.550000e+00	3.175745e+00	3.175745e+00	
16	2.600000e+00	5.220203e+00	5.220203e+00	
17	2.650000e+00	6.938810e+00	6.938810e+00	
18	2.700000e+00	8.404122e+00	8.404122e+00	
19	2.750000e+00	9.668545e+00	9.668545e+00	
20	2.800000e+00	1.077090e+01	1.077090e+01	
21	2.850000e+00	1.174060e+01	1.174060e+01	
22	2.900000e+00	1.260028e+01	1.260028e+01	
23	2.950000e+00	1.336772e+01	1.336772e+01	
24	3.000000e+00	1.405706e+01	1.405706e+01	
25	3.050000e+00	1.467966e+01	1.467966e+01	
26	3.100000e+00	1.524478e+01	1.524478e+01	
27	3.150000e+00	1.576006e+01	1.576006e+01	
28	3.200000e+00	1.623182e+01	1.623182e+01	
Note: Simulation executed from .control section 
