mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,787955,70.9677,79.6571,100k
0db,1m,1,47p,789238,70.752,79.6571,100k
0db,1m,1,100p,790614,70.5066,79.6571,100k
0db,1m,1,220p,793435,69.9442,79.6571,100k
0db,1m,1,470p,797961,68.7575,79.6571,100k
0db,1m,1,1n,800311,66.3643,79.6571,100k
0db,1m,1,1.5n,794188,64.5126,79.6571,100k
0db,1m,1,2.2n,777590,62.7617,79.6571,100k
0db,1m,1,2.7n,763664,62.0305,79.6571,100k
0db,1m,1,3.3n,747174,61.5602,79.6571,100k
0db,1m,1,4.7n,714625,61.438,79.6571,100k
0db,1m,2,1f,787955,70.9677,79.6571,100k
0db,1m,2,47p,789269,70.7521,79.6571,100k
0db,1m,2,100p,790753,70.5072,79.6571,100k
0db,1m,2,220p,794123,69.9463,79.6571,100k
0db,1m,2,470p,801370,68.7436,79.6571,100k
0db,1m,2,1n,816972,66.0509,79.657,100k
0db,1m,2,1.5n,831986,63.32,79.657,100k
0db,1m,2,2.2n,853129,59.1698,79.657,100k
0db,1m,2,2.7n,867685,55.9839,79.657,100k
0db,1m,2,3.3n,883615,51.962,79.657,100k
0db,1m,2,4.7n,907206,42.3825,79.657,100k
0db,1k,1,1f,787910,70.7204,79.6571,100k
0db,1k,1,47p,789193,70.5043,79.6571,100k
0db,1k,1,100p,790568,70.2585,79.6571,100k
0db,1k,1,220p,793389,69.6952,79.6571,100k
0db,1k,1,470p,797914,68.5072,79.6571,100k
0db,1k,1,1n,800263,66.1135,79.6571,100k
0db,1k,1,1.5n,794144,64.2637,79.6571,100k
0db,1k,1,2.2n,777550,62.518,79.6571,100k
0db,1k,1,2.7n,763627,61.791,79.6571,100k
0db,1k,1,3.3n,747141,61.3258,79.6571,100k
0db,1k,1,4.7n,714596,61.2137,79.6571,100k
0db,1k,2,1f,787910,70.7204,79.6571,100k
0db,1k,2,47p,789224,70.5044,79.6571,100k
0db,1k,2,100p,790708,70.2591,79.6571,100k
0db,1k,2,220p,794077,69.6972,79.6571,100k
0db,1k,2,470p,801321,68.4922,79.6571,100k
0db,1k,2,1n,816919,65.7949,79.657,100k
0db,1k,2,1.5n,831928,63.0597,79.657,100k
0db,1k,2,2.2n,853063,58.9034,79.657,100k
0db,1k,2,2.7n,867616,55.7133,79.657,100k
0db,1k,2,3.3n,883540,51.6872,79.657,100k
0db,1k,2,4.7n,907128,42.1015,79.657,100k
0db,2.5k,1,1f,787755,70.3526,79.6571,100k
0db,2.5k,1,47p,789037,70.136,79.6571,100k
0db,2.5k,1,100p,790411,69.8896,79.6571,100k
0db,2.5k,1,220p,793230,69.3251,79.6571,100k
0db,2.5k,1,470p,797747,68.1355,79.6571,100k
0db,2.5k,1,1n,800097,65.7412,79.6571,100k
0db,2.5k,1,1.5n,793988,63.8944,79.6571,100k
