cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,872819,72.0271,77.7024
1,0,1m,47p,874753,71.7678,77.7024
1,0,1m,100p,876943,71.4728,77.7024
1,0,1m,220p,881934,70.7949,77.7024
1,0,1m,470p,892504,69.3357,77.7024
1,0,1m,1n,916097,65.9998,77.7024
1,0,1m,2.2n,973079,57.1023,77.7023
1,0,1m,4.7n,1.04532E+06,35.5799,77.7023
1,0,430,1f,872798,71.9092,77.7024
1,0,430,47p,874732,71.6496,77.7024
1,0,430,100p,876922,71.3544,77.7024
1,0,430,220p,881913,70.6759,77.7024
1,0,430,470p,892481,69.2152,77.7024
1,0,430,1n,916072,65.8763,77.7024
1,0,430,2.2n,973047,56.9716,77.7023
1,0,430,4.7n,1.04529E+06,35.4406,77.7023
1,6,1m,1f,873867,72.0312,77.8375
1,6,1m,47p,874290,71.9657,77.8375
1,6,1m,100p,874595,71.8937,77.8375
1,6,1m,220p,874623,71.7501,77.8375
1,6,1m,470p,872713,71.5818,77.8375
1,6,1m,1n,868049,71.5773,77.8375
1,6,1m,2.2n,864065,71.7339,77.8375
1,6,1m,4.7n,862368,71.856,77.8375
1,6,430,1f,873847,71.9132,77.8375
1,6,430,47p,874269,71.8477,77.8375
1,6,430,100p,874574,71.7756,77.8375
1,6,430,220p,874602,71.632,77.8375
1,6,430,470p,872693,71.464,77.8375
1,6,430,1n,868029,71.46,77.8375
1,6,430,2.2n,864046,71.6171,77.8375
1,6,430,4.7n,862348,71.7395,77.8375
1,12,1m,1f,874143,72.0323,77.8734
1,12,1m,47p,874255,72.0157,77.8734
1,12,1m,100p,874347,71.9972,77.8734
1,12,1m,220p,874423,71.9584,77.8734
1,12,1m,470p,874103,71.9012,77.8734
1,12,1m,1n,872792,71.8744,77.8734
1,12,1m,2.2n,871208,71.9169,77.8734
1,12,1m,4.7n,870440,71.9635,77.8734
1,12,430,1f,874123,71.9142,77.8734
1,12,430,47p,874234,71.8976,77.8734
1,12,430,100p,874326,71.8791,77.8734
1,12,430,220p,874403,71.8403,77.8734
1,12,430,470p,874082,71.7831,77.8734
1,12,430,1n,872771,71.7565,77.8734
1,12,430,2.2n,871188,71.7993,77.8734
1,12,430,4.7n,870421,71.8459,77.8734
2,0,1m,1f,877299,72.0453,78.2936
2,0,1m,47p,879273,71.7833,78.2936
2,0,1m,100p,881507,71.4853,78.2936
2,0,1m,220p,886602,70.8001,78.2936
2,0,1m,470p,897528,69.3199,78.2936
2,0,1m,1n,921829,65.9343,78.2936
2,0,1m,2.2n,980918,56.8545,78.2936
2,0,1m,4.7n,1.05521E+06,34.8238,78.2936
2,0,430,1f,877279,71.9268,78.2936
2,0,430,47p,879252,71.6646,78.2936
2,0,430,100p,881486,71.3662,78.2936
2,0,430,220p,886581,70.6804,78.2936
2,0,430,470p,897505,69.1988,78.2936
2,0,430,1n,921803,65.8101,78.2936
2,0,430,2.2n,980884,56.7229,78.2936
2,0,430,4.7n,1.05517E+06,34.6833,78.2936
2,6,1m,1f,878350,72.0499,78.4378
2,6,1m,47p,878740,71.9845,78.4378
2,6,1m,100p,878913,71.9153,78.4378
2,6,1m,220p,878412,71.7991,78.4378
2,6,1m,470p,875966,71.734,78.4378
2,6,1m,1n,872851,71.8055,78.4378
2,6,1m,2.2n,871079,71.9056,78.4378
2,6,1m,4.7n,870423,71.9623,78.4378
2,6,430,1f,878329,71.9312,78.4378
2,6,430,47p,878720,71.8658,78.4378
2,6,430,100p,878892,71.7966,78.4378
2,6,430,220p,878391,71.6805,78.4378
2,6,430,470p,875946,71.6157,78.4378
2,6,430,1n,872831,71.6876,78.4378
2,6,430,2.2n,871059,71.7879,78.4378
2,6,430,4.7n,870403,71.8447,78.4378
2,12,1m,1f,878630,72.0511,78.4765
2,12,1m,47p,878736,72.0344,78.4765
2,12,1m,100p,878802,72.0162,78.4765
2,12,1m,220p,878756,71.9819,78.4765
2,12,1m,470p,878186,71.9498,78.4765
2,12,1m,1n,877130,71.9601,78.4765
2,12,1m,2.2n,876383,71.9944,78.4765
2,12,1m,4.7n,876084,72.0171,78.4765
2,12,430,1f,878609,71.9324,78.4765
2,12,430,47p,878715,71.9157,78.4765
2,12,430,100p,878781,71.8975,78.4765
2,12,430,220p,878735,71.8632,78.4765
2,12,430,470p,878166,71.8312,78.4765
2,12,430,1n,877109,71.8416,78.4765
2,12,430,2.2n,876362,71.8761,78.4765
2,12,430,4.7n,876064,71.8988,78.4765
